"LIST-ID","occups_cats"
"484066","Performing Arts"
"484096","Miscellaneous Services"
"484301","Retail"
"484301","Retail"
"484301","Retail"
"484555","Performing Arts"
"484597","Miscellaneous Services"
"484610","Building"
"484736","Building"
"484821","Retail"
"484850","Managerial"
"484869","Retail"
"484870","Retail"
"484870","Retail"
"484969","Miscellaneous Services"
"484970","Building"
"484982","Retail"
"484997","Metal-Working"
"485040","Miscellaneous Services"
"485043","Miscellaneous Services"
"485047","Food-Retail"
"485091","Miscellaneous Services"
"485109","Miscellaneous Services"
"485162","Managerial"
"485179","Retail"
"485228","Miscellaneous Services"
"485250","Managerial"
"485509","Managerial"
"485559","Managerial"
"485619","Unclassified"
"485626","Unclassified"
"485629","Managerial"
"485630","Managerial"
"485630","Managerial"
"485631","Managerial"
"485631","Managerial"
"485636","Unclassified"
"486022","Metal-Working"
"486265","Education"
"486265","Education"
"486266","Education"
"486266","Education"
"486281","Metal-Working"
"486333","Managerial"
"486362","Clothing"
"486364","Food-Production"
"486364","Retail"
"486407","Miscellaneous Services"
"486416","Building"
"486417","Food-Production"
"486455","Food-Production"
"486548","Performing Arts"
"486567","Household Goods"
"486664","Miscellaneous Services"
"486742","Managerial"
"486744","Miscellaneous Services"
"486834","Metal-Working"
"486834","Metal-Working"
"487130","Metal-Working"
"487153","Clothing"
"487175","Food-Production"
"487316","Unclassified"
"487334","Unclassified"
"487559","Unclassified"
"487653","Unclassified"
"487782","Food-Production"
"487859","Clothing"
"487879","Unclassified"
"487881","Food-Production"
"487934","Clothing"
"488068","Education"
"488071","Miscellaneous Services"
"488209","Unclassified"
"488401","Education"
"488410","Plastic Arts"
"488521","Unclassified"
"488521","Unclassified"
"488927","Miscellaneous Services"
"489040","Household Goods"
"489040","Metal-Working"
"489040","Clothing"
"489040","Clothing"
"489040","Clothing"
"489150","Unclassified"
"489186","Unclassified"
"489187","Unclassified"
"489189","Unclassified"
"489214","Miscellaneous Services"
"489218","Metal-Working"
"489257","Managerial"
"489298","Miscellaneous Services"
"489460","Metal-Working"
"489460","Metal-Working"
"489849","Unclassified"
"489892","Managerial"
"489901","Miscellaneous Services"
"489903","Managerial"
"489904","Managerial"
"489914","Miscellaneous Services"
"489920","Managerial"
"489927","Miscellaneous Services"
"489945","Metal-Working"
"489945","Managerial"
"489945","Transport"
"489948","Metal-Working"
"489948","Clothing"
"489989","Managerial"
"489990","Food-Production"
"489992","Managerial"
"489997","Managerial"
"489997","Managerial"
"490004","Metal-Working"
"490005","Managerial"
"490014","Metal-Working"
"490018","Managerial"
"490018","Managerial"
"490018","Managerial"
"490022","Building"
"490026","Unclassified"
"490026","Managerial"
"490026","Managerial"
"490029","Fuel / Raw material"
"490031","Managerial"
"490031","Managerial"
"490031","Managerial"
"490044","Transport"
"490084","Unclassified"
"490094","Managerial"
"490098","Miscellaneous Services"
"490100","Metal-Working"
"490115","Managerial"
"490115","Managerial"
"490141","Building"
"490141","Retail"
"490163","Managerial"
"490163","Managerial"
"490204","Building"
"490204","Retail"
"490204","Food-Retail"
"490209","Managerial"
"490209","Miscellaneous Services"
"490245","Managerial"
"490246","Managerial"
"490247","Metal-Working"
"490247","Managerial"
"490251","Miscellaneous Services"
"490261","Managerial"
"490304","Managerial"
"490305","Managerial"
"490332","Education"
"490350","Retail"
"490351","Death-care sector"
"490351","Death-care sector"
"490354","Managerial"
"490399","Miscellaneous Services"
"490402","Managerial"
"490438","Unclassified"
"490439","Metal-Working"
"490459","Metal-Working"
"490468","Metal-Working"
"490481","Retail"
"490502","Metal-Working"
"490502","Clothing"
"490514","Transport"
"490532","Unclassified"
"490534","Managerial"
"490546","Performing Arts"
"490585","Miscellaneous Services"
"490593","Managerial"
"490593","Education"
"490610","Miscellaneous Services"
"490610","Miscellaneous Services"
"490610","Miscellaneous Services"
"490619","Clothing"
"490620","Managerial"
"490627","Managerial"
"490628","Managerial"
"490628","Managerial"
"490629","Managerial"
"490630","Managerial"
"490630","Managerial"
"490631","Managerial"
"490631","Managerial"
"490632","Managerial"
"490655","Miscellaneous Services"
"490664","Plastic Arts"
"490664","Education"
"490695","Unclassified"
"490705","Building"
"490723","Building"
"490723","Managerial"
"490724","Managerial"
"490760","Managerial"
"490774","Managerial"
"490774","Managerial"
"490777","Building"
"490779","Education"
"490803","Performing Arts"
"490805","Food-Retail"
"490805","Fuel / Raw material"
"490806","Miscellaneous Services"
"490823","Managerial"
"490823","Managerial"
"490823","Managerial"
"490832","Unclassified"
"490836","Miscellaneous Services"
"490847","Managerial"
"490851","Building"
"490861","Managerial"
"490877","Clothing"
"490877","Retail"
"490884","Education"
"490884","Unclassified"
"490890","Miscellaneous Services"
"490896","Clothing"
"490908","Transport"
"490909","Managerial"
"490910","Performing Arts"
"490919","Unclassified"
"490982","Transport"
"490982","Managerial"
"490994","Managerial"
"490998","Building"
"490998","Transport"
"490998","Finance"
"490998","Transport"
"490998","Retail"
"491017","Miscellaneous Services"
"491019","Food-Production"
"491022","Transport"
"491023","Managerial"
"491025","Transport"
"491026","Transport"
"491026","Building"
"491027","Building"
"491027","Building"
"491028","Building"
"491031","Transport"
"491031","Managerial"
"491043","Household Goods"
"491043","Education"
"491047","Building"
"491050","Building"
"491050","Transport"
"491050","Unclassified"
"491085","Metal-Working"
"491085","Clothing"
"491099","Building"
"491100","Household Goods"
"491100","Education"
"491102","Miscellaneous Services"
"491103","Household Goods"
"491103","Education"
"491119","Clothing"
"491211","Food-Production"
"491215","Building"
"491215","Transport"
"491221","Metal-Working"
"491224","Unclassified"
"491226","Unclassified"
"491228","Transport"
"491242","Unclassified"
"491260","Building"
"491261","Food-Production"
"491262","Building"
"491271","Metal-Working"
"491274","Retail"
"491274","Miscellaneous Services"
"491274","Food-Production"
"491274","Food-Production"
"491275","Managerial"
"491289","Building"
"491289","Retail"
"491294","Retail"
"491295","Retail"
"491299","Retail"
"491303","Building"
"491307","Managerial"
"491311","Education"
"491315","Metal-Working"
"491315","Managerial"
"491316","Metal-Working"
"491318","Performing Arts"
"491320","Managerial"
"491322","Clothing"
"491322","Managerial"
"491323","Building"
"491323","Performing Arts"
"491323","Household Goods"
"491323","Education"
"491323","Education"
"491323","Education"
"491326","Transport"
"491327","Building"
"491327","Building"
"491335","Managerial"
"491357","Miscellaneous Services"
"491357","Miscellaneous Services"
"491357","Miscellaneous Services"
"491357","Miscellaneous Services"
"491357","Miscellaneous Services"
"491357","Miscellaneous Services"
"491357","Miscellaneous Services"
"491357","Miscellaneous Services"
"491362","Miscellaneous Services"
"491372","Building"
"491375","Building"
"491376","Performing Arts"
"491392","Miscellaneous Services"
"491393","Miscellaneous Services"
"491402","Retail"
"491403","Retail"
"491404","Retail"
"491404","Food-Retail"
"491406","Unclassified"
"491411","Transport"
"491427","Retail"
"491427","Food-Retail"
"491431","Metal-Working"
"491431","Unclassified"
"491432","Metal-Working"
"491435","Retail"
"491435","Miscellaneous Services"
"491437","Transport"
"491437","Transport"
"491437","Metal-Working"
"491437","Managerial"
"491438","Plastic Arts"
"491439","Metal-Working"
"491439","Unclassified"
"491441","Retail"
"491442","Managerial"
"491447","Metal-Working"
"491448","Building"
"491448","Metal-Working"
"491448","Clothing"
"491453","Retail"
"491453","Miscellaneous Services"
"491455","Miscellaneous Services"
"491460","Managerial"
"491501","Managerial"
"491504","Performing Arts"
"491504","Performing Arts"
"491508","Transport"
"491529","Unclassified"
"491585","Clothing"
"491591","Food-Production"
"491595","Performing Arts"
"491595","Performing Arts"
"491596","Performing Arts"
"491626","Miscellaneous Services"
"491642","Managerial"
"491649","Finance"
"491681","Performing Arts"
"491685","Clothing"
"491697","Clothing"
"491715","Performing Arts"
"491716","Performing Arts"
"491716","Performing Arts"
"491725","Plastic Arts"
"491725","Plastic Arts"
"491733","Clothing"
"491752","Unclassified"
"491757","Unclassified"
"491773","Performing Arts"
"491797","Retail"
"491797","Retail"
"491797","Retail"
"491797","Retail"
"491799","Managerial"
"491807","Managerial"
"491827","Finance"
"491827","Finance"
"491836","Retail"
"491868","Finance"
"491881","Performing Arts"
"491895","Managerial"
"491951","Education"
"491954","Managerial"
"491955","Managerial"
"491955","Managerial"
"491955","Unclassified"
"491958","Miscellaneous Services"
"491962","Death-care sector"
"491962","Food-Production"
"491962","Food-Production"
"491962","Metal-Working"
"491962","Metal-Working"
"491962","Death-care sector"
"491993","Food-Production"
"491998","Managerial"
"491998","Managerial"
"492002","Managerial"
"492004","Managerial"
"492005","Building"
"492005","Building"
"492005","Building"
"492009","Managerial"
"492010","Performing Arts"
"492021","Household Goods"
"492026","Miscellaneous Services"
"492037","Unclassified"
"492044","Retail"
"492072","Managerial"
"492072","Unclassified"
"492080","Managerial"
"492085","Managerial"
"492103","Miscellaneous Services"
"492103","Unclassified"
"492117","Managerial"
"492117","Managerial"
"492117","Managerial"
"492122","Managerial"
"492138","Managerial"
"492140","Building"
"492144","Plastic Arts"
"492147","Performing Arts"
"492151","Managerial"
"492164","Managerial"
"492205","Miscellaneous Services"
"492220","Metal-Working"
"492220","Clothing"
"492243","Managerial"
"492243","Managerial"
"492243","Managerial"
"492244","Managerial"
"492244","Managerial"
"492244","Managerial"
"492245","Miscellaneous Services"
"492248","Unclassified"
"492252","Unclassified"
"492253","Managerial"
"492283","Managerial"
"492290","Building"
"492290","Food-Production"
"492297","Unclassified"
"492301","Building"
"492315","Miscellaneous Services"
"492322","Managerial"
"492322","Managerial"
"492342","Managerial"
"492351","Managerial"
"492351","Managerial"
"492351","Managerial"
"492374","Building"
"492398","Unclassified"
"492409","Managerial"
"492418","Building"
"492419","Food-Retail"
"492439","Performing Arts"
"492471","Metal-Working"
"492544","Managerial"
"492622","Managerial"
"492754","Managerial"
"492754","Unclassified"
"492776","Clothing"
"492776","Retail"
"492785","Transport"
"492789","Transport"
"492789","Transport"
"492792","Clothing"
"492792","Retail"
"492792","Transport"
"492803","Transport"
"492848","Retail"
"492851","Retail"
"492860","Food-Retail"
"492860","Retail"
"492860","Transport"
"492872","Managerial"
"492878","Performing Arts"
"492878","Miscellaneous Services"
"492904","Transport"
"492927","Metal-Working"
"492930","Managerial"
"492977","Transport"
"493041","Performing Arts"
"493041","Retail"
"493041","Retail"
"493150","Metal-Working"
"493150","Metal-Working"
"493189","Managerial"
"493369","Managerial"
"493466","Miscellaneous Services"
"493669","Metal-Working"
"493669","Unclassified"
"493770","Unclassified"
"493927","Unclassified"
"493937","Performing Arts"
"493983","Miscellaneous Services"
"493983","Miscellaneous Services"
"493984","Miscellaneous Services"
"493985","Miscellaneous Services"
"494116","Unclassified"
"494275","Unclassified"
"494278","Miscellaneous Services"
"494445","Clothing"
"494512","Death-care sector"
"494542","Performing Arts"
"494588","Managerial"
"494592","Education"
"494645","Retail"
"494783","Building"
"494832","Metal-Working"
"494856","Performing Arts"
"494859","Building"
"494862","Miscellaneous Services"
"494862","Miscellaneous Services"
"494907","Miscellaneous Services"
"494917","Managerial"
"494919","Managerial"
"494920","Miscellaneous Services"
"494920","Miscellaneous Services"
"494965","Managerial"
"494990","Metal-Working"
"494990","Metal-Working"
"495016","Miscellaneous Services"
"495074","Miscellaneous Services"
"495094","Managerial"
"495106","Miscellaneous Services"
"495106","Miscellaneous Services"
"495184","Unclassified"
"495252","Retail"
"495287","Miscellaneous Services"
"495314","Water-Management"
"495325","Managerial"
"495350","Managerial"
"495351","Managerial"
"495352","Managerial"
"495354","Managerial"
"495358","Food-Production"
"495378","Managerial"
"495415","Miscellaneous Services"
"495434","Managerial"
"495452","Unclassified"
"495456","Transport"
"495474","Managerial"
"495483","Managerial"
"495504","Managerial"
"495513","Transport"
"495535","Miscellaneous Services"
"495552","Building"
"495552","Plastic Arts"
"495620","Finance"
"495645","Unclassified"
"495646","Unclassified"
"495647","Unclassified"
"495701","Clothing"
"495703","Managerial"
"495844","Miscellaneous Services"
"495887","Education"
"495887","Unclassified"
"495898","Household Goods"
"495911","Metal-Working"
"496032","Food-Production"
"496034","Education"
"496155","Miscellaneous Services"
"496173","Miscellaneous Services"
"496366","Managerial"
"496390","Managerial"
"496586","Managerial"
"496612","Plastic Arts"
"496617","Miscellaneous Services"
"496708","Food-Production"
"496749","Unclassified"
"496752","Unclassified"
"496753","Unclassified"
"496768","Food-Production"
"496792","Metal-Working"
"496792","Metal-Working"
"496792","Metal-Working"
"496800","Metal-Working"
"496800","Metal-Working"
"496801","Metal-Working"
"496801","Metal-Working"
"496801","Metal-Working"
"496801","Metal-Working"
"496811","Education"
"496828","Metal-Working"
"496867","Food-Production"
"496894","Miscellaneous Services"
"496895","Miscellaneous Services"
"496942","Retail"
"496953","Clothing"
"496953","Clothing"
"496975","Metal-Working"
"496976","Metal-Working"
"496976","Metal-Working"
"497041","Education"
"497042","Performing Arts"
"497042","Performing Arts"
"497042","Performing Arts"
