"","province","s_it","g_it","a_it","r_it","eci"
"2055","Sardinia",2,1,1,2,-0.505556110371326
"2056","Moesia Inferior",2,1,1,2,-0.33335001695024
"2057","Raetia",2,1,1,2,-0.267443205423912
"2058","Noricum",2,1,1,2,-0.240171653110149
"2059","Aemilia (Regio VIII)",2,1,1,2,-0.162143117236955
"2060","Apulia et Calabria (Regio II)",2,1,1,2,-0.153961851142437
"2061","Pannonia Inferior",2,1,1,2,-0.148535852291741
"2062","Mauretania Tingitana",2,1,1,2,-0.0403981548969173
"2063","Umbria (Regio VI)",2,1,1,2,0.0130109391193646
"2064","Liguria (Regio IX)",2,1,1,2,0.159444482093991
"2065","Samnium (Regio IV)",2,1,1,2,0.305089311148134
"2066","Syria",2,1,1,2,0.397694578253742
"2067","Galatia",2,1,1,2,0.412545431649606
"2068","Bruttium et Lucania (Regio III)",2,1,1,2,0.538359758905083
"2069","Picenum (Regio V)",2,1,1,2,0.59166858765207
"2070","Numidia",2,1,1,2,0.647808570355003
"2071","Etruria (Regio VII)",2,1,1,2,0.659928920895616
"2072","Mauretania Caesariensis",2,1,1,2,0.661585836105527
"2073","Achaia",2,1,1,2,0.760701806430798
"2074","Asia",2,1,1,2,1.06910436659991
"2075","Macedonia",2,1,1,2,1.17612827115794
"2076","Sicilia",2,1,1,2,1.24434683256273
"2077","Dacia",2,1,1,2,1.361161764873
"2078","Baetica",2,1,1,2,1.86235682782688
"2079","Latium et Campania (Regio I)",2,1,1,2,1.86994990032004
"2080","Africa Proconsularis",2,1,1,2,2.47805486059726
"2081","Germania Superior",2,1,1,3,-1.86341920100982
"2082","Lusitania",2,1,1,3,-1.62822377122756
"2083","Germania Inferior",2,1,1,3,-1.41224759128553
"2084","Transpadana (Regio XI)",2,1,1,3,-1.26745002410009
"2085","Aquitania",2,1,1,3,-1.24967653937584
"2086","Belgica",2,1,1,3,-1.19803293210104
"2087","Narbonensis",2,1,1,3,-1.0371679780836
"2088","Pannonia Superior",2,1,1,3,-1.00870635226897
"2089","Britannia",2,1,1,3,-0.922084046502474
"2090","Lugdunensis",2,1,1,3,-0.877392573641979
"2091","Venetia et Histria (Regio X)",2,1,1,3,-0.786502443873641
"2092","Sardinia",2,1,1,3,-0.5808606334696
"2093","Moesia Superior",2,1,1,3,-0.564580209188924
"2094","Dalmatia",2,1,1,3,-0.469993776438447
"2095","Hispania Citerior",2,1,1,3,-0.351682050189896
"2096","Raetia",2,1,1,3,-0.298613164403614
"2097","Moesia Inferior",2,1,1,3,-0.234480158278497
"2098","Apulia et Calabria (Regio II)",2,1,1,3,-0.165072906531261
"2099","Noricum",2,1,1,3,-0.160028754208763
"2100","Pannonia Inferior",2,1,1,3,-0.127276829401522
"2101","Aemilia (Regio VIII)",2,1,1,3,0.0143516765247755
"2102","Mauretania Tingitana",2,1,1,3,0.023936699088015
"2103","Umbria (Regio VI)",2,1,1,3,0.0893029039767278
"2104","Samnium (Regio IV)",2,1,1,3,0.230156439732163
"2105","Liguria (Regio IX)",2,1,1,3,0.27440785743438
"2106","Galatia",2,1,1,3,0.417017757941701
"2107","Syria",2,1,1,3,0.465335641357952
"2108","Numidia",2,1,1,3,0.474241247580719
"2109","Bruttium et Lucania (Regio III)",2,1,1,3,0.529037161574903
"2110","Mauretania Caesariensis",2,1,1,3,0.638403159681039
"2111","Picenum (Regio V)",2,1,1,3,0.658490748712085
"2112","Achaia",2,1,1,3,0.762158967660092
"2113","Asia",2,1,1,3,1.01023043929163
"2114","Etruria (Regio VII)",2,1,1,3,1.10609468142183
"2115","Macedonia",2,1,1,3,1.18423778644135
"2116","Latium et Campania (Regio I)",2,1,1,3,1.23342924733232
"2117","Sicilia",2,1,1,3,1.25077532033114
"2118","Dacia",2,1,1,3,1.69082785544774
"2119","Baetica",2,1,1,3,1.88596164729303
"2120","Africa Proconsularis",2,1,1,3,2.26509469675748
"2121","Germania Superior",2,1,1,4,-1.83462317210128
"2122","Lusitania",2,1,1,4,-1.63938967433851
"2123","Germania Inferior",2,1,1,4,-1.40987917509093
"2124","Transpadana (Regio XI)",2,1,1,4,-1.26087405390078
"2125","Aquitania",2,1,1,4,-1.24874215098536
"2126","Belgica",2,1,1,4,-1.18818675282215
"2127","Pannonia Superior",2,1,1,4,-1.01783978805665
"2128","Narbonensis",2,1,1,4,-0.991897337797744
"2129","Britannia",2,1,1,4,-0.924410257012941
"2130","Lugdunensis",2,1,1,4,-0.863960950525572
"2131","Venetia et Histria (Regio X)",2,1,1,4,-0.788509477351656
"2132","Sardinia",2,1,1,4,-0.578897859493993
"2133","Moesia Superior",2,1,1,4,-0.568985683065892
"2134","Dalmatia",2,1,1,4,-0.476607732942988
"2135","Hispania Citerior",2,1,1,4,-0.367127749568051
"2136","Raetia",2,1,1,4,-0.297267151687484
"2137","Moesia Inferior",2,1,1,4,-0.2495845355133
"2138","Noricum",2,1,1,4,-0.179407143629368
"2139","Apulia et Calabria (Regio II)",2,1,1,4,-0.159170775864403
"2140","Pannonia Inferior",2,1,1,4,-0.138817501913813
"2141","Aemilia (Regio VIII)",2,1,1,4,-0.00735884639391433
"2142","Mauretania Tingitana",2,1,1,4,0.0132725372146311
"2143","Umbria (Regio VI)",2,1,1,4,0.0732140641845395
"2144","Samnium (Regio IV)",2,1,1,4,0.225939941998594
"2145","Liguria (Regio IX)",2,1,1,4,0.265553948547392
"2146","Galatia",2,1,1,4,0.404162234705021
"2147","Syria",2,1,1,4,0.45971207869233
"2148","Numidia",2,1,1,4,0.471712017100095
"2149","Bruttium et Lucania (Regio III)",2,1,1,4,0.512859028995902
"2150","Mauretania Caesariensis",2,1,1,4,0.640389394532097
"2151","Picenum (Regio V)",2,1,1,4,0.647960236489141
"2152","Achaia",2,1,1,4,0.753161018733672
"2153","Asia",2,1,1,4,0.989194345249301
"2154","Etruria (Regio VII)",2,1,1,4,1.07933814923141
"2155","Macedonia",2,1,1,4,1.17185216631362
"2156","Sicilia",2,1,1,4,1.2325044046098
"2157","Latium et Campania (Regio I)",2,1,1,4,1.46530816698084
"2158","Dacia",2,1,1,4,1.65453848513745
"2159","Baetica",2,1,1,4,1.87833075887086
"2160","Africa Proconsularis",2,1,1,4,2.25253479247009
"2161","Germania Superior",2,1,1,5,-1.84514972589757
"2162","Lusitania",2,1,1,5,-1.58438703908634
"2163","Germania Inferior",2,1,1,5,-1.43530584422144
"2164","Aquitania",2,1,1,5,-1.26626432115253
"2165","Transpadana (Regio XI)",2,1,1,5,-1.25147054356542
"2166","Belgica",2,1,1,5,-1.22438774223372
"2167","Pannonia Superior",2,1,1,5,-1.0453156506029
"2168","Narbonensis",2,1,1,5,-0.977989428773109
"2169","Britannia",2,1,1,5,-0.94921434853665
"2170","Lugdunensis",2,1,1,5,-0.901283150684417
"2171","Venetia et Histria (Regio X)",2,1,1,5,-0.698193944995059
"2172","Sardinia",2,1,1,5,-0.593502170019376
"2173","Moesia Superior",2,1,1,5,-0.585976759551794
"2174","Dalmatia",2,1,1,5,-0.502355769312319
"2175","Hispania Citerior",2,1,1,5,-0.339030675243624
"2176","Raetia",2,1,1,5,-0.306773047119271
"2177","Moesia Inferior",2,1,1,5,-0.266861957303769
"2178","Noricum",2,1,1,5,-0.18624968111883
"2179","Apulia et Calabria (Regio II)",2,1,1,5,-0.159131531194094
"2180","Pannonia Inferior",2,1,1,5,-0.134255850389939
"2181","Mauretania Tingitana",2,1,1,5,-0.00361999579434793
"2182","Aemilia (Regio VIII)",2,1,1,5,-0.00259066485612781
"2183","Samnium (Regio IV)",2,1,1,5,0.225329841999887
"2184","Umbria (Regio VI)",2,1,1,5,0.241987362724978
"2185","Liguria (Regio IX)",2,1,1,5,0.26854021774471
"2186","Galatia",2,1,1,5,0.384410376271749
"2187","Syria",2,1,1,5,0.432456336496882
"2188","Numidia",2,1,1,5,0.478562592427127
"2189","Bruttium et Lucania (Regio III)",2,1,1,5,0.52321961057256
"2190","Mauretania Caesariensis",2,1,1,5,0.626132142475962
"2191","Picenum (Regio V)",2,1,1,5,0.648632677461008
"2192","Achaia",2,1,1,5,0.756029342417918
"2193","Asia",2,1,1,5,0.9990883485977
"2194","Etruria (Regio VII)",2,1,1,5,1.08209667452839
"2195","Macedonia",2,1,1,5,1.14390020759399
"2196","Sicilia",2,1,1,5,1.22257203392788
"2197","Latium et Campania (Regio I)",2,1,1,5,1.5135942540365
"2198","Dacia",2,1,1,5,1.57866204681743
"2199","Baetica",2,1,1,5,1.84808473911122
"2200","Africa Proconsularis",2,1,1,5,2.28601103644676
"2201","Lusitania",2,1,2,1,-1.65779077553989
"2202","Germania Superior",2,1,2,1,-1.59550328798644
"2203","Germania Inferior",2,1,2,1,-1.28056667261367
"2204","Pannonia Superior",2,1,2,1,-1.17761926147352
"2205","Transpadana (Regio XI)",2,1,2,1,-1.17549327615952
"2206","Aquitania",2,1,2,1,-1.03581971156889
"2207","Narbonensis",2,1,2,1,-1.00862079173143
"2208","Belgica",2,1,2,1,-0.987838516219455
"2209","Venetia et Histria (Regio X)",2,1,2,1,-0.960016628116934
"2210","Britannia",2,1,2,1,-0.847799720673692
"2211","Lugdunensis",2,1,2,1,-0.687359294790982
"2212","Dalmatia",2,1,2,1,-0.677136264001736
"2213","Hispania Citerior",2,1,2,1,-0.665854058222242
"2214","Moesia Superior",2,1,2,1,-0.548633250928136
"2215","Sardinia",2,1,2,1,-0.461943799849765
"2216","Moesia Inferior",2,1,2,1,-0.388248183989915
"2217","Aemilia (Regio VIII)",2,1,2,1,-0.383471409122628
"2218","Noricum",2,1,2,1,-0.282642382643863
"2219","Raetia",2,1,2,1,-0.239100792266006
"2220","Pannonia Inferior",2,1,2,1,-0.153184855701248
"2221","Apulia et Calabria (Regio II)",2,1,2,1,-0.0678758550982036
"2222","Umbria (Regio VI)",2,1,2,1,-0.015254529712834
"2223","Mauretania Tingitana",2,1,2,1,0.0234920985316879
"2224","Liguria (Regio IX)",2,1,2,1,0.139580180094658
"2225","Etruria (Regio VII)",2,1,2,1,0.377323320035505
"2226","Syria",2,1,2,1,0.39299745294282
"2227","Samnium (Regio IV)",2,1,2,1,0.412380108390339
"2228","Galatia",2,1,2,1,0.42099566483875
"2229","Picenum (Regio V)",2,1,2,1,0.56322390253443
"2230","Bruttium et Lucania (Regio III)",2,1,2,1,0.643632935528335
"2231","Mauretania Caesariensis",2,1,2,1,0.646441141507282
"2232","Numidia",2,1,2,1,0.730874938551617
"2233","Achaia",2,1,2,1,0.925113325173412
"2234","Asia",2,1,2,1,1.0691477615494
"2235","Dacia",2,1,2,1,1.16591129576474
"2236","Macedonia",2,1,2,1,1.26723090238376
"2237","Sicilia",2,1,2,1,1.32168574010799
"2238","Baetica",2,1,2,1,1.62507218455082
"2239","Latium et Campania (Regio I)",2,1,2,1,2.08001351216304
"2240","Africa Proconsularis",2,1,2,1,2.4926568537624
"2241","Germania Superior",2,1,2,2,-1.91391252652081
"2242","Lusitania",2,1,2,2,-1.46541993442893
"2243","Germania Inferior",2,1,2,2,-1.43197221593239
"2244","Belgica",2,1,2,2,-1.28918817233453
"2245","Transpadana (Regio XI)",2,1,2,2,-1.25430929046689
"2246","Aquitania",2,1,2,2,-1.23552320663531
"2247","Narbonensis",2,1,2,2,-1.1793541859764
"2248","Pannonia Superior",2,1,2,2,-1.01131923211764
"2249","Britannia",2,1,2,2,-0.958432177056128
"2250","Lugdunensis",2,1,2,2,-0.904237061597259
"2251","Venetia et Histria (Regio X)",2,1,2,2,-0.734486519445169
"2252","Dalmatia",2,1,2,2,-0.714450829122182
"2253","Moesia Superior",2,1,2,2,-0.57444755400689
"2254","Sardinia",2,1,2,2,-0.567784704310312
"2255","Hispania Citerior",2,1,2,2,-0.357221255323498
"2256","Raetia",2,1,2,2,-0.306717842866788
"2257","Moesia Inferior",2,1,2,2,-0.241650851906158
"2258","Noricum",2,1,2,2,-0.133699500535636
"2259","Pannonia Inferior",2,1,2,2,-0.087793048608655
"2260","Apulia et Calabria (Regio II)",2,1,2,2,-0.0566646608104658
"2261","Mauretania Tingitana",2,1,2,2,0.0518802670514508
"2262","Aemilia (Regio VIII)",2,1,2,2,0.0961957032772148
"2263","Umbria (Regio VI)",2,1,2,2,0.142598904618942
"2264","Samnium (Regio IV)",2,1,2,2,0.306466514425361
"2265","Liguria (Regio IX)",2,1,2,2,0.319851971071416
"2266","Numidia",2,1,2,2,0.425826784870672
"2267","Syria",2,1,2,2,0.484787418993464
"2268","Galatia",2,1,2,2,0.489735376159344
"2269","Mauretania Caesariensis",2,1,2,2,0.500089757233146
"2270","Bruttium et Lucania (Regio III)",2,1,2,2,0.667408001597733
"2271","Picenum (Regio V)",2,1,2,2,0.740834342701324
"2272","Achaia",2,1,2,2,0.82127823222727
"2273","Latium et Campania (Regio I)",2,1,2,2,1.04171401459961
"2274","Asia",2,1,2,2,1.07521538737436
"2275","Etruria (Regio VII)",2,1,2,2,1.16482421401217
"2276","Macedonia",2,1,2,2,1.21700775294758
"2277","Sicilia",2,1,2,2,1.26742357468773
"2278","Dacia",2,1,2,2,1.64671178952662
"2279","Baetica",2,1,2,2,1.67974428663702
"2280","Africa Proconsularis",2,1,2,2,2.27899047598961
"2281","Germania Superior",2,1,2,3,-1.81847598661274
"2282","Lusitania",2,1,2,3,-1.70323814295177
"2283","Narbonensis",2,1,2,3,-1.31760669266525
"2284","Germania Inferior",2,1,2,3,-1.29293730828615
"2285","Transpadana (Regio XI)",2,1,2,3,-1.26627607015811
"2286","Aquitania",2,1,2,3,-1.26277869296724
"2287","Belgica",2,1,2,3,-1.06525355952922
"2288","Venetia et Histria (Regio X)",2,1,2,3,-1.0027759543138
"2289","Pannonia Superior",2,1,2,3,-0.933460960145381
"2290","Britannia",2,1,2,3,-0.833205994118355
"2291","Lugdunensis",2,1,2,3,-0.810095280315665
"2292","Sardinia",2,1,2,3,-0.554459988057461
"2293","Hispania Citerior",2,1,2,3,-0.510249639028893
"2294","Moesia Superior",2,1,2,3,-0.499097619640461
"2295","Dalmatia",2,1,2,3,-0.309920770206406
"2296","Raetia",2,1,2,3,-0.264662412698731
"2297","Apulia et Calabria (Regio II)",2,1,2,3,-0.227656880579543
"2298","Moesia Inferior",2,1,2,3,-0.143801726066418
"2299","Noricum",2,1,2,3,-0.106864053156818
"2300","Aemilia (Regio VIII)",2,1,2,3,-0.0998503968748793
"2301","Pannonia Inferior",2,1,2,3,-0.0535726260890179
"2302","Mauretania Tingitana",2,1,2,3,0.068378892072507
"2303","Umbria (Regio VI)",2,1,2,3,0.0708281606035546
"2304","Liguria (Regio IX)",2,1,2,3,0.204746802957074
"2305","Samnium (Regio IV)",2,1,2,3,0.213874834049623
"2306","Syria",2,1,2,3,0.473557298104762
"2307","Bruttium et Lucania (Regio III)",2,1,2,3,0.476449259355298
"2308","Galatia",2,1,2,3,0.489769523455045
"2309","Picenum (Regio V)",2,1,2,3,0.61842538872911
"2310","Numidia",2,1,2,3,0.628897892944641
"2311","Mauretania Caesariensis",2,1,2,3,0.699341500534995
"2312","Achaia",2,1,2,3,0.733029797819211
"2313","Latium et Campania (Regio I)",2,1,2,3,0.901046033166511
"2314","Etruria (Regio VII)",2,1,2,3,0.981000260607544
"2315","Asia",2,1,2,3,0.992735077690368
"2316","Macedonia",2,1,2,3,1.19721631745453
"2317","Sicilia",2,1,2,3,1.29426006125841
"2318","Baetica",2,1,2,3,1.82353009234091
"2319","Dacia",2,1,2,3,1.88145744696785
"2320","Africa Proconsularis",2,1,2,3,2.32769611435036
"2321","Lusitania",2,1,2,4,-1.83205381164039
"2322","Germania Superior",2,1,2,4,-1.65580894951659
"2323","Germania Inferior",2,1,2,4,-1.33426249413171
"2324","Aquitania",2,1,2,4,-1.28668414224222
"2325","Transpadana (Regio XI)",2,1,2,4,-1.19697282680271
"2326","Belgica",2,1,2,4,-1.08920035248724
"2327","Pannonia Superior",2,1,2,4,-1.02427784495843
"2328","Venetia et Histria (Regio X)",2,1,2,4,-0.914743597803483
"2329","Britannia",2,1,2,4,-0.862567443406717
"2330","Lugdunensis",2,1,2,4,-0.754999069141731
"2331","Narbonensis",2,1,2,4,-0.727630190639958
"2332","Hispania Citerior",2,1,2,4,-0.598315223260743
"2333","Sardinia",2,1,2,4,-0.587588487146174
"2334","Moesia Superior",2,1,2,4,-0.554754451511371
"2335","Dalmatia",2,1,2,4,-0.437284526707246
"2336","Moesia Inferior",2,1,2,4,-0.277845880375274
"2337","Raetia",2,1,2,4,-0.273957571109244
"2338","Noricum",2,1,2,4,-0.219080907682345
"2339","Aemilia (Regio VIII)",2,1,2,4,-0.217146892022739
"2340","Apulia et Calabria (Regio II)",2,1,2,4,-0.165368761883579
"2341","Pannonia Inferior",2,1,2,4,-0.148760076011233
"2342","Mauretania Tingitana",2,1,2,4,-0.0259526339582205
"2343","Liguria (Regio IX)",2,1,2,4,0.154803163708869
"2344","Umbria (Regio VI)",2,1,2,4,0.165916723983392
"2345","Samnium (Regio IV)",2,1,2,4,0.201751280128295
"2346","Galatia",2,1,2,4,0.372693725383139
"2347","Bruttium et Lucania (Regio III)",2,1,2,4,0.386448842437753
"2348","Syria",2,1,2,4,0.429164642343346
"2349","Picenum (Regio V)",2,1,2,4,0.562560865721441
"2350","Numidia",2,1,2,4,0.638253742416738
"2351","Mauretania Caesariensis",2,1,2,4,0.685665598848497
"2352","Achaia",2,1,2,4,0.717393377842874
"2353","Etruria (Regio VII)",2,1,2,4,0.887418166875165
"2354","Asia",2,1,2,4,1.02716941074932
"2355","Macedonia",2,1,2,4,1.15886481208054
"2356","Sicilia",2,1,2,4,1.20860667220425
"2357","Dacia",2,1,2,4,1.57592737171583
"2358","Latium et Campania (Regio I)",2,1,2,4,1.77913386166123
"2359","Baetica",2,1,2,4,1.90673079708929
"2360","Africa Proconsularis",2,1,2,4,2.32675307924939
"2361","Lusitania",2,1,2,5,-1.83205381164037
"2362","Germania Superior",2,1,2,5,-1.6558089495166
"2363","Germania Inferior",2,1,2,5,-1.33426249413171
"2364","Aquitania",2,1,2,5,-1.28668414224222
"2365","Transpadana (Regio XI)",2,1,2,5,-1.19697282680271
"2366","Belgica",2,1,2,5,-1.08920035248724
"2367","Pannonia Superior",2,1,2,5,-1.02427784495844
"2368","Venetia et Histria (Regio X)",2,1,2,5,-0.914743597803478
"2369","Britannia",2,1,2,5,-0.862567443406717
"2370","Lugdunensis",2,1,2,5,-0.754999069141739
"2371","Narbonensis",2,1,2,5,-0.72763019063997
"2372","Hispania Citerior",2,1,2,5,-0.598315223260734
"2373","Sardinia",2,1,2,5,-0.587588487146172
"2374","Moesia Superior",2,1,2,5,-0.554754451511371
"2375","Dalmatia",2,1,2,5,-0.437284526707247
"2376","Moesia Inferior",2,1,2,5,-0.277845880375279
"2377","Raetia",2,1,2,5,-0.273957571109246
"2378","Noricum",2,1,2,5,-0.219080907682342
"2379","Aemilia (Regio VIII)",2,1,2,5,-0.21714689202274
"2380","Apulia et Calabria (Regio II)",2,1,2,5,-0.165368761883588
"2381","Pannonia Inferior",2,1,2,5,-0.148760076011234
"2382","Mauretania Tingitana",2,1,2,5,-0.0259526339582209
"2383","Liguria (Regio IX)",2,1,2,5,0.154803163708871
"2384","Umbria (Regio VI)",2,1,2,5,0.165916723983396
"2385","Samnium (Regio IV)",2,1,2,5,0.201751280128296
"2386","Galatia",2,1,2,5,0.372693725383138
"2387","Bruttium et Lucania (Regio III)",2,1,2,5,0.386448842437763
"2388","Syria",2,1,2,5,0.429164642343337
"2389","Picenum (Regio V)",2,1,2,5,0.562560865721445
"2390","Numidia",2,1,2,5,0.63825374241674
"2391","Mauretania Caesariensis",2,1,2,5,0.685665598848498
"2392","Achaia",2,1,2,5,0.717393377842878
"2393","Etruria (Regio VII)",2,1,2,5,0.887418166875166
"2394","Asia",2,1,2,5,1.02716941074932
"2395","Macedonia",2,1,2,5,1.15886481208053
"2396","Sicilia",2,1,2,5,1.20860667220426
"2397","Dacia",2,1,2,5,1.57592737171581
"2398","Latium et Campania (Regio I)",2,1,2,5,1.77913386166123
"2399","Baetica",2,1,2,5,1.90673079708928
"2400","Africa Proconsularis",2,1,2,5,2.32675307924941
"2401","Lusitania",2,1,3,1,-1.61059407395021
"2402","Germania Superior",2,1,3,1,-1.58906502999789
"2403","Narbonensis",2,1,3,1,-1.2530426183409
"2404","Germania Inferior",2,1,3,1,-1.2280475886222
"2405","Transpadana (Regio XI)",2,1,3,1,-1.17674285025817
"2406","Pannonia Superior",2,1,3,1,-1.11374553578933
"2407","Aquitania",2,1,3,1,-1.0256464511226
"2408","Venetia et Histria (Regio X)",2,1,3,1,-0.996173888767951
"2409","Belgica",2,1,3,1,-0.831973335842831
"2410","Britannia",2,1,3,1,-0.755706917904823
"2411","Hispania Citerior",2,1,3,1,-0.649613417746336
"2412","Lugdunensis",2,1,3,1,-0.633637706717459
"2413","Dalmatia",2,1,3,1,-0.598329340957929
"2414","Moesia Superior",2,1,3,1,-0.512300258576123
"2415","Sardinia",2,1,3,1,-0.469175911526117
"2416","Aemilia (Regio VIII)",2,1,3,1,-0.459511409212722
"2417","Moesia Inferior",2,1,3,1,-0.386794275683293
"2418","Pannonia Inferior",2,1,3,1,-0.336685139763866
"2419","Apulia et Calabria (Regio II)",2,1,3,1,-0.24514067628597
"2420","Noricum",2,1,3,1,-0.231303614340133
"2421","Raetia",2,1,3,1,-0.215846658368973
"2422","Umbria (Regio VI)",2,1,3,1,-0.0753916630221635
"2423","Mauretania Tingitana",2,1,3,1,0.0621611634214177
"2424","Liguria (Regio IX)",2,1,3,1,0.140049925912743
"2425","Etruria (Regio VII)",2,1,3,1,0.329676988803463
"2426","Syria",2,1,3,1,0.35680799685624
"2427","Galatia",2,1,3,1,0.426225666131001
"2428","Samnium (Regio IV)",2,1,3,1,0.436438575689872
"2429","Picenum (Regio V)",2,1,3,1,0.531967911737648
"2430","Bruttium et Lucania (Regio III)",2,1,3,1,0.570995514763631
"2431","Mauretania Caesariensis",2,1,3,1,0.752974009856351
"2432","Numidia",2,1,3,1,0.793925233886979
"2433","Achaia",2,1,3,1,0.928503734572431
"2434","Dacia",2,1,3,1,1.05665451440589
"2435","Asia",2,1,3,1,1.17777215701046
"2436","Macedonia",2,1,3,1,1.26146791227918
"2437","Sicilia",2,1,3,1,1.37567904443949
"2438","Baetica",2,1,3,1,1.65230972448043
"2439","Latium et Campania (Regio I)",2,1,3,1,1.92509807021667
"2440","Africa Proconsularis",2,1,3,1,2.61576021833409
"2441","Germania Superior",2,1,3,2,-1.81177977324636
"2442","Lusitania",2,1,3,2,-1.53961612719432
"2443","Germania Inferior",2,1,3,2,-1.37151409056599
"2444","Narbonensis",2,1,3,2,-1.24043097244839
"2445","Transpadana (Regio XI)",2,1,3,2,-1.20972274823949
"2446","Belgica",2,1,3,2,-1.19258951777053
"2447","Pannonia Superior",2,1,3,2,-1.18966623883375
"2448","Aquitania",2,1,3,2,-1.12330499303008
"2449","Britannia",2,1,3,2,-0.927528115064314
"2450","Lugdunensis",2,1,3,2,-0.810047570468764
"2451","Venetia et Histria (Regio X)",2,1,3,2,-0.789366321098496
"2452","Dalmatia",2,1,3,2,-0.70161376946728
"2453","Moesia Superior",2,1,3,2,-0.55432523518631
"2454","Sardinia",2,1,3,2,-0.551782496599926
"2455","Hispania Citerior",2,1,3,2,-0.547803357573665
"2456","Moesia Inferior",2,1,3,2,-0.293981342061359
"2457","Raetia",2,1,3,2,-0.263077050419031
"2458","Noricum",2,1,3,2,-0.1934157554811
"2459","Pannonia Inferior",2,1,3,2,-0.107338969079581
"2460","Aemilia (Regio VIII)",2,1,3,2,-0.0397982036053101
"2461","Apulia et Calabria (Regio II)",2,1,3,2,-0.0271117143588441
"2462","Mauretania Tingitana",2,1,3,2,0.0668613638557184
"2463","Umbria (Regio VI)",2,1,3,2,0.101286451948342
"2464","Liguria (Regio IX)",2,1,3,2,0.251394792141666
"2465","Samnium (Regio IV)",2,1,3,2,0.363104272865549
"2466","Syria",2,1,3,2,0.455095829356329
"2467","Galatia",2,1,3,2,0.474379758415784
"2468","Mauretania Caesariensis",2,1,3,2,0.55856792351454
"2469","Numidia",2,1,3,2,0.588860269888952
"2470","Bruttium et Lucania (Regio III)",2,1,3,2,0.626645166314047
"2471","Picenum (Regio V)",2,1,3,2,0.646741895867307
"2472","Achaia",2,1,3,2,0.882738812862314
"2473","Etruria (Regio VII)",2,1,3,2,1.04955627510262
"2474","Asia",2,1,3,2,1.10598799029207
"2475","Latium et Campania (Regio I)",2,1,3,2,1.22216499682297
"2476","Macedonia",2,1,3,2,1.23320585529525
"2477","Sicilia",2,1,3,2,1.30032423981829
"2478","Dacia",2,1,3,2,1.53213362810893
"2479","Baetica",2,1,3,2,1.66833313288737
"2480","Africa Proconsularis",2,1,3,2,2.35843170643484
"2481","Germania Superior",2,1,3,3,-1.83204915405038
"2482","Lusitania",2,1,3,3,-1.57064526153122
"2483","Germania Inferior",2,1,3,3,-1.35788261835946
"2484","Narbonensis",2,1,3,3,-1.30575043454341
"2485","Transpadana (Regio XI)",2,1,3,3,-1.24260163161796
"2486","Aquitania",2,1,3,3,-1.18116503489114
"2487","Belgica",2,1,3,3,-1.18001907796849
"2488","Pannonia Superior",2,1,3,3,-1.00421110173781
"2489","Britannia",2,1,3,3,-0.912793606725243
"2490","Venetia et Histria (Regio X)",2,1,3,3,-0.858084808008748
"2491","Lugdunensis",2,1,3,3,-0.821356448823384
"2492","Dalmatia",2,1,3,3,-0.636680791541457
"2493","Sardinia",2,1,3,3,-0.559122808412391
"2494","Moesia Superior",2,1,3,3,-0.529217485739993
"2495","Hispania Citerior",2,1,3,3,-0.449206478246991
"2496","Raetia",2,1,3,3,-0.270119905597335
"2497","Moesia Inferior",2,1,3,3,-0.235980205719904
"2498","Noricum",2,1,3,3,-0.149400245871874
"2499","Apulia et Calabria (Regio II)",2,1,3,3,-0.119999777714148
"2500","Pannonia Inferior",2,1,3,3,-0.0795865751634928
"2501","Aemilia (Regio VIII)",2,1,3,3,-0.0788232375510342
"2502","Mauretania Tingitana",2,1,3,3,0.0360191765717307
"2503","Umbria (Regio VI)",2,1,3,3,0.216275769757944
"2504","Liguria (Regio IX)",2,1,3,3,0.232782320247055
"2505","Samnium (Regio IV)",2,1,3,3,0.291085947795251
"2506","Syria",2,1,3,3,0.45131747932693
"2507","Galatia",2,1,3,3,0.485204493936323
"2508","Mauretania Caesariensis",2,1,3,3,0.542023551050319
"2509","Bruttium et Lucania (Regio III)",2,1,3,3,0.56498013223825
"2510","Numidia",2,1,3,3,0.616623502946833
"2511","Picenum (Regio V)",2,1,3,3,0.648055353338797
"2512","Achaia",2,1,3,3,0.81225273999722
"2513","Etruria (Regio VII)",2,1,3,3,0.994755367786641
"2514","Asia",2,1,3,3,1.06590912008729
"2515","Latium et Campania (Regio I)",2,1,3,3,1.15392256502579
"2516","Macedonia",2,1,3,3,1.20936571928718
"2517","Sicilia",2,1,3,3,1.29267316108189
"2518","Dacia",2,1,3,3,1.6612705516642
"2519","Baetica",2,1,3,3,1.72570810706714
"2520","Africa Proconsularis",2,1,3,3,2.37447163060907
"2521","Germania Superior",2,1,3,4,-1.77677656316491
"2522","Lusitania",2,1,3,4,-1.77621128755338
"2523","Narbonensis",2,1,3,4,-1.42305617170478
"2524","Germania Inferior",2,1,3,4,-1.25082519106725
"2525","Transpadana (Regio XI)",2,1,3,4,-1.24170946903334
"2526","Aquitania",2,1,3,4,-1.12631501830178
"2527","Venetia et Histria (Regio X)",2,1,3,4,-1.05219227220655
"2528","Belgica",2,1,3,4,-0.977555180103106
"2529","Pannonia Superior",2,1,3,4,-0.939395118791325
"2530","Britannia",2,1,3,4,-0.796064058839241
"2531","Lugdunensis",2,1,3,4,-0.776987869958077
