"","province","s_it","g_it","a_it","r_it","eci"
"2059","Aemilia (Regio VIII)",2,1,1,2,-0.166901793486495
"2060","Picenum (Regio V)",2,1,1,2,-0.164993795580448
"2061","Umbria (Regio VI)",2,1,1,2,-0.157030656628042
"2062","Bruttium et Lucania (Regio III)",2,1,1,2,-0.136822686362722
"2063","Numidia",2,1,1,2,-0.133118933659017
"2064","Mauretania Tingitana",2,1,1,2,-0.112554028549752
"2065","Etruria (Regio VII)",2,1,1,2,-0.107365799866212
"2066","Galatia",2,1,1,2,-0.105914133123206
"2067","Macedonia",2,1,1,2,-0.103535567056852
"2068","Syria",2,1,1,2,-0.097323745118969
"2069","Sicilia",2,1,1,2,-0.0955746317208841
"2070","Sardinia",2,1,1,2,-0.0939479687154368
"2071","Hispania Citerior",2,1,1,2,-0.0834826311073539
"2072","Lusitania",2,1,1,2,-0.068636746193497
"2073","Africa Proconsularis",2,1,1,2,-0.0257571889949472
"2074","Achaia",2,1,1,2,-0.00848724538371625
"2075","Mauretania Caesariensis",2,1,1,2,-0.00844004355493241
"2076","Apulia et Calabria (Regio II)",2,1,1,2,0.0137428238249877
"2077","Samnium (Regio IV)",2,1,1,2,0.0694558835820769
"2078","Venetia et Histria (Regio X)",2,1,1,2,0.158731595422904
"2079","Baetica",2,1,1,2,0.219507156286902
"2080","Latium et Campania (Regio I)",2,1,1,2,6.10464306889904
"2081","Lugdunensis",2,1,1,3,-0.411342845868522
"2082","Belgica",2,1,1,3,-0.373481984397157
"2083","Raetia",2,1,1,3,-0.363431567461748
"2084","Germania Inferior",2,1,1,3,-0.35172693581108
"2085","Aquitania",2,1,1,3,-0.331312634947535
"2086","Pannonia Superior",2,1,1,3,-0.326821067183238
"2087","Britannia",2,1,1,3,-0.29831198444268
"2088","Dacia",2,1,1,3,-0.267370207785264
"2089","Germania Superior",2,1,1,3,-0.240934838575107
"2090","Pannonia Inferior",2,1,1,3,-0.223975580665211
"2091","Dalmatia",2,1,1,3,-0.221305507969768
"2092","Asia",2,1,1,3,-0.215889924013099
"2093","Moesia Inferior",2,1,1,3,-0.211400385054557
"2094","Noricum",2,1,1,3,-0.206423010416457
"2095","Narbonensis",2,1,1,3,-0.196452490231033
"2096","Transpadana (Regio XI)",2,1,1,3,-0.180450234562212
"2097","Moesia Superior",2,1,1,3,-0.168612076394776
"2098","Picenum (Regio V)",2,1,1,3,-0.168257348608832
"2099","Liguria (Regio IX)",2,1,1,3,-0.166354622551841
"2100","Umbria (Regio VI)",2,1,1,3,-0.162969202361285
"2101","Aemilia (Regio VIII)",2,1,1,3,-0.156976548883887
"2102","Bruttium et Lucania (Regio III)",2,1,1,3,-0.143922067044062
"2103","Numidia",2,1,1,3,-0.139390251140539
"2104","Etruria (Regio VII)",2,1,1,3,-0.116311732347316
"2105","Macedonia",2,1,1,3,-0.116105595952111
"2106","Galatia",2,1,1,3,-0.110793974818658
"2107","Mauretania Tingitana",2,1,1,3,-0.11053426513816
"2108","Sicilia",2,1,1,3,-0.107641262635874
"2109","Syria",2,1,1,3,-0.10062792656345
"2110","Sardinia",2,1,1,3,-0.0939632016749051
"2111","Hispania Citerior",2,1,1,3,-0.0831742671542607
"2112","Africa Proconsularis",2,1,1,3,-0.057347223147179
"2113","Lusitania",2,1,1,3,-0.0493912911041038
"2114","Achaia",2,1,1,3,-0.0216433198693643
"2115","Mauretania Caesariensis",2,1,1,3,-0.00974496370177719
"2116","Apulia et Calabria (Regio II)",2,1,1,3,0.0122211819783897
"2117","Samnium (Regio IV)",2,1,1,3,0.0351623148164338
"2118","Baetica",2,1,1,3,0.167993650274771
"2119","Venetia et Histria (Regio X)",2,1,1,3,0.176366252370037
"2120","Latium et Campania (Regio I)",2,1,1,3,6.11264894103742
"2121","Lugdunensis",2,1,1,4,-0.411342845868514
"2122","Belgica",2,1,1,4,-0.373481984397142
"2123","Raetia",2,1,1,4,-0.363431567461738
"2124","Germania Inferior",2,1,1,4,-0.351726935811069
"2125","Aquitania",2,1,1,4,-0.331312634947532
"2126","Pannonia Superior",2,1,1,4,-0.326821067183236
"2127","Britannia",2,1,1,4,-0.298311984442678
"2128","Dacia",2,1,1,4,-0.267370207785267
"2129","Germania Superior",2,1,1,4,-0.2409348385751
"2130","Pannonia Inferior",2,1,1,4,-0.223975580665212
"2131","Dalmatia",2,1,1,4,-0.221305507969762
"2132","Asia",2,1,1,4,-0.215889924013106
"2133","Moesia Inferior",2,1,1,4,-0.211400385054557
"2134","Noricum",2,1,1,4,-0.206423010416459
"2135","Narbonensis",2,1,1,4,-0.196452490231032
"2136","Transpadana (Regio XI)",2,1,1,4,-0.18045023456221
"2137","Moesia Superior",2,1,1,4,-0.168612076394776
"2138","Picenum (Regio V)",2,1,1,4,-0.168257348608833
"2139","Liguria (Regio IX)",2,1,1,4,-0.166354622551842
"2140","Umbria (Regio VI)",2,1,1,4,-0.162969202361287
"2141","Aemilia (Regio VIII)",2,1,1,4,-0.156976548883888
"2142","Bruttium et Lucania (Regio III)",2,1,1,4,-0.143922067044065
"2143","Numidia",2,1,1,4,-0.139390251140543
"2144","Etruria (Regio VII)",2,1,1,4,-0.116311732347319
"2145","Macedonia",2,1,1,4,-0.116105595952114
"2146","Galatia",2,1,1,4,-0.110793974818659
"2147","Mauretania Tingitana",2,1,1,4,-0.110534265138161
"2148","Sicilia",2,1,1,4,-0.107641262635877
"2149","Syria",2,1,1,4,-0.100627926563455
"2150","Sardinia",2,1,1,4,-0.0939632016749059
"2151","Hispania Citerior",2,1,1,4,-0.0831742671542619
"2152","Africa Proconsularis",2,1,1,4,-0.057347223147193
"2153","Lusitania",2,1,1,4,-0.0493912911041076
"2154","Achaia",2,1,1,4,-0.0216433198693671
"2155","Mauretania Caesariensis",2,1,1,4,-0.00974496370177769
"2156","Apulia et Calabria (Regio II)",2,1,1,4,0.0122211819783871
"2157","Samnium (Regio IV)",2,1,1,4,0.0351623148164323
"2158","Baetica",2,1,1,4,0.167993650274769
"2159","Venetia et Histria (Regio X)",2,1,1,4,0.176366252370038
"2160","Latium et Campania (Regio I)",2,1,1,4,6.11264894103742
"2161","Lugdunensis",2,1,1,5,-0.402072886129748
"2162","Belgica",2,1,1,5,-0.365719351862503
"2163","Raetia",2,1,1,5,-0.35610489334097
"2164","Germania Inferior",2,1,1,5,-0.34427764699699
"2165","Aquitania",2,1,1,5,-0.329102857791385
"2166","Pannonia Superior",2,1,1,5,-0.325778408951879
"2167","Britannia",2,1,1,5,-0.298705156968301
"2168","Dacia",2,1,1,5,-0.266604963585841
"2169","Germania Superior",2,1,1,5,-0.233700398411174
"2170","Pannonia Inferior",2,1,1,5,-0.224496458980928
"2171","Asia",2,1,1,5,-0.220667618113702
"2172","Dalmatia",2,1,1,5,-0.218107922231969
"2173","Moesia Inferior",2,1,1,5,-0.211603072060037
"2174","Noricum",2,1,1,5,-0.207057847505153
"2175","Narbonensis",2,1,1,5,-0.185161688321426
"2176","Transpadana (Regio XI)",2,1,1,5,-0.175132532802649
"2177","Picenum (Regio V)",2,1,1,5,-0.168172221558077
"2178","Moesia Superior",2,1,1,5,-0.166385495249
"2179","Liguria (Regio IX)",2,1,1,5,-0.164850686697218
"2180","Aemilia (Regio VIII)",2,1,1,5,-0.155087334179456
"2181","Bruttium et Lucania (Regio III)",2,1,1,5,-0.147693767214651
"2182","Numidia",2,1,1,5,-0.143770665598608
"2183","Umbria (Regio VI)",2,1,1,5,-0.138124138199186
"2184","Macedonia",2,1,1,5,-0.118548729597553
"2185","Etruria (Regio VII)",2,1,1,5,-0.116809955152676
"2186","Africa Proconsularis",2,1,1,5,-0.115349329334878
"2187","Galatia",2,1,1,5,-0.1129079275908
"2188","Sicilia",2,1,1,5,-0.111881233604361
"2189","Mauretania Tingitana",2,1,1,5,-0.110867964901939
"2190","Syria",2,1,1,5,-0.102195082553327
"2191","Sardinia",2,1,1,5,-0.0962633829060631
"2192","Hispania Citerior",2,1,1,5,-0.0854898380281374
"2193","Lusitania",2,1,1,5,-0.0537388675268135
"2194","Achaia",2,1,1,5,-0.0226768308496211
"2195","Mauretania Caesariensis",2,1,1,5,-0.0121721592540397
"2196","Apulia et Calabria (Regio II)",2,1,1,5,0.0149141484659915
"2197","Samnium (Regio IV)",2,1,1,5,0.0327140617280586
"2198","Baetica",2,1,1,5,0.164652410143267
"2199","Venetia et Histria (Regio X)",2,1,1,5,0.180107603106775
"2200","Latium et Campania (Regio I)",2,1,1,5,6.11489109060697
"2201","Lugdunensis",2,1,2,1,-0.452931196248344
"2202","Belgica",2,1,2,1,-0.42031874551018
"2203","Raetia",2,1,2,1,-0.396260447692453
"2204","Germania Inferior",2,1,2,1,-0.388388388937524
"2205","Aquitania",2,1,2,1,-0.345835881208781
"2206","Pannonia Superior",2,1,2,1,-0.330225872937311
"2207","Britannia",2,1,2,1,-0.304138230058105
"2208","Narbonensis",2,1,2,1,-0.285573195056636
"2209","Germania Superior",2,1,2,1,-0.283561654088282
"2210","Dacia",2,1,2,1,-0.246948377711755
"2211","Dalmatia",2,1,2,1,-0.231496434060186
"2212","Pannonia Inferior",2,1,2,1,-0.209223722117852
"2213","Transpadana (Regio XI)",2,1,2,1,-0.20153760398401
"2214","Moesia Inferior",2,1,2,1,-0.196930288995438
"2215","Noricum",2,1,2,1,-0.187355788303614
"2216","Moesia Superior",2,1,2,1,-0.180644529200271
"2217","Aemilia (Regio VIII)",2,1,2,1,-0.171307621745333
"2218","Liguria (Regio IX)",2,1,2,1,-0.169097695649981
"2219","Picenum (Regio V)",2,1,2,1,-0.158148987464176
"2220","Umbria (Regio VI)",2,1,2,1,-0.154144636992226
"2221","Asia",2,1,2,1,-0.153918672407466
"2222","Bruttium et Lucania (Regio III)",2,1,2,1,-0.126531263375428
"2223","Mauretania Tingitana",2,1,2,1,-0.104798813362106
"2224","Numidia",2,1,2,1,-0.103852694871717
"2225","Galatia",2,1,2,1,-0.0978055775753152
"2226","Macedonia",2,1,2,1,-0.0941640206541874
"2227","Syria",2,1,2,1,-0.092876271253344
"2228","Etruria (Regio VII)",2,1,2,1,-0.0910830267704408
"2229","Sardinia",2,1,2,1,-0.089613399407046
"2230","Hispania Citerior",2,1,2,1,-0.0846690087726168
"2231","Sicilia",2,1,2,1,-0.0836224444037311
"2232","Lusitania",2,1,2,1,-0.0596948957223774
"2233","Mauretania Caesariensis",2,1,2,1,-0.0105852596583716
"2234","Africa Proconsularis",2,1,2,1,0.00771725711575649
"2235","Achaia",2,1,2,1,0.00811413184966293
"2236","Apulia et Calabria (Regio II)",2,1,2,1,0.00935641786951414
"2237","Samnium (Regio IV)",2,1,2,1,0.0765633806031771
"2238","Venetia et Histria (Regio X)",2,1,2,1,0.113371808061901
"2239","Baetica",2,1,2,1,0.189922556850884
"2240","Latium et Campania (Regio I)",2,1,2,1,6.10223909384571
"2241","Lugdunensis",2,1,2,2,-0.433253435236337
"2242","Belgica",2,1,2,2,-0.402868988835057
"2243","Raetia",2,1,2,2,-0.381827481891293
"2244","Germania Inferior",2,1,2,2,-0.36887436355828
"2245","Aquitania",2,1,2,2,-0.340359694422392
"2246","Pannonia Superior",2,1,2,2,-0.324109508571861
"2247","Britannia",2,1,2,2,-0.297708393850778
"2248","Narbonensis",2,1,2,2,-0.263311667923623
"2249","Germania Superior",2,1,2,2,-0.26034589676793
"2250","Dacia",2,1,2,2,-0.255212775058802
"2251","Dalmatia",2,1,2,2,-0.22560825792948
"2252","Pannonia Inferior",2,1,2,2,-0.213619450568284
"2253","Moesia Inferior",2,1,2,2,-0.205183532563929
"2254","Transpadana (Regio XI)",2,1,2,2,-0.187428075900873
"2255","Asia",2,1,2,2,-0.18711267528092
"2256","Noricum",2,1,2,2,-0.186147607936453
"2257","Moesia Superior",2,1,2,2,-0.185066674489243
"2258","Liguria (Regio IX)",2,1,2,2,-0.166492863046014
"2259","Aemilia (Regio VIII)",2,1,2,2,-0.16191277720291
"2260","Picenum (Regio V)",2,1,2,2,-0.159593581370517
"2261","Umbria (Regio VI)",2,1,2,2,-0.154682266026692
"2262","Bruttium et Lucania (Regio III)",2,1,2,2,-0.133522380422194
"2263","Numidia",2,1,2,2,-0.128001015966413
"2264","Mauretania Tingitana",2,1,2,2,-0.105530687495468
"2265","Etruria (Regio VII)",2,1,2,2,-0.103527602185115
"2266","Macedonia",2,1,2,2,-0.103102107582712
"2267","Galatia",2,1,2,2,-0.102485661251855
"2268","Sicilia",2,1,2,2,-0.0962800220102132
"2269","Syria",2,1,2,2,-0.0944091050439877
"2270","Sardinia",2,1,2,2,-0.0912464794006565
"2271","Hispania Citerior",2,1,2,2,-0.0832372348099374
"2272","Lusitania",2,1,2,2,-0.0589555178214407
"2273","Africa Proconsularis",2,1,2,2,-0.0236686190499146
"2274","Mauretania Caesariensis",2,1,2,2,-0.0102655243387189
"2275","Achaia",2,1,2,2,-0.00889722985202752
"2276","Apulia et Calabria (Regio II)",2,1,2,2,0.0141997890924834
"2277","Samnium (Regio IV)",2,1,2,2,0.0431204336330983
"2278","Venetia et Histria (Regio X)",2,1,2,2,0.164222581813438
"2279","Baetica",2,1,2,2,0.17486104390998
"2280","Latium et Campania (Regio I)",2,1,2,2,6.10744530721332
"2281","Lugdunensis",2,1,2,3,-0.415617042782994
"2282","Belgica",2,1,2,3,-0.382356112012201
"2283","Raetia",2,1,2,3,-0.370387439859271
"2284","Germania Inferior",2,1,2,3,-0.352841721228974
"2285","Aquitania",2,1,2,3,-0.333924532717768
"2286","Pannonia Superior",2,1,2,3,-0.323931044132104
"2287","Britannia",2,1,2,3,-0.299627904013363
"2288","Dacia",2,1,2,3,-0.264401309830272
"2289","Germania Superior",2,1,2,3,-0.241857425822051
"2290","Dalmatia",2,1,2,3,-0.220695086666587
"2291","Pannonia Inferior",2,1,2,3,-0.220663754770826
"2292","Asia",2,1,2,3,-0.21277638209479
"2293","Moesia Inferior",2,1,2,3,-0.208693273336127
"2294","Narbonensis",2,1,2,3,-0.208268634038143
"2295","Noricum",2,1,2,3,-0.202472435215609
"2296","Transpadana (Regio XI)",2,1,2,3,-0.179987216365985
"2297","Moesia Superior",2,1,2,3,-0.169298016354614
"2298","Picenum (Regio V)",2,1,2,3,-0.167325794163333
"2299","Liguria (Regio IX)",2,1,2,3,-0.167224464798392
"2300","Umbria (Regio VI)",2,1,2,3,-0.162024006881339
"2301","Aemilia (Regio VIII)",2,1,2,3,-0.159731627489099
"2302","Bruttium et Lucania (Regio III)",2,1,2,3,-0.140640360468481
"2303","Numidia",2,1,2,3,-0.139534011735643
"2304","Etruria (Regio VII)",2,1,2,3,-0.115357073458446
"2305","Macedonia",2,1,2,3,-0.114501991172638
"2306","Mauretania Tingitana",2,1,2,3,-0.11067149346709
"2307","Galatia",2,1,2,3,-0.108083701270897
"2308","Sicilia",2,1,2,3,-0.105867821180531
"2309","Syria",2,1,2,3,-0.0980369910144152
"2310","Sardinia",2,1,2,3,-0.0921564888985213
"2311","Hispania Citerior",2,1,2,3,-0.0815292537115273
"2312","Africa Proconsularis",2,1,2,3,-0.0515158248714707
"2313","Lusitania",2,1,2,3,-0.0444571490332102
"2314","Achaia",2,1,2,3,-0.0203121282929729
"2315","Mauretania Caesariensis",2,1,2,3,-0.0125454224226885
"2316","Apulia et Calabria (Regio II)",2,1,2,3,0.0160835004011545
"2317","Samnium (Regio IV)",2,1,2,3,0.0380809471137011
"2318","Baetica",2,1,2,3,0.160282256382927
"2319","Venetia et Histria (Regio X)",2,1,2,3,0.172800879512069
"2320","Latium et Campania (Regio I)",2,1,2,3,6.11206735216252
"2321","Lugdunensis",2,1,2,4,-0.415575771291014
"2322","Belgica",2,1,2,4,-0.385909957299746
"2323","Raetia",2,1,2,4,-0.369968724181205
"2324","Germania Inferior",2,1,2,4,-0.357768644968113
"2325","Aquitania",2,1,2,4,-0.336038373830173
"2326","Pannonia Superior",2,1,2,4,-0.328258359008612
"2327","Britannia",2,1,2,4,-0.305499002347213
"2328","Dacia",2,1,2,4,-0.264070353391754
"2329","Germania Superior",2,1,2,4,-0.245643155526681
"2330","Dalmatia",2,1,2,4,-0.227193751674625
"2331","Pannonia Inferior",2,1,2,4,-0.223301355592977
"2332","Moesia Inferior",2,1,2,4,-0.21212420223796
"2333","Asia",2,1,2,4,-0.209218368916866
"2334","Noricum",2,1,2,4,-0.206172835212359
"2335","Narbonensis",2,1,2,4,-0.198614692954667
"2336","Transpadana (Regio XI)",2,1,2,4,-0.179556542096236
"2337","Moesia Superior",2,1,2,4,-0.17032976407211
"2338","Liguria (Regio IX)",2,1,2,4,-0.166425462567818
"2339","Picenum (Regio V)",2,1,2,4,-0.165828664664526
"2340","Aemilia (Regio VIII)",2,1,2,4,-0.160350253417397
"2341","Bruttium et Lucania (Regio III)",2,1,2,4,-0.142484394360317
"2342","Numidia",2,1,2,4,-0.139671860300105
"2343","Umbria (Regio VI)",2,1,2,4,-0.136047692817212
"2344","Etruria (Regio VII)",2,1,2,4,-0.113922186751646
"2345","Macedonia",2,1,2,4,-0.113827739169521
"2346","Mauretania Tingitana",2,1,2,4,-0.112387386729704
"2347","Galatia",2,1,2,4,-0.109917194281057
"2348","Sicilia",2,1,2,4,-0.105301111038471
"2349","Syria",2,1,2,4,-0.0998791318803349
"2350","Sardinia",2,1,2,4,-0.0955430818577631
"2351","Hispania Citerior",2,1,2,4,-0.0845524246875805
"2352","Africa Proconsularis",2,1,2,4,-0.0774195535776566
"2353","Lusitania",2,1,2,4,-0.0505651101160539
"2354","Achaia",2,1,2,4,-0.0181106834495964
"2355","Mauretania Caesariensis",2,1,2,4,-0.0127550847456505
"2356","Apulia et Calabria (Regio II)",2,1,2,4,0.0144062862293387
"2357","Samnium (Regio IV)",2,1,2,4,0.0376247383719167
"2358","Venetia et Histria (Regio X)",2,1,2,4,0.174299559398927
"2359","Baetica",2,1,2,4,0.20440852003519
"2360","Latium et Campania (Regio I)",2,1,2,4,6.10949376697935
"2361","Lugdunensis",2,1,2,5,-0.412277891849519
"2362","Belgica",2,1,2,5,-0.380397149593025
"2363","Raetia",2,1,2,5,-0.366631705828481
"2364","Germania Inferior",2,1,2,5,-0.353172753720551
"2365","Aquitania",2,1,2,5,-0.334809653577059
"2366","Pannonia Superior",2,1,2,5,-0.327265701963455
"2367","Britannia",2,1,2,5,-0.301760806328754
"2368","Dacia",2,1,2,5,-0.263162051947601
"2369","Germania Superior",2,1,2,5,-0.241758841010509
"2370","Pannonia Inferior",2,1,2,5,-0.223134672710957
"2371","Dalmatia",2,1,2,5,-0.222945498878168
"2372","Asia",2,1,2,5,-0.211614452955945
"2373","Moesia Inferior",2,1,2,5,-0.211044811858104
"2374","Noricum",2,1,2,5,-0.205863234533697
"2375","Narbonensis",2,1,2,5,-0.192328970682477
"2376","Transpadana (Regio XI)",2,1,2,5,-0.177817061488901
"2377","Moesia Superior",2,1,2,5,-0.169049132614156
"2378","Liguria (Regio IX)",2,1,2,5,-0.166508655467713
"2379","Picenum (Regio V)",2,1,2,5,-0.165877849016158
"2380","Aemilia (Regio VIII)",2,1,2,5,-0.157477298985898
"2381","Bruttium et Lucania (Regio III)",2,1,2,5,-0.144975939921453
"2382","Numidia",2,1,2,5,-0.142477502405003
"2383","Umbria (Regio VI)",2,1,2,5,-0.137881178348143
"2384","Macedonia",2,1,2,5,-0.115443926919252
"2385","Mauretania Tingitana",2,1,2,5,-0.112537969022903
"2386","Etruria (Regio VII)",2,1,2,5,-0.111450842482999
"2387","Galatia",2,1,2,5,-0.110912332681319
"2388","Sicilia",2,1,2,5,-0.10793045493567
"2389","Africa Proconsularis",2,1,2,5,-0.106379950556545
"2390","Syria",2,1,2,5,-0.10070225538059
"2391","Sardinia",2,1,2,5,-0.0963857469639552
"2392","Hispania Citerior",2,1,2,5,-0.0849573773338279
"2393","Lusitania",2,1,2,5,-0.0518514095103542
"2394","Achaia",2,1,2,5,-0.0183521028162159
"2395","Mauretania Caesariensis",2,1,2,5,-0.0106283538518701
"2396","Apulia et Calabria (Regio II)",2,1,2,5,0.0141752916658395
"2397","Samnium (Regio IV)",2,1,2,5,0.0355172252121531
"2398","Venetia et Histria (Regio X)",2,1,2,5,0.175882194241622
"2399","Baetica",2,1,2,5,0.201292329795934
"2400","Latium et Campania (Regio I)",2,1,2,5,6.11089849722568
"2401","Belgica",2,1,3,1,-0.498312914592593
"2402","Lugdunensis",2,1,3,1,-0.456713449217874
"2403","Raetia",2,1,3,1,-0.415603956051657
"2404","Germania Inferior",2,1,3,1,-0.415273341429773
"2405","Aquitania",2,1,3,1,-0.357622536392135
"2406","Pannonia Superior",2,1,3,1,-0.332031118154165
"2407","Britannia",2,1,3,1,-0.316298043844825
"2408","Narbonensis",2,1,3,1,-0.304432233085215
"2409","Germania Superior",2,1,3,1,-0.303189668410199
"2410","Dalmatia",2,1,3,1,-0.249046209589749
"2411","Dacia",2,1,3,1,-0.239909106137457
"2412","Pannonia Inferior",2,1,3,1,-0.202834661593489
"2413","Transpadana (Regio XI)",2,1,3,1,-0.201488934310116
"2414","Moesia Inferior",2,1,3,1,-0.19686892463962
"2415","Noricum",2,1,3,1,-0.182560461125493
"2416","Moesia Superior",2,1,3,1,-0.181409530254875
"2417","Aemilia (Regio VIII)",2,1,3,1,-0.169335086184055
"2418","Liguria (Regio IX)",2,1,3,1,-0.166267721786891
"2419","Picenum (Regio V)",2,1,3,1,-0.150469475303205
"2420","Umbria (Regio VI)",2,1,3,1,-0.148412487140315
"2421","Asia",2,1,3,1,-0.122982771003107
"2422","Bruttium et Lucania (Regio III)",2,1,3,1,-0.117992812140346
"2423","Mauretania Tingitana",2,1,3,1,-0.103656087852137
"2424","Galatia",2,1,3,1,-0.0921697348581223
"2425","Syria",2,1,3,1,-0.0896815757508116
"2426","Sardinia",2,1,3,1,-0.0880449447190701
"2427","Macedonia",2,1,3,1,-0.0866336753834542
"2428","Numidia",2,1,3,1,-0.086440572031274
"2429","Hispania Citerior",2,1,3,1,-0.0823690845826498
"2430","Etruria (Regio VII)",2,1,3,1,-0.0775476549223536
"2431","Sicilia",2,1,3,1,-0.0671153692932051
"2432","Lusitania",2,1,3,1,-0.0570519822933954
"2433","Mauretania Caesariensis",2,1,3,1,-0.0119204906090046
"2434","Apulia et Calabria (Regio II)",2,1,3,1,0.0107491456270517
"2435","Achaia",2,1,3,1,0.0176391564002693
"2436","Africa Proconsularis",2,1,3,1,0.0366948572594928
"2437","Samnium (Regio IV)",2,1,3,1,0.0905303037321434
"2438","Venetia et Histria (Regio X)",2,1,3,1,0.113936085387132
"2439","Baetica",2,1,3,1,0.211114816050431
"2440","Latium et Campania (Regio I)",2,1,3,1,6.09102225022611
"2441","Lugdunensis",2,1,3,2,-0.418648741917926
"2442","Belgica",2,1,3,2,-0.404953023839177
"2443","Raetia",2,1,3,2,-0.383031644798224
"2444","Germania Inferior",2,1,3,2,-0.369684653093743
"2445","Aquitania",2,1,3,2,-0.342614068827141
"2446","Pannonia Superior",2,1,3,2,-0.322756023330021
"2447","Britannia",2,1,3,2,-0.298468950551199
"2448","Narbonensis",2,1,3,2,-0.263537115091622
"2449","Germania Superior",2,1,3,2,-0.260919148928267
"2450","Dacia",2,1,3,2,-0.254087463294744
"2451","Dalmatia",2,1,3,2,-0.224022204996123
"2452","Pannonia Inferior",2,1,3,2,-0.212495100056636
"2453","Moesia Inferior",2,1,3,2,-0.20528525619965
"2454","Asia",2,1,3,2,-0.188962133850305
"2455","Transpadana (Regio XI)",2,1,3,2,-0.186208884548068
"2456","Moesia Superior",2,1,3,2,-0.18515298678892
"2457","Noricum",2,1,3,2,-0.185132082574763
"2458","Liguria (Regio IX)",2,1,3,2,-0.166325311589515
"2459","Aemilia (Regio VIII)",2,1,3,2,-0.160593649357895
"2460","Umbria (Regio VI)",2,1,3,2,-0.159681058621252
"2461","Picenum (Regio V)",2,1,3,2,-0.159427525522367
"2462","Bruttium et Lucania (Regio III)",2,1,3,2,-0.134168688889774
"2463","Numidia",2,1,3,2,-0.129166805071286
"2464","Mauretania Tingitana",2,1,3,2,-0.105723414099309
"2465","Macedonia",2,1,3,2,-0.103834231623626
"2466","Etruria (Regio VII)",2,1,3,2,-0.103088160449876
"2467","Galatia",2,1,3,2,-0.102868190787239
"2468","Sicilia",2,1,3,2,-0.0971530066122941
"2469","Syria",2,1,3,2,-0.0955828866357062
"2470","Sardinia",2,1,3,2,-0.0913868024321718
"2471","Hispania Citerior",2,1,3,2,-0.0837502817532824
"2472","Lusitania",2,1,3,2,-0.0593543089016123
"2473","Africa Proconsularis",2,1,3,2,-0.0262796671068819
"2474","Mauretania Caesariensis",2,1,3,2,-0.0110900502690627
"2475","Achaia",2,1,3,2,-0.00943311359167982
"2476","Apulia et Calabria (Regio II)",2,1,3,2,0.0135900563733292
"2477","Samnium (Regio IV)",2,1,3,2,0.0435540023311625
"2478","Venetia et Histria (Regio X)",2,1,3,2,0.166870718054792
"2479","Baetica",2,1,3,2,0.172838428922601
"2480","Latium et Campania (Regio I)",2,1,3,2,6.10801343031947
"2481","Lugdunensis",2,1,3,3,-0.428074298295997
"2482","Belgica",2,1,3,3,-0.396569229029667
"2483","Raetia",2,1,3,3,-0.378524903714705
"2484","Germania Inferior",2,1,3,3,-0.361771675233566
"2485","Aquitania",2,1,3,3,-0.34142716497724
"2486","Pannonia Superior",2,1,3,3,-0.323489324403754
"2487","Britannia",2,1,3,3,-0.295562132515923
"2488","Dacia",2,1,3,3,-0.259662989126585
"2489","Narbonensis",2,1,3,3,-0.255875015425611
"2490","Germania Superior",2,1,3,3,-0.252647973010686
"2491","Dalmatia",2,1,3,3,-0.225519310303317
"2492","Pannonia Inferior",2,1,3,3,-0.215926006770377
"2493","Moesia Inferior",2,1,3,3,-0.206634689981914
"2494","Asia",2,1,3,3,-0.198744348913912
"2495","Noricum",2,1,3,3,-0.198456763642077
"2496","Transpadana (Regio XI)",2,1,3,3,-0.188651443012378
"2497","Moesia Superior",2,1,3,3,-0.186130450709503
"2498","Liguria (Regio IX)",2,1,3,3,-0.16870649541915
"2499","Picenum (Regio V)",2,1,3,3,-0.161372616053434
"2500","Aemilia (Regio VIII)",2,1,3,3,-0.158792167506511
"2501","Umbria (Regio VI)",2,1,3,3,-0.140963013365176
"2502","Bruttium et Lucania (Regio III)",2,1,3,3,-0.135009753583595
"2503","Numidia",2,1,3,3,-0.128203181411838
"2504","Etruria (Regio VII)",2,1,3,3,-0.109776650384648
"2505","Macedonia",2,1,3,3,-0.108511625361715
"2506","Mauretania Tingitana",2,1,3,3,-0.106314422055458
"2507","Galatia",2,1,3,3,-0.104158750300903
"2508","Sicilia",2,1,3,3,-0.100747570754256
"2509","Syria",2,1,3,3,-0.0968829977027423
"2510","Sardinia",2,1,3,3,-0.091164062959016
"2511","Hispania Citerior",2,1,3,3,-0.0814986569028032
"2512","Lusitania",2,1,3,3,-0.0390957787186149
"2513","Africa Proconsularis",2,1,3,3,-0.031563094706781
"2514","Achaia",2,1,3,3,-0.0156022125895536
"2515","Mauretania Caesariensis",2,1,3,3,-0.0117369175604106
"2516","Apulia et Calabria (Regio II)",2,1,3,3,0.0167102119787932
"2517","Samnium (Regio IV)",2,1,3,3,0.0431384179735219
"2518","Baetica",2,1,3,3,0.163927496956241
"2519","Venetia et Histria (Regio X)",2,1,3,3,0.171415378760941
"2520","Latium et Campania (Regio I)",2,1,3,3,6.10857618073432
"2521","Lugdunensis",2,1,3,4,-0.412605787766104
"2522","Raetia",2,1,3,4,-0.362160439622672
"2523","Germania Inferior",2,1,3,4,-0.344261529967287
"2524","Aquitania",2,1,3,4,-0.334002848737737
"2525","Belgica",2,1,3,4,-0.33034700836959
"2526","Pannonia Superior",2,1,3,4,-0.321114259591844
"2527","Britannia",2,1,3,4,-0.289304121691965
