"","province","m","l_it","s_it","g_it","a_it","r_it","eci"
"410","Alpes Graiae","r_0","1","1","1","2","3",-0.0704573256990025
"411","Alpes Cottiae","r_0","1","1","1","2","3",-0.0526909046604665
"412","Corsica","r_0","1","1","1","2","3",-0.0477394944159218
"413","Cyrene","r_0","1","1","1","2","3",-0.0349205321850027
"414","Lusitania","r_0","1","1","1","2","3",-0.0239557140924287
"415","Picenum (Regio V)","r_0","1","1","1","2","3",-0.00928826570885907
"416","Dalmatia","r_0","1","1","1","2","3",0.0194063711231437
"417","Aquitania","r_0","1","1","1","2","3",0.0244275606919532
"418","Umbria (Regio VI)","r_0","1","1","1","2","3",0.0829246986240508
"419","Lugdunensis","r_0","1","1","1","2","3",0.0936484975780973
"420","Transpadana (Regio XI)","r_0","1","1","1","2","3",0.0938669195240451
"421","Aemilia (Regio VIII)","r_0","1","1","1","2","3",0.098389346010495
"422","Mauretania Caesariensis","r_0","1","1","1","2","3",0.117884398616499
"423","Samnium (Regio IV)","r_0","1","1","1","2","3",0.12708336660084
"424","Germania Inferior","r_0","1","1","1","2","3",0.134247453933888
"425","Hispania Citerior","r_0","1","1","1","2","3",0.192437154543625
"426","Baetica","r_0","1","1","1","2","3",0.224344314722526
"427","Apulia et Calabria (Regio II)","r_0","1","1","1","2","3",0.37890324612635
"428","Belgica","r_0","1","1","1","2","3",0.42667044983607
"429","Germania Superior","r_0","1","1","1","2","3",0.428966570186375
"430","Venetia et Histria (Regio X)","r_0","1","1","1","2","3",0.585787461418924
"431","Narbonensis","r_0","1","1","1","2","3",0.760969011962947
"432","Latium et Campania (Regio I)","r_0","1","1","1","2","3",6.67261516062001
"433","Bithynia et Pontus","r_0","1","1","1","2","4",-1.82660797069709
"434","Creta","r_0","1","1","1","2","4",-0.899918299863606
"435","Asia","r_0","1","1","1","2","4",-0.760971031594277
"436","Macedonia","r_0","1","1","1","2","4",-0.541304580921767
"437","Thracia","r_0","1","1","1","2","4",-0.447923199724639
"438","Africa Proconsularis","r_0","1","1","1","2","4",-0.410470630093955
"439","Mauretania Tingitana","r_0","1","1","1","2","4",-0.383314261930668
"440","Numidia","r_0","1","1","1","2","4",-0.370055923897268
"441","Arabia","r_0","1","1","1","2","4",-0.364220707408932
"442","Pannonia Inferior","r_0","1","1","1","2","4",-0.34794022339661
"443","Sicilia","r_0","1","1","1","2","4",-0.347400925916961
"444","Achaia","r_0","1","1","1","2","4",-0.330182886908212
"445","Moesia Inferior","r_0","1","1","1","2","4",-0.309856997499662
"446","Aegyptus","r_0","1","1","1","2","4",-0.299231877550096
"447","Dacia","r_0","1","1","1","2","4",-0.291549218573531
"448","Iudaea","r_0","1","1","1","2","4",-0.217642379718673
"449","Noricum","r_0","1","1","1","2","4",-0.201273487692683
"450","Cilicia","r_0","1","1","1","2","4",-0.188032675217796
"451","Pannonia Superior","r_0","1","1","1","2","4",-0.182244475853809
"452","Syria","r_0","1","1","1","2","4",-0.177351782120929
"453","Epirus","r_0","1","1","1","2","4",-0.159660134030539
"454","Bruttium et Lucania (Regio III)","r_0","1","1","1","2","4",-0.154094232092659
"455","Liguria (Regio IX)","r_0","1","1","1","2","4",-0.147109847399515
"456","Britannia","r_0","1","1","1","2","4",-0.11853349005572
"457","Etruria (Regio VII)","r_0","1","1","1","2","4",-0.114984599148853
"458","Raetia","r_0","1","1","1","2","4",-0.112305235958472
"459","Moesia Superior","r_0","1","1","1","2","4",-0.0956706692925554
"460","Cappadocia","r_0","1","1","1","2","4",-0.0872777769858471
"461","Galatia","r_0","1","1","1","2","4",-0.0859709005960164
"462","Alpes Maritimae","r_0","1","1","1","2","4",-0.0792761717111281
"463","Sardinia","r_0","1","1","1","2","4",-0.0752442031091797
"464","Alpes Graiae","r_0","1","1","1","2","4",-0.0701941522528355
"465","Alpes Cottiae","r_0","1","1","1","2","4",-0.0523338043389021
"466","Corsica","r_0","1","1","1","2","4",-0.0473571615583343
"467","Cyrene","r_0","1","1","1","2","4",-0.0341937786106701
"468","Dalmatia","r_0","1","1","1","2","4",-0.0158727768958866
"469","Lusitania","r_0","1","1","1","2","4",-0.0116961807341511
"470","Picenum (Regio V)","r_0","1","1","1","2","4",-0.00694860673812521
"471","Aquitania","r_0","1","1","1","2","4",0.0193620900798803
"472","Lugdunensis","r_0","1","1","1","2","4",0.08124817012971
"473","Umbria (Regio VI)","r_0","1","1","1","2","4",0.0906924130136947
"474","Transpadana (Regio XI)","r_0","1","1","1","2","4",0.095549882511419
"475","Aemilia (Regio VIII)","r_0","1","1","1","2","4",0.0981964086765384
"476","Mauretania Caesariensis","r_0","1","1","1","2","4",0.115042910042586
"477","Germania Inferior","r_0","1","1","1","2","4",0.120905146111178
"478","Samnium (Regio IV)","r_0","1","1","1","2","4",0.134240698179254
"479","Hispania Citerior","r_0","1","1","1","2","4",0.190382519971322
"480","Baetica","r_0","1","1","1","2","4",0.244485907956845
"481","Apulia et Calabria (Regio II)","r_0","1","1","1","2","4",0.377566029517352
"482","Belgica","r_0","1","1","1","2","4",0.37954053639338
"483","Germania Superior","r_0","1","1","1","2","4",0.420009638375194
"484","Venetia et Histria (Regio X)","r_0","1","1","1","2","4",0.58236122951636
"485","Narbonensis","r_0","1","1","1","2","4",0.729470503965072
"486","Latium et Campania (Regio I)","r_0","1","1","1","2","4",6.68716317365077
"487","Bithynia et Pontus","r_0","1","1","1","2","5",-1.80419447465732
"488","Creta","r_0","1","1","1","2","5",-0.888902756464503
"489","Asia","r_0","1","1","1","2","5",-0.751540423364418
"490","Macedonia","r_0","1","1","1","2","5",-0.536451024510121
"491","Thracia","r_0","1","1","1","2","5",-0.444475957199928
"492","Africa Proconsularis","r_0","1","1","1","2","5",-0.40160677554289
"493","Mauretania Tingitana","r_0","1","1","1","2","5",-0.378696896220432
"494","Numidia","r_0","1","1","1","2","5",-0.366304327692187
"495","Arabia","r_0","1","1","1","2","5",-0.362655830907742
"496","Pannonia Inferior","r_0","1","1","1","2","5",-0.345058378875269
"497","Sicilia","r_0","1","1","1","2","5",-0.340702449220693
"498","Achaia","r_0","1","1","1","2","5",-0.325716905684856
"499","Moesia Inferior","r_0","1","1","1","2","5",-0.310272624889975
"500","Aegyptus","r_0","1","1","1","2","5",-0.297976970810723
"501","Dacia","r_0","1","1","1","2","5",-0.291118717658275
"502","Iudaea","r_0","1","1","1","2","5",-0.215325270700908
"503","Noricum","r_0","1","1","1","2","5",-0.199390301529404
"504","Cilicia","r_0","1","1","1","2","5",-0.187129571912264
"505","Pannonia Superior","r_0","1","1","1","2","5",-0.18148727605517
"506","Syria","r_0","1","1","1","2","5",-0.176451259972188
"507","Epirus","r_0","1","1","1","2","5",-0.157627399168948
"508","Bruttium et Lucania (Regio III)","r_0","1","1","1","2","5",-0.151753678558453
"509","Liguria (Regio IX)","r_0","1","1","1","2","5",-0.148590317600041
"510","Britannia","r_0","1","1","1","2","5",-0.137621459392183
"511","Raetia","r_0","1","1","1","2","5",-0.117375952959975
"512","Etruria (Regio VII)","r_0","1","1","1","2","5",-0.11115657445114
"513","Moesia Superior","r_0","1","1","1","2","5",-0.0978148326048872
"514","Cappadocia","r_0","1","1","1","2","5",-0.0879717771946467
"515","Galatia","r_0","1","1","1","2","5",-0.086063652786275
"516","Alpes Maritimae","r_0","1","1","1","2","5",-0.0802477082184795
"517","Sardinia","r_0","1","1","1","2","5",-0.0743450585960586
"518","Alpes Graiae","r_0","1","1","1","2","5",-0.0709656164543251
"519","Alpes Cottiae","r_0","1","1","1","2","5",-0.053376597905577
"520","Corsica","r_0","1","1","1","2","5",-0.0485462840248754
"521","Cyrene","r_0","1","1","1","2","5",-0.0383545257385935
"522","Dalmatia","r_0","1","1","1","2","5",-0.0149905059152644
"523","Lusitania","r_0","1","1","1","2","5",-0.0138778985825966
"524","Picenum (Regio V)","r_0","1","1","1","2","5",-0.00349231877440959
"525","Aquitania","r_0","1","1","1","2","5",-0.00254709483290917
"526","Lugdunensis","r_0","1","1","1","2","5",0.0742882407115864
"527","Umbria (Regio VI)","r_0","1","1","1","2","5",0.0885484750912505
"528","Transpadana (Regio XI)","r_0","1","1","1","2","5",0.0897803967737677
"529","Aemilia (Regio VIII)","r_0","1","1","1","2","5",0.0984211161381078
"530","Germania Inferior","r_0","1","1","1","2","5",0.111888701175617
"531","Mauretania Caesariensis","r_0","1","1","1","2","5",0.114377969267273
"532","Samnium (Regio IV)","r_0","1","1","1","2","5",0.132795888915524
"533","Hispania Citerior","r_0","1","1","1","2","5",0.189318319429428
"534","Baetica","r_0","1","1","1","2","5",0.252050512094393
"535","Apulia et Calabria (Regio II)","r_0","1","1","1","2","5",0.345930728561862
"536","Belgica","r_0","1","1","1","2","5",0.370815163197548
"537","Germania Superior","r_0","1","1","1","2","5",0.392663750548767
"538","Venetia et Histria (Regio X)","r_0","1","1","1","2","5",0.574782756821461
"539","Narbonensis","r_0","1","1","1","2","5",0.768110153823642
"540","Latium et Campania (Regio I)","r_0","1","1","1","2","5",6.69840527507868
"541","Bithynia et Pontus","r_0","1","1","1","3","1",-1.85798402709348
"542","Creta","r_0","1","1","1","3","1",-0.914587767625084
"543","Asia","r_0","1","1","1","3","1",-0.834432937232008
"544","Macedonia","r_0","1","1","1","3","1",-0.564187395297663
"545","Thracia","r_0","1","1","1","3","1",-0.458772744866895
"546","Africa Proconsularis","r_0","1","1","1","3","1",-0.432166759618859
"547","Numidia","r_0","1","1","1","3","1",-0.39410707565005
"548","Mauretania Tingitana","r_0","1","1","1","3","1",-0.392578648910501
"549","Arabia","r_0","1","1","1","3","1",-0.380391447470353
"550","Sicilia","r_0","1","1","1","3","1",-0.37128830579727
"551","Pannonia Inferior","r_0","1","1","1","3","1",-0.365990439582181
"552","Achaia","r_0","1","1","1","3","1",-0.362255265616727
"553","Moesia Inferior","r_0","1","1","1","3","1",-0.315730978594607
"554","Aegyptus","r_0","1","1","1","3","1",-0.30880628593622
"555","Dacia","r_0","1","1","1","3","1",-0.298056241198762
"556","Iudaea","r_0","1","1","1","3","1",-0.230611913555799
"557","Noricum","r_0","1","1","1","3","1",-0.206321599356031
"558","Cilicia","r_0","1","1","1","3","1",-0.193158860751453
"559","Pannonia Superior","r_0","1","1","1","3","1",-0.179269620920706
"560","Syria","r_0","1","1","1","3","1",-0.167914708943137
"561","Epirus","r_0","1","1","1","3","1",-0.164368919146696
"562","Bruttium et Lucania (Regio III)","r_0","1","1","1","3","1",-0.161753724442243
"563","Liguria (Regio IX)","r_0","1","1","1","3","1",-0.145725519029973
"564","Britannia","r_0","1","1","1","3","1",-0.103190860455159
"565","Moesia Superior","r_0","1","1","1","3","1",-0.101863538734283
"566","Cappadocia","r_0","1","1","1","3","1",-0.0970928864576178
"567","Galatia","r_0","1","1","1","3","1",-0.0915390338236006
"568","Raetia","r_0","1","1","1","3","1",-0.0913699157426583
"569","Etruria (Regio VII)","r_0","1","1","1","3","1",-0.0827407846945438
"570","Alpes Maritimae","r_0","1","1","1","3","1",-0.0800111621862702
"571","Sardinia","r_0","1","1","1","3","1",-0.0798604163263573
"572","Alpes Graiae","r_0","1","1","1","3","1",-0.0786323295375686
"573","Alpes Cottiae","r_0","1","1","1","3","1",-0.0541104212513535
"574","Corsica","r_0","1","1","1","3","1",-0.0491873254988334
"575","Cyrene","r_0","1","1","1","3","1",-0.0368877438915421
"576","Lusitania","r_0","1","1","1","3","1",-0.0321695325371144
"577","Picenum (Regio V)","r_0","1","1","1","3","1",-0.00718292145194712
"578","Dalmatia","r_0","1","1","1","3","1",0.0141227216845921
"579","Aquitania","r_0","1","1","1","3","1",0.0342558622833342
"580","Umbria (Regio VI)","r_0","1","1","1","3","1",0.0955027114999341
"581","Transpadana (Regio XI)","r_0","1","1","1","3","1",0.107086445485398
"582","Aemilia (Regio VIII)","r_0","1","1","1","3","1",0.108306931956928
"583","Lugdunensis","r_0","1","1","1","3","1",0.114351004481072
"584","Mauretania Caesariensis","r_0","1","1","1","3","1",0.115541874823239
"585","Samnium (Regio IV)","r_0","1","1","1","3","1",0.121387567828728
"586","Germania Inferior","r_0","1","1","1","3","1",0.156143592765911
"587","Hispania Citerior","r_0","1","1","1","3","1",0.198798458590772
"588","Baetica","r_0","1","1","1","3","1",0.216620865552898
"589","Apulia et Calabria (Regio II)","r_0","1","1","1","3","1",0.37875567713253
"590","Germania Superior","r_0","1","1","1","3","1",0.474658738482156
"591","Belgica","r_0","1","1","1","3","1",0.510049643020041
"592","Venetia et Histria (Regio X)","r_0","1","1","1","3","1",0.597060217752423
"593","Narbonensis","r_0","1","1","1","3","1",0.811943702247612
"594","Latium et Campania (Regio I)","r_0","1","1","1","3","1",6.63171404363797
"595","Bithynia et Pontus","r_0","1","1","1","3","2",-1.85703426159446
"596","Creta","r_0","1","1","1","3","2",-0.915109608078129
"597","Asia","r_0","1","1","1","3","2",-0.81817666015777
"598","Macedonia","r_0","1","1","1","3","2",-0.556970004235184
"599","Thracia","r_0","1","1","1","3","2",-0.455367192194335
"600","Africa Proconsularis","r_0","1","1","1","3","2",-0.41404273293433
"601","Mauretania Tingitana","r_0","1","1","1","3","2",-0.390695504373864
"602","Numidia","r_0","1","1","1","3","2",-0.373093586367192
"603","Arabia","r_0","1","1","1","3","2",-0.37063765717663
"604","Sicilia","r_0","1","1","1","3","2",-0.364250036631861
"605","Pannonia Inferior","r_0","1","1","1","3","2",-0.353375714112799
"606","Achaia","r_0","1","1","1","3","2",-0.347205759368708
"607","Moesia Inferior","r_0","1","1","1","3","2",-0.310372918459261
"608","Aegyptus","r_0","1","1","1","3","2",-0.304877368301008
"609","Dacia","r_0","1","1","1","3","2",-0.295209560261987
"610","Iudaea","r_0","1","1","1","3","2",-0.222622052106309
"611","Noricum","r_0","1","1","1","3","2",-0.206173442067541
"612","Cilicia","r_0","1","1","1","3","2",-0.191600963350534
"613","Pannonia Superior","r_0","1","1","1","3","2",-0.182046791656315
"614","Syria","r_0","1","1","1","3","2",-0.16651192296236
"615","Epirus","r_0","1","1","1","3","2",-0.160666020417161
"616","Bruttium et Lucania (Regio III)","r_0","1","1","1","3","2",-0.15912387241337
"617","Liguria (Regio IX)","r_0","1","1","1","3","2",-0.146735378696907
"618","Etruria (Regio VII)","r_0","1","1","1","3","2",-0.146609915509226
"619","Britannia","r_0","1","1","1","3","2",-0.109134002910615
"620","Raetia","r_0","1","1","1","3","2",-0.0995119952654186
"621","Moesia Superior","r_0","1","1","1","3","2",-0.0937426986070294
"622","Galatia","r_0","1","1","1","3","2",-0.0895248981426045
"623","Cappadocia","r_0","1","1","1","3","2",-0.0893429593892327
"624","Alpes Maritimae","r_0","1","1","1","3","2",-0.0797886112550303
"625","Sardinia","r_0","1","1","1","3","2",-0.0781960066767766
"626","Alpes Graiae","r_0","1","1","1","3","2",-0.0715993522089311
"627","Alpes Cottiae","r_0","1","1","1","3","2",-0.0530830940176488
"628","Corsica","r_0","1","1","1","3","2",-0.0483081565770117
"629","Cyrene","r_0","1","1","1","3","2",-0.0346533666611349
"630","Lusitania","r_0","1","1","1","3","2",-0.0238373241896247
"631","Picenum (Regio V)","r_0","1","1","1","3","2",-0.00775699252052995
"632","Dalmatia","r_0","1","1","1","3","2",0.0188754897520434
"633","Aquitania","r_0","1","1","1","3","2",0.0281767183258044
"634","Transpadana (Regio XI)","r_0","1","1","1","3","2",0.0981368682825433
"635","Umbria (Regio VI)","r_0","1","1","1","3","2",0.101490070929302
"636","Lugdunensis","r_0","1","1","1","3","2",0.101727819017388
"637","Aemilia (Regio VIII)","r_0","1","1","1","3","2",0.102974064632895
"638","Mauretania Caesariensis","r_0","1","1","1","3","2",0.118955101199422
"639","Samnium (Regio IV)","r_0","1","1","1","3","2",0.127669049032392
"640","Germania Inferior","r_0","1","1","1","3","2",0.144460068176241
"641","Hispania Citerior","r_0","1","1","1","3","2",0.196558838898829
"642","Baetica","r_0","1","1","1","3","2",0.223270071082701
"643","Apulia et Calabria (Regio II)","r_0","1","1","1","3","2",0.380580494717068
"644","Belgica","r_0","1","1","1","3","2",0.43402171215483
"645","Germania Superior","r_0","1","1","1","3","2",0.468135946044315
"646","Venetia et Histria (Regio X)","r_0","1","1","1","3","2",0.598178318664265
"647","Narbonensis","r_0","1","1","1","3","2",0.796149359035628
"648","Latium et Campania (Regio I)","r_0","1","1","1","3","2",6.64762839190316
"649","Bithynia et Pontus","r_0","1","1","1","3","3",-1.8609486575436
"650","Creta","r_0","1","1","1","3","3",-0.917191828060859
"651","Asia","r_0","1","1","1","3","3",-0.785990243055409
"652","Macedonia","r_0","1","1","1","3","3",-0.555303396272699
"653","Thracia","r_0","1","1","1","3","3",-0.455287764130355
"654","Africa Proconsularis","r_0","1","1","1","3","3",-0.410557810915599
"655","Mauretania Tingitana","r_0","1","1","1","3","3",-0.390495083537362
"656","Numidia","r_0","1","1","1","3","3",-0.383108672680929
"657","Arabia","r_0","1","1","1","3","3",-0.369974006661689
"658","Sicilia","r_0","1","1","1","3","3",-0.363491980757436
"659","Pannonia Inferior","r_0","1","1","1","3","3",-0.353950935183094
"660","Achaia","r_0","1","1","1","3","3",-0.344484664327588
"661","Moesia Inferior","r_0","1","1","1","3","3",-0.3111416315581
"662","Aegyptus","r_0","1","1","1","3","3",-0.304895234578875
"663","Dacia","r_0","1","1","1","3","3",-0.29442610852792
"664","Iudaea","r_0","1","1","1","3","3",-0.222316345198365
"665","Noricum","r_0","1","1","1","3","3",-0.205550361510615
"666","Cilicia","r_0","1","1","1","3","3",-0.191697275473337
"667","Pannonia Superior","r_0","1","1","1","3","3",-0.183293070390028
"668","Syria","r_0","1","1","1","3","3",-0.166176627076336
"669","Epirus","r_0","1","1","1","3","3",-0.160996553496578
"670","Bruttium et Lucania (Regio III)","r_0","1","1","1","3","3",-0.156968304255311
"671","Liguria (Regio IX)","r_0","1","1","1","3","3",-0.146614333918954
"672","Etruria (Regio VII)","r_0","1","1","1","3","3",-0.12199954544259
"673","Britannia","r_0","1","1","1","3","3",-0.110782767396735
"674","Raetia","r_0","1","1","1","3","3",-0.104047617849955
"675","Moesia Superior","r_0","1","1","1","3","3",-0.0941704969434358
"676","Cappadocia","r_0","1","1","1","3","3",-0.0887947052635809
"677","Galatia","r_0","1","1","1","3","3",-0.0880735002763341
