"","province","m","l_it","s_it","g_it","a_it","r_it","eci"
"21861","Samnium (Regio IV)","r_0","5","1","1","1","5",0.123901187118656
"21862","Transpadana (Regio XI)","r_0","5","1","1","1","5",0.130943498508806
"21863","Hispania Citerior","r_0","5","1","1","1","5",0.197500568429738
"21864","Baetica","r_0","5","1","1","1","5",0.281753634824423
"21865","Apulia et Calabria (Regio II)","r_0","5","1","1","1","5",0.325066618414114
"21866","Belgica","r_0","5","1","1","1","5",0.404647949388362
"21867","Germania Superior","r_0","5","1","1","1","5",0.40593590455774
"21868","Venetia et Histria (Regio X)","r_0","5","1","1","1","5",0.595407983851662
"21869","Narbonensis","r_0","5","1","1","1","5",0.839208873974448
"21870","Latium et Campania (Regio I)","r_0","5","1","1","1","5",6.6913441121722
"21871","Bithynia et Pontus","r_0","5","1","1","2","1",-1.80095048648947
"21872","Creta","r_0","5","1","1","2","1",-0.906032631527647
"21873","Macedonia","r_0","5","1","1","2","1",-0.558913328934096
"21874","Africa Proconsularis","r_0","5","1","1","2","1",-0.50185061564259
"21875","Asia","r_0","5","1","1","2","1",-0.486041720357117
"21876","Numidia","r_0","5","1","1","2","1",-0.440976311120827
"21877","Thracia","r_0","5","1","1","2","1",-0.422390958858628
"21878","Sicilia","r_0","5","1","1","2","1",-0.393197832212883
"21879","Achaia","r_0","5","1","1","2","1",-0.379481213971154
"21880","Pannonia Inferior","r_0","5","1","1","2","1",-0.372410604346987
"21881","Mauretania Tingitana","r_0","5","1","1","2","1",-0.366803807852314
"21882","Aegyptus","r_0","5","1","1","2","1",-0.358602013927409
"21883","Arabia","r_0","5","1","1","2","1",-0.353315739620881
"21884","Dacia","r_0","5","1","1","2","1",-0.318140559474165
"21885","Moesia Inferior","r_0","5","1","1","2","1",-0.298720342997442
"21886","Galatia","r_0","5","1","1","2","1",-0.252449905599197
"21887","Iudaea","r_0","5","1","1","2","1",-0.240160391533244
"21888","Noricum","r_0","5","1","1","2","1",-0.211696113593818
"21889","Cilicia","r_0","5","1","1","2","1",-0.20568743365203
"21890","Bruttium et Lucania (Regio III)","r_0","5","1","1","2","1",-0.190737852520526
"21891","Pannonia Superior","r_0","5","1","1","2","1",-0.181909569004572
"21892","Syria","r_0","5","1","1","2","1",-0.178211458234455
"21893","Liguria (Regio IX)","r_0","5","1","1","2","1",-0.147622688335416
"21894","Etruria (Regio VII)","r_0","5","1","1","2","1",-0.135662352665381
"21895","Epirus","r_0","5","1","1","2","1",-0.126786855459818
"21896","Cappadocia","r_0","5","1","1","2","1",-0.10228269105383
"21897","Raetia","r_0","5","1","1","2","1",-0.0948204276848467
"21898","Britannia","r_0","5","1","1","2","1",-0.0909541035784421
"21899","Moesia Superior","r_0","5","1","1","2","1",-0.0818252059458456
"21900","Alpes Maritimae","r_0","5","1","1","2","1",-0.0811303120131079
"21901","Alpes Graiae","r_0","5","1","1","2","1",-0.0782281230634263
"21902","Picenum (Regio V)","r_0","5","1","1","2","1",-0.0622505507156271
"21903","Alpes Cottiae","r_0","5","1","1","2","1",-0.0608992166105262
"21904","Sardinia","r_0","5","1","1","2","1",-0.0582132212654391
"21905","Corsica","r_0","5","1","1","2","1",-0.0539727452285241
"21906","Cyrene","r_0","5","1","1","2","1",-0.0359718571128726
"21907","Lusitania","r_0","5","1","1","2","1",-0.0340824602077229
"21908","Aquitania","r_0","5","1","1","2","1",0.0302805661106837
"21909","Dalmatia","r_0","5","1","1","2","1",0.0436574495245217
"21910","Aemilia (Regio VIII)","r_0","5","1","1","2","1",0.0683065733785659
"21911","Lugdunensis","r_0","5","1","1","2","1",0.0701987609073092
"21912","Umbria (Regio VI)","r_0","5","1","1","2","1",0.0866165357601014
"21913","Mauretania Caesariensis","r_0","5","1","1","2","1",0.11978937013551
"21914","Transpadana (Regio XI)","r_0","5","1","1","2","1",0.132736285888812
"21915","Germania Inferior","r_0","5","1","1","2","1",0.154410072472384
"21916","Samnium (Regio IV)","r_0","5","1","1","2","1",0.163160788687122
"21917","Hispania Citerior","r_0","5","1","1","2","1",0.199807995952673
"21918","Baetica","r_0","5","1","1","2","1",0.220152833577024
"21919","Apulia et Calabria (Regio II)","r_0","5","1","1","2","1",0.357674692186812
"21920","Belgica","r_0","5","1","1","2","1",0.437664320690549
"21921","Germania Superior","r_0","5","1","1","2","1",0.440221115953637
"21922","Venetia et Histria (Regio X)","r_0","5","1","1","2","1",0.600741235623433
"21923","Narbonensis","r_0","5","1","1","2","1",0.867108202417882
"21924","Latium et Campania (Regio I)","r_0","5","1","1","2","1",6.67085690314526
"21925","Bithynia et Pontus","r_0","5","1","1","2","2",-1.81674198203739
"21926","Creta","r_0","5","1","1","2","2",-0.913508976939803
"21927","Macedonia","r_0","5","1","1","2","2",-0.560082404642644
"21928","Africa Proconsularis","r_0","5","1","1","2","2",-0.50849699992994
"21929","Asia","r_0","5","1","1","2","2",-0.483415664936036
"21930","Numidia","r_0","5","1","1","2","2",-0.446718616393997
"21931","Thracia","r_0","5","1","1","2","2",-0.425834131664748
"21932","Sicilia","r_0","5","1","1","2","2",-0.393141849100976
"21933","Achaia","r_0","5","1","1","2","2",-0.379835271819415
"21934","Pannonia Inferior","r_0","5","1","1","2","2",-0.377926081093669
"21935","Mauretania Tingitana","r_0","5","1","1","2","2",-0.369432327805096
"21936","Aegyptus","r_0","5","1","1","2","2",-0.361654112520299
"21937","Arabia","r_0","5","1","1","2","2",-0.355567155332687
"21938","Dacia","r_0","5","1","1","2","2",-0.314734223887299
"21939","Moesia Inferior","r_0","5","1","1","2","2",-0.299524695147495
"21940","Galatia","r_0","5","1","1","2","2",-0.251431357689759
"21941","Iudaea","r_0","5","1","1","2","2",-0.24200188705079
"21942","Noricum","r_0","5","1","1","2","2",-0.212763006119961
"21943","Cilicia","r_0","5","1","1","2","2",-0.207229581834645
"21944","Bruttium et Lucania (Regio III)","r_0","5","1","1","2","2",-0.188207003637996
"21945","Pannonia Superior","r_0","5","1","1","2","2",-0.185024698383903
"21946","Syria","r_0","5","1","1","2","2",-0.175565352717724
"21947","Liguria (Regio IX)","r_0","5","1","1","2","2",-0.142384172964827
"21948","Etruria (Regio VII)","r_0","5","1","1","2","2",-0.1311554805764
"21949","Epirus","r_0","5","1","1","2","2",-0.128283108143368
"21950","Cappadocia","r_0","5","1","1","2","2",-0.102771252091994
"21951","Raetia","r_0","5","1","1","2","2",-0.0912490197960021
"21952","Britannia","r_0","5","1","1","2","2",-0.0909745297906021
"21953","Moesia Superior","r_0","5","1","1","2","2",-0.0807433020495089
"21954","Alpes Maritimae","r_0","5","1","1","2","2",-0.0800130595665775
"21955","Alpes Graiae","r_0","5","1","1","2","2",-0.078570543987516
"21956","Sardinia","r_0","5","1","1","2","2",-0.0620048052343858
"21957","Alpes Cottiae","r_0","5","1","1","2","2",-0.0612231390589828
"21958","Picenum (Regio V)","r_0","5","1","1","2","2",-0.0571191462557366
"21959","Corsica","r_0","5","1","1","2","2",-0.0541071526334532
"21960","Cyrene","r_0","5","1","1","2","2",-0.0358250910188736
"21961","Lusitania","r_0","5","1","1","2","2",-0.0348027737094663
"21962","Aquitania","r_0","5","1","1","2","2",0.0297728151299824
"21963","Dalmatia","r_0","5","1","1","2","2",0.0507940199409412
"21964","Aemilia (Regio VIII)","r_0","5","1","1","2","2",0.0731228441396575
"21965","Umbria (Regio VI)","r_0","5","1","1","2","2",0.0916489405469194
"21966","Lugdunensis","r_0","5","1","1","2","2",0.108306470736606
"21967","Samnium (Regio IV)","r_0","5","1","1","2","2",0.114008636978827
"21968","Mauretania Caesariensis","r_0","5","1","1","2","2",0.119901431037397
"21969","Transpadana (Regio XI)","r_0","5","1","1","2","2",0.13636773830226
"21970","Germania Inferior","r_0","5","1","1","2","2",0.162096833868121
"21971","Hispania Citerior","r_0","5","1","1","2","2",0.201328204348468
"21972","Baetica","r_0","5","1","1","2","2",0.221887447319283
"21973","Apulia et Calabria (Regio II)","r_0","5","1","1","2","2",0.353418718773242
"21974","Belgica","r_0","5","1","1","2","2",0.444343009364034
"21975","Germania Superior","r_0","5","1","1","2","2",0.447223744608006
"21976","Venetia et Histria (Regio X)","r_0","5","1","1","2","2",0.605385152638798
"21977","Narbonensis","r_0","5","1","1","2","2",0.879038086986731
"21978","Latium et Campania (Regio I)","r_0","5","1","1","2","2",6.66141986284469
"21979","Bithynia et Pontus","r_0","5","1","1","2","3",-1.81272379918885
"21980","Creta","r_0","5","1","1","2","3",-0.911428001933179
"21981","Macedonia","r_0","5","1","1","2","3",-0.555700801391714
"21982","Africa Proconsularis","r_0","5","1","1","2","3",-0.506001401262331
"21983","Asia","r_0","5","1","1","2","3",-0.481090926098705
"21984","Numidia","r_0","5","1","1","2","3",-0.445729766712012
"21985","Thracia","r_0","5","1","1","2","3",-0.424984976422503
"21986","Sicilia","r_0","5","1","1","2","3",-0.392014200078253
"21987","Pannonia Inferior","r_0","5","1","1","2","3",-0.377538245155163
"21988","Achaia","r_0","5","1","1","2","3",-0.375048313626115
"21989","Mauretania Tingitana","r_0","5","1","1","2","3",-0.36895444911186
"21990","Aegyptus","r_0","5","1","1","2","3",-0.360514510712992
"21991","Arabia","r_0","5","1","1","2","3",-0.354679828528316
"21992","Dacia","r_0","5","1","1","2","3",-0.314980515026777
"21993","Moesia Inferior","r_0","5","1","1","2","3",-0.299237518230524
"21994","Galatia","r_0","5","1","1","2","3",-0.251303313889146
"21995","Iudaea","r_0","5","1","1","2","3",-0.241220299412855
"21996","Noricum","r_0","5","1","1","2","3",-0.213040792161464
"21997","Cilicia","r_0","5","1","1","2","3",-0.206682188024278
"21998","Bruttium et Lucania (Regio III)","r_0","5","1","1","2","3",-0.188062380469163
"21999","Pannonia Superior","r_0","5","1","1","2","3",-0.186013128044541
"22000","Syria","r_0","5","1","1","2","3",-0.175548033632958
"22001","Liguria (Regio IX)","r_0","5","1","1","2","3",-0.142878039215964
"22002","Etruria (Regio VII)","r_0","5","1","1","2","3",-0.131475202803007
"22003","Epirus","r_0","5","1","1","2","3",-0.128279861054523
"22004","Cappadocia","r_0","5","1","1","2","3",-0.102490591825678
"22005","Raetia","r_0","5","1","1","2","3",-0.0920235424544366
"22006","Britannia","r_0","5","1","1","2","3",-0.0918529170875855
"22007","Moesia Superior","r_0","5","1","1","2","3",-0.0809633261463913
"22008","Alpes Maritimae","r_0","5","1","1","2","3",-0.0804825419180647
"22009","Alpes Graiae","r_0","5","1","1","2","3",-0.0783465065804232
"22010","Sardinia","r_0","5","1","1","2","3",-0.062354695948802
"22011","Alpes Cottiae","r_0","5","1","1","2","3",-0.0612523151942528
"22012","Picenum (Regio V)","r_0","5","1","1","2","3",-0.0578713206572762
"22013","Corsica","r_0","5","1","1","2","3",-0.0540289885000502
"22014","Cyrene","r_0","5","1","1","2","3",-0.0356134570934701
"22015","Lusitania","r_0","5","1","1","2","3",-0.0293458219805928
"22016","Aquitania","r_0","5","1","1","2","3",0.0289390372545457
"22017","Dalmatia","r_0","5","1","1","2","3",0.0499190234355834
"22018","Aemilia (Regio VIII)","r_0","5","1","1","2","3",0.0563898798611719
"22019","Umbria (Regio VI)","r_0","5","1","1","2","3",0.0971262184157868
"22020","Lugdunensis","r_0","5","1","1","2","3",0.106285437372341
"22021","Samnium (Regio IV)","r_0","5","1","1","2","3",0.113699695309807
"22022","Mauretania Caesariensis","r_0","5","1","1","2","3",0.119613574485524
"22023","Transpadana (Regio XI)","r_0","5","1","1","2","3",0.134817747201071
"22024","Germania Inferior","r_0","5","1","1","2","3",0.160353538045606
"22025","Hispania Citerior","r_0","5","1","1","2","3",0.198744935416048
"22026","Baetica","r_0","5","1","1","2","3",0.226129198357503
"22027","Apulia et Calabria (Regio II)","r_0","5","1","1","2","3",0.35169783133637
"22028","Belgica","r_0","5","1","1","2","3",0.442137569021276
"22029","Germania Superior","r_0","5","1","1","2","3",0.444935783552038
"22030","Venetia et Histria (Regio X)","r_0","5","1","1","2","3",0.601458292666882
"22031","Narbonensis","r_0","5","1","1","2","3",0.873788409824321
"22032","Latium et Campania (Regio I)","r_0","5","1","1","2","3",6.66572034601834
"22033","Bithynia et Pontus","r_0","5","1","1","2","4",-1.7838442264869
"22034","Creta","r_0","5","1","1","2","4",-0.896468536648158
"22035","Macedonia","r_0","5","1","1","2","4",-0.549257196208139
"22036","Africa Proconsularis","r_0","5","1","1","2","4",-0.4951408393948
"22037","Asia","r_0","5","1","1","2","4",-0.474262985217454
"22038","Numidia","r_0","5","1","1","2","4",-0.439580488233707
"22039","Thracia","r_0","5","1","1","2","4",-0.421594583306333
"22040","Sicilia","r_0","5","1","1","2","4",-0.386925903292619
"22041","Pannonia Inferior","r_0","5","1","1","2","4",-0.379037790530447
"22042","Achaia","r_0","5","1","1","2","4",-0.369842509772432
"22043","Mauretania Tingitana","r_0","5","1","1","2","4",-0.367153502160742
"22044","Aegyptus","r_0","5","1","1","2","4",-0.358669982794284
"22045","Arabia","r_0","5","1","1","2","4",-0.353393712707179
"22046","Dacia","r_0","5","1","1","2","4",-0.316527264849563
"22047","Moesia Inferior","r_0","5","1","1","2","4",-0.301263576985725
"22048","Galatia","r_0","5","1","1","2","4",-0.250840190830471
"22049","Iudaea","r_0","5","1","1","2","4",-0.238120345466004
"22050","Noricum","r_0","5","1","1","2","4",-0.215078755990138
"22051","Cilicia","r_0","5","1","1","2","4",-0.205196123673684
"22052","Pannonia Superior","r_0","5","1","1","2","4",-0.191658010899802
"22053","Bruttium et Lucania (Regio III)","r_0","5","1","1","2","4",-0.189510363028985
"22054","Syria","r_0","5","1","1","2","4",-0.175178058260612
"22055","Liguria (Regio IX)","r_0","5","1","1","2","4",-0.143743840098574
"22056","Etruria (Regio VII)","r_0","5","1","1","2","4",-0.131533079604404
"22057","Epirus","r_0","5","1","1","2","4",-0.126191907425434
"22058","Britannia","r_0","5","1","1","2","4",-0.114240684986562
"22059","Cappadocia","r_0","5","1","1","2","4",-0.103466675596435
"22060","Raetia","r_0","5","1","1","2","4",-0.0950668082289919
"22061","Moesia Superior","r_0","5","1","1","2","4",-0.0837637922021176
"22062","Alpes Maritimae","r_0","5","1","1","2","4",-0.0822037720896991
"22063","Alpes Graiae","r_0","5","1","1","2","4",-0.079355042239851
"22064","Sardinia","r_0","5","1","1","2","4",-0.0648662225658826
"22065","Alpes Cottiae","r_0","5","1","1","2","4",-0.0629053052225651
"22066","Picenum (Regio V)","r_0","5","1","1","2","4",-0.0572594880613251
"22067","Corsica","r_0","5","1","1","2","4",-0.0555181740536886
"22068","Cyrene","r_0","5","1","1","2","4",-0.0399687789389118
"22069","Lusitania","r_0","5","1","1","2","4",-0.0332785862280437
"22070","Aquitania","r_0","5","1","1","2","4",0.00874064186943577
"22071","Dalmatia","r_0","5","1","1","2","4",0.0447499750317282
"22072","Aemilia (Regio VIII)","r_0","5","1","1","2","4",0.0484514875604375
"22073","Umbria (Regio VI)","r_0","5","1","1","2","4",0.0948572277545782
"22074","Lugdunensis","r_0","5","1","1","2","4",0.101849239840664
"22075","Samnium (Regio IV)","r_0","5","1","1","2","4",0.11352485252187
"22076","Mauretania Caesariensis","r_0","5","1","1","2","4",0.118248089953055
"22077","Transpadana (Regio XI)","r_0","5","1","1","2","4",0.131703793928394
"22078","Germania Inferior","r_0","5","1","1","2","4",0.153412350769165
"22079","Hispania Citerior","r_0","5","1","1","2","4",0.196846916866742
"22080","Baetica","r_0","5","1","1","2","4",0.229424889086377
"22081","Apulia et Calabria (Regio II)","r_0","5","1","1","2","4",0.346902827759506
"22082","Germania Superior","r_0","5","1","1","2","4",0.42012394273747
"22083","Belgica","r_0","5","1","1","2","4",0.433513897602514
"22084","Venetia et Histria (Regio X)","r_0","5","1","1","2","4",0.594010299955503
"22085","Narbonensis","r_0","5","1","1","2","4",0.920272694431015
"22086","Latium et Campania (Regio I)","r_0","5","1","1","2","4",6.67527397661221
"22087","Bithynia et Pontus","r_0","5","1","1","2","5",-1.79423562555214
"22088","Creta","r_0","5","1","1","2","5",-0.903049454727192
"22089","Macedonia","r_0","5","1","1","2","5",-0.554048004037138
"22090","Africa Proconsularis","r_0","5","1","1","2","5",-0.49957336218653
"22091","Asia","r_0","5","1","1","2","5",-0.486512072753084
"22092","Numidia","r_0","5","1","1","2","5",-0.446800644330154
"22093","Thracia","r_0","5","1","1","2","5",-0.423879272325308
"22094","Sicilia","r_0","5","1","1","2","5",-0.383313926089371
"22095","Pannonia Inferior","r_0","5","1","1","2","5",-0.37425116155661
"22096","Achaia","r_0","5","1","1","2","5",-0.372831634868711
"22097","Mauretania Tingitana","r_0","5","1","1","2","5",-0.363488802409394
"22098","Arabia","r_0","5","1","1","2","5",-0.354427636554931
"22099","Aegyptus","r_0","5","1","1","2","5",-0.347943180245726
"22100","Dacia","r_0","5","1","1","2","5",-0.330897792998296
"22101","Moesia Inferior","r_0","5","1","1","2","5",-0.300916457717107
"22102","Galatia","r_0","5","1","1","2","5",-0.249446239307115
"22103","Iudaea","r_0","5","1","1","2","5",-0.240675470452165
"22104","Noricum","r_0","5","1","1","2","5",-0.206791941609973
"22105","Cilicia","r_0","5","1","1","2","5",-0.20608593873635
"22106","Bruttium et Lucania (Regio III)","r_0","5","1","1","2","5",-0.182760196229167
"22107","Pannonia Superior","r_0","5","1","1","2","5",-0.181235559974838
"22108","Syria","r_0","5","1","1","2","5",-0.173279488417485
"22109","Liguria (Regio IX)","r_0","5","1","1","2","5",-0.142762239944773
"22110","Epirus","r_0","5","1","1","2","5",-0.126132846540844
"22111","Etruria (Regio VII)","r_0","5","1","1","2","5",-0.120641773680368
"22112","Britannia","r_0","5","1","1","2","5",-0.114814958459301
"22113","Cappadocia","r_0","5","1","1","2","5",-0.102291145994194
"22114","Raetia","r_0","5","1","1","2","5",-0.0936468884091069
"22115","Alpes Maritimae","r_0","5","1","1","2","5",-0.0820590476943703
"22116","Moesia Superior","r_0","5","1","1","2","5",-0.0811711587958864
"22117","Alpes Graiae","r_0","5","1","1","2","5",-0.0782899665560944
"22118","Alpes Cottiae","r_0","5","1","1","2","5",-0.0608601735261474
"22119","Sardinia","r_0","5","1","1","2","5",-0.0572164476944899
"22120","Picenum (Regio V)","r_0","5","1","1","2","5",-0.0554569267788946
"22121","Corsica","r_0","5","1","1","2","5",-0.0548815258373091
"22122","Cyrene","r_0","5","1","1","2","5",-0.0367646908543541
"22123","Lusitania","r_0","5","1","1","2","5",-0.031892476786315
"22124","Aquitania","r_0","5","1","1","2","5",0.00736456506194416
"22125","Dalmatia","r_0","5","1","1","2","5",0.018203814113285
"22126","Aemilia (Regio VIII)","r_0","5","1","1","2","5",0.0593735355088558
"22127","Lugdunensis","r_0","5","1","1","2","5",0.0934906534369086
"22128","Umbria (Regio VI)","r_0","5","1","1","2","5",0.0950522262377548
"22129","Samnium (Regio IV)","r_0","5","1","1","2","5",0.110760597677169
"22130","Mauretania Caesariensis","r_0","5","1","1","2","5",0.117742064137311
"22131","Transpadana (Regio XI)","r_0","5","1","1","2","5",0.133359040589008
"22132","Germania Inferior","r_0","5","1","1","2","5",0.146891028676994
"22133","Hispania Citerior","r_0","5","1","1","2","5",0.200304244349438
"22134","Baetica","r_0","5","1","1","2","5",0.275346453025779
"22135","Apulia et Calabria (Regio II)","r_0","5","1","1","2","5",0.31781084465864
"22136","Germania Superior","r_0","5","1","1","2","5",0.414774592495487
"22137","Belgica","r_0","5","1","1","2","5",0.434940209917167
"22138","Venetia et Histria (Regio X)","r_0","5","1","1","2","5",0.597345914319133
"22139","Narbonensis","r_0","5","1","1","2","5",0.92205778081132
"22140","Latium et Campania (Regio I)","r_0","5","1","1","2","5",6.67050856561504
"22141","Bithynia et Pontus","r_0","5","1","1","3","1",-1.86728898495431
"22142","Creta","r_0","5","1","1","3","1",-0.95874728753108
"22143","Macedonia","r_0","5","1","1","3","1",-0.568497851448374
"22144","Africa Proconsularis","r_0","5","1","1","3","1",-0.516785625383244
"22145","Asia","r_0","5","1","1","3","1",-0.497835855594198
"22146","Numidia","r_0","5","1","1","3","1",-0.449959758243881
"22147","Thracia","r_0","5","1","1","3","1",-0.421640572528692
"22148","Sicilia","r_0","5","1","1","3","1",-0.405804320469235
"22149","Achaia","r_0","5","1","1","3","1",-0.390219425342258
"22150","Mauretania Tingitana","r_0","5","1","1","3","1",-0.372661628747249
"22151","Aegyptus","r_0","5","1","1","3","1",-0.368082039496606
"22152","Pannonia Inferior","r_0","5","1","1","3","1",-0.363376416548966
"22153","Arabia","r_0","5","1","1","3","1",-0.358572886684343
"22154","Dacia","r_0","5","1","1","3","1",-0.314337106697697
"22155","Moesia Inferior","r_0","5","1","1","3","1",-0.2966319117967
"22156","Galatia","r_0","5","1","1","3","1",-0.253961095667614
"22157","Iudaea","r_0","5","1","1","3","1",-0.248320965994891
"22158","Noricum","r_0","5","1","1","3","1",-0.212966799749926
"22159","Cilicia","r_0","5","1","1","3","1",-0.21288520096659
"22160","Bruttium et Lucania (Regio III)","r_0","5","1","1","3","1",-0.185864308472245
"22161","Syria","r_0","5","1","1","3","1",-0.179781969924554
"22162","Liguria (Regio IX)","r_0","5","1","1","3","1",-0.164251725081899
"22163","Pannonia Superior","r_0","5","1","1","3","1",-0.163811361455588
"22164","Etruria (Regio VII)","r_0","5","1","1","3","1",-0.157153388166374
"22165","Epirus","r_0","5","1","1","3","1",-0.129708396270574
"22166","Raetia","r_0","5","1","1","3","1",-0.1263264934368
"22167","Cappadocia","r_0","5","1","1","3","1",-0.103385970503085
"22168","Britannia","r_0","5","1","1","3","1",-0.082308990149478
"22169","Alpes Graiae","r_0","5","1","1","3","1",-0.0791187239232578
"22170","Alpes Maritimae","r_0","5","1","1","3","1",-0.0755751788036022
"22171","Moesia Superior","r_0","5","1","1","3","1",-0.0705378551161431
"22172","Alpes Cottiae","r_0","5","1","1","3","1",-0.0604757495735573
"22173","Corsica","r_0","5","1","1","3","1",-0.0543369419098403
"22174","Picenum (Regio V)","r_0","5","1","1","3","1",-0.0486270495056931
"22175","Sardinia","r_0","5","1","1","3","1",-0.0432737028959101
"22176","Cyrene","r_0","5","1","1","3","1",-0.0360757931281592
"22177","Lusitania","r_0","5","1","1","3","1",-0.0330711040839491
"22178","Aquitania","r_0","5","1","1","3","1",0.0380908094024271
"22179","Dalmatia","r_0","5","1","1","3","1",0.0537897127631656
"22180","Aemilia (Regio VIII)","r_0","5","1","1","3","1",0.0754916855335047
"22181","Umbria (Regio VI)","r_0","5","1","1","3","1",0.0947645357924855
"22182","Samnium (Regio IV)","r_0","5","1","1","3","1",0.119374569359882
"22183","Transpadana (Regio XI)","r_0","5","1","1","3","1",0.119389588176203
"22184","Mauretania Caesariensis","r_0","5","1","1","3","1",0.121328714798063
"22185","Germania Inferior","r_0","5","1","1","3","1",0.146277394374752
"22186","Hispania Citerior","r_0","5","1","1","3","1",0.185658902106072
"22187","Baetica","r_0","5","1","1","3","1",0.220786394699612
"22188","Lugdunensis","r_0","5","1","1","3","1",0.241554174047964
"22189","Apulia et Calabria (Regio II)","r_0","5","1","1","3","1",0.375249722970581
"22190","Germania Superior","r_0","5","1","1","3","1",0.463201871409701
"22191","Belgica","r_0","5","1","1","3","1",0.46497754964752
"22192","Venetia et Histria (Regio X)","r_0","5","1","1","3","1",0.610672290069109
"22193","Narbonensis","r_0","5","1","1","3","1",0.917200714107118
"22194","Latium et Campania (Regio I)","r_0","5","1","1","3","1",6.62445180698841
"22195","Bithynia et Pontus","r_0","5","1","1","3","2",-1.87183961545631
"22196","Creta","r_0","5","1","1","3","2",-0.960082867534013
"22197","Macedonia","r_0","5","1","1","3","2",-0.571049683421099
"22198","Africa Proconsularis","r_0","5","1","1","3","2",-0.520033447990325
"22199","Asia","r_0","5","1","1","3","2",-0.499087571372045
"22200","Numidia","r_0","5","1","1","3","2",-0.453603258537696
"22201","Thracia","r_0","5","1","1","3","2",-0.433288131954887
"22202","Sicilia","r_0","5","1","1","3","2",-0.407941721335277
"22203","Achaia","r_0","5","1","1","3","2",-0.39173988790145
"22204","Pannonia Inferior","r_0","5","1","1","3","2",-0.377533675117413
"22205","Mauretania Tingitana","r_0","5","1","1","3","2",-0.37537419491363
"22206","Aegyptus","r_0","5","1","1","3","2",-0.37004362673394
"22207","Arabia","r_0","5","1","1","3","2",-0.361511331220139
"22208","Dacia","r_0","5","1","1","3","2",-0.316793462504199
"22209","Moesia Inferior","r_0","5","1","1","3","2",-0.298871374988304
"22210","Galatia","r_0","5","1","1","3","2",-0.255955030533075
"22211","Iudaea","r_0","5","1","1","3","2",-0.249071803087833
"22212","Noricum","r_0","5","1","1","3","2",-0.21519364038929
"22213","Cilicia","r_0","5","1","1","3","2",-0.213356953716112
"22214","Bruttium et Lucania (Regio III)","r_0","5","1","1","3","2",-0.187589771017655
"22215","Syria","r_0","5","1","1","3","2",-0.181041684406727
"22216","Pannonia Superior","r_0","5","1","1","3","2",-0.174954316345623
"22217","Liguria (Regio IX)","r_0","5","1","1","3","2",-0.163221835071275
"22218","Etruria (Regio VII)","r_0","5","1","1","3","2",-0.156896908050068
"22219","Epirus","r_0","5","1","1","3","2",-0.130476743239535
"22220","Raetia","r_0","5","1","1","3","2",-0.122495727645718
"22221","Cappadocia","r_0","5","1","1","3","2",-0.103976570949186
"22222","Britannia","r_0","5","1","1","3","2",-0.0829896757376052
"22223","Alpes Graiae","r_0","5","1","1","3","2",-0.0795230608106057
"22224","Alpes Maritimae","r_0","5","1","1","3","2",-0.0749939625517796
"22225","Moesia Superior","r_0","5","1","1","3","2",-0.0696679890754358
"22226","Alpes Cottiae","r_0","5","1","1","3","2",-0.0607913831250938
"22227","Corsica","r_0","5","1","1","3","2",-0.0546944113003819
"22228","Sardinia","r_0","5","1","1","3","2",-0.0529601435658405
"22229","Picenum (Regio V)","r_0","5","1","1","3","2",-0.0483487371432688
"22230","Cyrene","r_0","5","1","1","3","2",-0.0355525843262532
"22231","Lusitania","r_0","5","1","1","3","2",-0.0327259994684704
"22232","Aquitania","r_0","5","1","1","3","2",0.0294362589486945
"22233","Dalmatia","r_0","5","1","1","3","2",0.0559275647082795
"22234","Aemilia (Regio VIII)","r_0","5","1","1","3","2",0.0783371600720763
"22235","Umbria (Regio VI)","r_0","5","1","1","3","2",0.0999702629748868
"22236","Samnium (Regio IV)","r_0","5","1","1","3","2",0.120565019137516
"22237","Transpadana (Regio XI)","r_0","5","1","1","3","2",0.12174578951888
"22238","Mauretania Caesariensis","r_0","5","1","1","3","2",0.122374299629073
"22239","Germania Inferior","r_0","5","1","1","3","2",0.152830440758594
"22240","Hispania Citerior","r_0","5","1","1","3","2",0.209578107508886
"22241","Baetica","r_0","5","1","1","3","2",0.221163991374748
"22242","Lugdunensis","r_0","5","1","1","3","2",0.274041214449105
"22243","Apulia et Calabria (Regio II)","r_0","5","1","1","3","2",0.366140874899434
"22244","Germania Superior","r_0","5","1","1","3","2",0.468095774502997
"22245","Belgica","r_0","5","1","1","3","2",0.47091388173345
"22246","Venetia et Histria (Regio X)","r_0","5","1","1","3","2",0.614981375646904
"22247","Narbonensis","r_0","5","1","1","3","2",0.935488557325094
"22248","Latium et Campania (Regio I)","r_0","5","1","1","3","2",6.61368220934894
"22249","Bithynia et Pontus","r_0","5","1","1","3","3",-1.86917513384646
"22250","Creta","r_0","5","1","1","3","3",-0.958770297951459
"22251","Macedonia","r_0","5","1","1","3","3",-0.566964469293231
"22252","Africa Proconsularis","r_0","5","1","1","3","3",-0.519426142744951
"22253","Asia","r_0","5","1","1","3","3",-0.497884765910511
"22254","Numidia","r_0","5","1","1","3","3",-0.448633564492208
"22255","Thracia","r_0","5","1","1","3","3",-0.432546313580696
"22256","Sicilia","r_0","5","1","1","3","3",-0.407228143705083
"22257","Achaia","r_0","5","1","1","3","3",-0.387233275731368
