"","province","m","l_it","s_it","g_it","a_it","r_it","eci"
"414","Cyrene","r_0","1","1","1","2","3",0.224268525736267
"415","Moesia Inferior","r_0","1","1","1","2","3",0.301374940559673
"416","Belgica","r_0","1","1","1","2","3",0.335686345336126
"417","Picenum (Regio V)","r_0","1","1","1","2","3",0.349710954500311
"418","Germania Inferior","r_0","1","1","1","2","3",0.375449353041373
"419","Noricum","r_0","1","1","1","2","3",0.384526482865156
"420","Samnium (Regio IV)","r_0","1","1","1","2","3",0.432769893519528
"421","Lugdunensis","r_0","1","1","1","2","3",0.436597993923252
"422","Umbria (Regio VI)","r_0","1","1","1","2","3",0.533820502294915
"423","Lusitania","r_0","1","1","1","2","3",0.68349427859957
"424","Pannonia Superior","r_0","1","1","1","2","3",0.730958449054819
"425","Aquitania","r_0","1","1","1","2","3",0.740639427366098
"426","Germania Superior","r_0","1","1","1","2","3",0.878910706755328
"427","Apulia et Calabria (Regio II)","r_0","1","1","1","2","3",1.06724147684738
"428","Hispania Citerior","r_0","1","1","1","2","3",1.08125808627456
"429","Aemilia (Regio VIII)","r_0","1","1","1","2","3",1.08661544946087
"430","Venetia et Histria (Regio X)","r_0","1","1","1","2","3",1.29419916122941
"431","Narbonensis","r_0","1","1","1","2","3",1.4699174453531
"432","Latium et Campania (Regio I)","r_0","1","1","1","2","3",4.35197532736133
"433","Achaia","r_0","1","1","1","2","4",-2.25809671972826
"434","Bithynia et Pontus","r_0","1","1","1","2","4",-2.05988225753246
"435","Creta","r_0","1","1","1","2","4",-1.69785130319801
"436","Macedonia","r_0","1","1","1","2","4",-1.69400918318694
"437","Sicilia","r_0","1","1","1","2","4",-1.43621858050948
"438","Arabia","r_0","1","1","1","2","4",-0.982550125553344
"439","Aegyptus","r_0","1","1","1","2","4",-0.967402193758344
"440","Asia","r_0","1","1","1","2","4",-0.967198767027561
"441","Thracia","r_0","1","1","1","2","4",-0.797563521347122
"442","Iudaea","r_0","1","1","1","2","4",-0.753699389154103
"443","Baetica","r_0","1","1","1","2","4",-0.701602370087132
"444","Cilicia","r_0","1","1","1","2","4",-0.568438308686552
"445","Africa Proconsularis","r_0","1","1","1","2","4",-0.567561935582201
"446","Mauretania Tingitana","r_0","1","1","1","2","4",-0.518048952027233
"447","Numidia","r_0","1","1","1","2","4",-0.475462839280034
"448","Epirus","r_0","1","1","1","2","4",-0.313878206654168
"449","Cappadocia","r_0","1","1","1","2","4",-0.260427201053378
"450","Alpes Graiae","r_0","1","1","1","2","4",-0.22274690223398
"451","Bruttium et Lucania (Regio III)","r_0","1","1","1","2","4",-0.182887858720676
"452","Raetia","r_0","1","1","1","2","4",-0.181642042409462
"453","Dacia","r_0","1","1","1","2","4",-0.165758361873462
"454","Syria","r_0","1","1","1","2","4",-0.0924401795283682
"455","Corsica","r_0","1","1","1","2","4",-0.0613481978443865
"456","Dalmatia","r_0","1","1","1","2","4",-0.0587860219354939
"457","Galatia","r_0","1","1","1","2","4",-0.0456038428816404
"458","Moesia Superior","r_0","1","1","1","2","4",-0.0180135212302
"459","Alpes Maritimae","r_0","1","1","1","2","4",-0.0070561600627483
"460","Alpes Cottiae","r_0","1","1","1","2","4",0.035618668747373
"461","Etruria (Regio VII)","r_0","1","1","1","2","4",0.0380938254951205
"462","Pannonia Inferior","r_0","1","1","1","2","4",0.0448053020261551
"463","Mauretania Caesariensis","r_0","1","1","1","2","4",0.144098331119269
"464","Liguria (Regio IX)","r_0","1","1","1","2","4",0.157858246385323
"465","Britannia","r_0","1","1","1","2","4",0.189160575989217
"466","Sardinia","r_0","1","1","1","2","4",0.212892772440618
"467","Transpadana (Regio XI)","r_0","1","1","1","2","4",0.218802509293514
"468","Cyrene","r_0","1","1","1","2","4",0.230136368398112
"469","Moesia Inferior","r_0","1","1","1","2","4",0.307480196130767
"470","Picenum (Regio V)","r_0","1","1","1","2","4",0.34703484600548
"471","Belgica","r_0","1","1","1","2","4",0.366433416486454
"472","Noricum","r_0","1","1","1","2","4",0.387682565338562
"473","Germania Inferior","r_0","1","1","1","2","4",0.413483851156066
"474","Samnium (Regio IV)","r_0","1","1","1","2","4",0.435248054348812
"475","Lugdunensis","r_0","1","1","1","2","4",0.473999011991453
"476","Umbria (Regio VI)","r_0","1","1","1","2","4",0.570663217150041
"477","Lusitania","r_0","1","1","1","2","4",0.688051104801156
"478","Pannonia Superior","r_0","1","1","1","2","4",0.755963606664289
"479","Aquitania","r_0","1","1","1","2","4",0.767740420667265
"480","Germania Superior","r_0","1","1","1","2","4",0.914225096690873
"481","Hispania Citerior","r_0","1","1","1","2","4",1.06923325990358
"482","Aemilia (Regio VIII)","r_0","1","1","1","2","4",1.0851678109494
"483","Apulia et Calabria (Regio II)","r_0","1","1","1","2","4",1.16027374596701
"484","Venetia et Histria (Regio X)","r_0","1","1","1","2","4",1.27289725377249
"485","Narbonensis","r_0","1","1","1","2","4",1.50610760713528
"486","Latium et Campania (Regio I)","r_0","1","1","1","2","4",4.26302327803306
"487","Achaia","r_0","1","1","1","2","5",-2.20961626904609
"488","Bithynia et Pontus","r_0","1","1","1","2","5",-2.04934541921928
"489","Creta","r_0","1","1","1","2","5",-1.71156811184423
"490","Macedonia","r_0","1","1","1","2","5",-1.64227263767639
"491","Sicilia","r_0","1","1","1","2","5",-1.16319438759797
"492","Arabia","r_0","1","1","1","2","5",-0.984673041673766
"493","Asia","r_0","1","1","1","2","5",-0.978105619016426
"494","Aegyptus","r_0","1","1","1","2","5",-0.948429861854527
"495","Thracia","r_0","1","1","1","2","5",-0.776309472159158
"496","Iudaea","r_0","1","1","1","2","5",-0.762472532047903
"497","Baetica","r_0","1","1","1","2","5",-0.696456058424328
"498","Cilicia","r_0","1","1","1","2","5",-0.580200172963051
"499","Mauretania Tingitana","r_0","1","1","1","2","5",-0.492631494664104
"500","Africa Proconsularis","r_0","1","1","1","2","5",-0.485935893396006
"501","Numidia","r_0","1","1","1","2","5",-0.449448366609578
"502","Epirus","r_0","1","1","1","2","5",-0.289498665995844
"503","Cappadocia","r_0","1","1","1","2","5",-0.278792515509469
"504","Alpes Graiae","r_0","1","1","1","2","5",-0.242299356702694
"505","Raetia","r_0","1","1","1","2","5",-0.207108822751585
"506","Dacia","r_0","1","1","1","2","5",-0.189197440611141
"507","Bruttium et Lucania (Regio III)","r_0","1","1","1","2","5",-0.137251755084436
"508","Syria","r_0","1","1","1","2","5",-0.100577873475529
"509","Dalmatia","r_0","1","1","1","2","5",-0.0998928117554649
"510","Moesia Superior","r_0","1","1","1","2","5",-0.0833946858218833
"511","Corsica","r_0","1","1","1","2","5",-0.0748631304799546
"512","Galatia","r_0","1","1","1","2","5",-0.059328869933911
"513","Alpes Maritimae","r_0","1","1","1","2","5",-0.0189489616210043
"514","Alpes Cottiae","r_0","1","1","1","2","5",0.0140029427758883
"515","Pannonia Inferior","r_0","1","1","1","2","5",0.0456971594670237
"516","Etruria (Regio VII)","r_0","1","1","1","2","5",0.0693368387467043
"517","Britannia","r_0","1","1","1","2","5",0.133692539508145
"518","Liguria (Regio IX)","r_0","1","1","1","2","5",0.163957852978869
"519","Transpadana (Regio XI)","r_0","1","1","1","2","5",0.173986518124512
"520","Sardinia","r_0","1","1","1","2","5",0.178800791663738
"521","Moesia Inferior","r_0","1","1","1","2","5",0.17977711407229
"522","Mauretania Caesariensis","r_0","1","1","1","2","5",0.198104266837482
"523","Cyrene","r_0","1","1","1","2","5",0.213857535984134
"524","Belgica","r_0","1","1","1","2","5",0.282097508850924
"525","Noricum","r_0","1","1","1","2","5",0.33955345504379
"526","Germania Inferior","r_0","1","1","1","2","5",0.351098073287328
"527","Lugdunensis","r_0","1","1","1","2","5",0.401098078098077
"528","Picenum (Regio V)","r_0","1","1","1","2","5",0.423438221158959
"529","Samnium (Regio IV)","r_0","1","1","1","2","5",0.480287964641564
"530","Pannonia Superior","r_0","1","1","1","2","5",0.542907208006428
"531","Umbria (Regio VI)","r_0","1","1","1","2","5",0.604068113166833
"532","Lusitania","r_0","1","1","1","2","5",0.66312434340795
"533","Aquitania","r_0","1","1","1","2","5",0.693715930081032
"534","Germania Superior","r_0","1","1","1","2","5",0.866154708732962
"535","Aemilia (Regio VIII)","r_0","1","1","1","2","5",1.04524332958056
"536","Hispania Citerior","r_0","1","1","1","2","5",1.06688457513562
"537","Apulia et Calabria (Regio II)","r_0","1","1","1","2","5",1.21151030001509
"538","Venetia et Histria (Regio X)","r_0","1","1","1","2","5",1.38232102118407
"539","Narbonensis","r_0","1","1","1","2","5",1.56380084111682
"540","Latium et Campania (Regio I)","r_0","1","1","1","2","5",4.42329699626893
"541","Achaia","r_0","1","1","1","3","1",-2.27314620669385
"542","Bithynia et Pontus","r_0","1","1","1","3","1",-2.08476795259459
"543","Creta","r_0","1","1","1","3","1",-1.74489879635348
"544","Sicilia","r_0","1","1","1","3","1",-1.41331375308821
"545","Macedonia","r_0","1","1","1","3","1",-1.24487980346602
"546","Arabia","r_0","1","1","1","3","1",-1.00270844016161
"547","Asia","r_0","1","1","1","3","1",-0.988829985164531
"548","Aegyptus","r_0","1","1","1","3","1",-0.981870060507288
"549","Thracia","r_0","1","1","1","3","1",-0.77918528597817
"550","Iudaea","r_0","1","1","1","3","1",-0.779001158910174
"551","Baetica","r_0","1","1","1","3","1",-0.756501750543009
"552","Cilicia","r_0","1","1","1","3","1",-0.582218949736453
"553","Numidia","r_0","1","1","1","3","1",-0.537643728982572
"554","Mauretania Tingitana","r_0","1","1","1","3","1",-0.497022085155111
"555","Epirus","r_0","1","1","1","3","1",-0.299160297618423
"556","Cappadocia","r_0","1","1","1","3","1",-0.284049528854253
"557","Alpes Graiae","r_0","1","1","1","3","1",-0.25062381400283
"558","Dacia","r_0","1","1","1","3","1",-0.229877989088936
"559","Raetia","r_0","1","1","1","3","1",-0.220738510539347
"560","Africa Proconsularis","r_0","1","1","1","3","1",-0.197613203811541
"561","Bruttium et Lucania (Regio III)","r_0","1","1","1","3","1",-0.130226999851805
"562","Moesia Superior","r_0","1","1","1","3","1",-0.0995947734197642
"563","Dalmatia","r_0","1","1","1","3","1",-0.0961038964842184
"564","Corsica","r_0","1","1","1","3","1",-0.0800906071614414
"565","Syria","r_0","1","1","1","3","1",-0.0721949521469543
"566","Galatia","r_0","1","1","1","3","1",-0.0665204005459106
"567","Pannonia Inferior","r_0","1","1","1","3","1",-0.0023278387416578
"568","Alpes Maritimae","r_0","1","1","1","3","1",-0.000263609382132089
"569","Moesia Inferior","r_0","1","1","1","3","1",0.0243759057994931
"570","Alpes Cottiae","r_0","1","1","1","3","1",0.0275711141251307
"571","Etruria (Regio VII)","r_0","1","1","1","3","1",0.0777037892063761
"572","Transpadana (Regio XI)","r_0","1","1","1","3","1",0.169614952808311
"573","Mauretania Caesariensis","r_0","1","1","1","3","1",0.194119144950015
"574","Britannia","r_0","1","1","1","3","1",0.196881686556495
"575","Liguria (Regio IX)","r_0","1","1","1","3","1",0.197797312874077
"576","Sardinia","r_0","1","1","1","3","1",0.202844192829661
"577","Cyrene","r_0","1","1","1","3","1",0.205662967244621
"578","Belgica","r_0","1","1","1","3","1",0.321230618789947
"579","Germania Inferior","r_0","1","1","1","3","1",0.34564678454684
"580","Lugdunensis","r_0","1","1","1","3","1",0.370963217943147
"581","Noricum","r_0","1","1","1","3","1",0.380505402224353
"582","Picenum (Regio V)","r_0","1","1","1","3","1",0.411876404399307
"583","Samnium (Regio IV)","r_0","1","1","1","3","1",0.458614945195281
"584","Umbria (Regio VI)","r_0","1","1","1","3","1",0.527434455642495
"585","Lusitania","r_0","1","1","1","3","1",0.651627168702627
"586","Pannonia Superior","r_0","1","1","1","3","1",0.722641084930202
"587","Aquitania","r_0","1","1","1","3","1",0.724453012090342
"588","Germania Superior","r_0","1","1","1","3","1",0.861412121901957
"589","Aemilia (Regio VIII)","r_0","1","1","1","3","1",1.08789908151231
"590","Hispania Citerior","r_0","1","1","1","3","1",1.12027440093392
"591","Apulia et Calabria (Regio II)","r_0","1","1","1","3","1",1.13621392845883
"592","Venetia et Histria (Regio X)","r_0","1","1","1","3","1",1.31076663869929
"593","Narbonensis","r_0","1","1","1","3","1",1.57001248089032
"594","Latium et Campania (Regio I)","r_0","1","1","1","3","1",4.39723156572894
"595","Achaia","r_0","1","1","1","3","2",-2.27753726315706
"596","Bithynia et Pontus","r_0","1","1","1","3","2",-2.08763276371018
"597","Creta","r_0","1","1","1","3","2",-1.7463933852259
"598","Sicilia","r_0","1","1","1","3","2",-1.41483795660351
"599","Macedonia","r_0","1","1","1","3","2",-1.24346029180962
"600","Arabia","r_0","1","1","1","3","2",-1.00412200837121
"601","Asia","r_0","1","1","1","3","2",-0.989398979943632
"602","Aegyptus","r_0","1","1","1","3","2",-0.982028828826664
"603","Thracia","r_0","1","1","1","3","2",-0.781179736936055
"604","Iudaea","r_0","1","1","1","3","2",-0.77937878000062
"605","Baetica","r_0","1","1","1","3","2",-0.749394174042698
"606","Cilicia","r_0","1","1","1","3","2",-0.582675977294709
"607","Numidia","r_0","1","1","1","3","2",-0.528107067691228
"608","Mauretania Tingitana","r_0","1","1","1","3","2",-0.500091006036877
"609","Epirus","r_0","1","1","1","3","2",-0.299623082422315
"610","Cappadocia","r_0","1","1","1","3","2",-0.283811314251608
"611","Alpes Graiae","r_0","1","1","1","3","2",-0.250480254726118
"612","Raetia","r_0","1","1","1","3","2",-0.21994322414625
"613","Dacia","r_0","1","1","1","3","2",-0.217678972967152
"614","Africa Proconsularis","r_0","1","1","1","3","2",-0.194544514576084
"615","Bruttium et Lucania (Regio III)","r_0","1","1","1","3","2",-0.131745776893666
"616","Moesia Superior","r_0","1","1","1","3","2",-0.0920600082135496
"617","Dalmatia","r_0","1","1","1","3","2",-0.0896363594425646
"618","Syria","r_0","1","1","1","3","2",-0.0754774415182066
"619","Corsica","r_0","1","1","1","3","2",-0.0743335801374368
"620","Galatia","r_0","1","1","1","3","2",-0.0651653267308944
"621","Alpes Maritimae","r_0","1","1","1","3","2",-0.00309056840269024
"622","Pannonia Inferior","r_0","1","1","1","3","2",0.00560618789750811
"623","Alpes Cottiae","r_0","1","1","1","3","2",0.0272107354183448
"624","Moesia Inferior","r_0","1","1","1","3","2",0.0319633740511117
"625","Etruria (Regio VII)","r_0","1","1","1","3","2",0.0742848264088961
"626","Transpadana (Regio XI)","r_0","1","1","1","3","2",0.174508973953059
"627","Liguria (Regio IX)","r_0","1","1","1","3","2",0.176150718662989
"628","Mauretania Caesariensis","r_0","1","1","1","3","2",0.190256700227783
"629","Britannia","r_0","1","1","1","3","2",0.196922556250175
"630","Sardinia","r_0","1","1","1","3","2",0.203771452190106
"631","Cyrene","r_0","1","1","1","3","2",0.213102496754545
"632","Belgica","r_0","1","1","1","3","2",0.321430674061797
"633","Germania Inferior","r_0","1","1","1","3","2",0.348018019228078
"634","Lugdunensis","r_0","1","1","1","3","2",0.372137216911954
"635","Noricum","r_0","1","1","1","3","2",0.38012569894714
"636","Picenum (Regio V)","r_0","1","1","1","3","2",0.404940632064533
"637","Samnium (Regio IV)","r_0","1","1","1","3","2",0.454771374771761
"638","Umbria (Regio VI)","r_0","1","1","1","3","2",0.523323929870942
"639","Lusitania","r_0","1","1","1","3","2",0.648407801462631
"640","Aquitania","r_0","1","1","1","3","2",0.72291463262965
"641","Pannonia Superior","r_0","1","1","1","3","2",0.722922735069808
"642","Germania Superior","r_0","1","1","1","3","2",0.865408178454089
"643","Aemilia (Regio VIII)","r_0","1","1","1","3","2",1.08148978882586
"644","Hispania Citerior","r_0","1","1","1","3","2",1.11200935723465
"645","Apulia et Calabria (Regio II)","r_0","1","1","1","3","2",1.14384893593324
"646","Venetia et Histria (Regio X)","r_0","1","1","1","3","2",1.30142936741992
"647","Narbonensis","r_0","1","1","1","3","2",1.56322733559431
"648","Latium et Campania (Regio I)","r_0","1","1","1","3","2",4.4036449437836
"649","Achaia","r_0","1","1","1","3","3",-2.2420695651121
"650","Bithynia et Pontus","r_0","1","1","1","3","3",-2.02795809947314
"651","Creta","r_0","1","1","1","3","3",-1.708724457475
"652","Macedonia","r_0","1","1","1","3","3",-1.65584070488934
"653","Sicilia","r_0","1","1","1","3","3",-1.37750149858145
"654","Arabia","r_0","1","1","1","3","3",-0.976311046095659
"655","Aegyptus","r_0","1","1","1","3","3",-0.972968565307826
"656","Asia","r_0","1","1","1","3","3",-0.948677519461856
"657","Iudaea","r_0","1","1","1","3","3",-0.767052677394618
"658","Thracia","r_0","1","1","1","3","3",-0.763503457431767
"659","Baetica","r_0","1","1","1","3","3",-0.709153068518851
"660","Cilicia","r_0","1","1","1","3","3",-0.572608850633473
"661","Mauretania Tingitana","r_0","1","1","1","3","3",-0.503750493243888
"662","Numidia","r_0","1","1","1","3","3",-0.460070715040551
"663","Epirus","r_0","1","1","1","3","3",-0.29565685841831
"664","Cappadocia","r_0","1","1","1","3","3",-0.281615531645235
"665","Alpes Graiae","r_0","1","1","1","3","3",-0.245929436880244
"666","Raetia","r_0","1","1","1","3","3",-0.21036192425181
"667","Dacia","r_0","1","1","1","3","3",-0.203148546363928
"668","Africa Proconsularis","r_0","1","1","1","3","3",-0.168310341102564
"669","Bruttium et Lucania (Regio III)","r_0","1","1","1","3","3",-0.139054995872441
"670","Dalmatia","r_0","1","1","1","3","3",-0.0930417567442872
"671","Moesia Superior","r_0","1","1","1","3","3",-0.0830814373638668
"672","Syria","r_0","1","1","1","3","3",-0.0782968442635098
"673","Corsica","r_0","1","1","1","3","3",-0.0744444678768005
"674","Galatia","r_0","1","1","1","3","3",-0.0628538705055398
"675","Alpes Maritimae","r_0","1","1","1","3","3",-0.0102810918333274
"676","Pannonia Inferior","r_0","1","1","1","3","3",0.0236704361931197
"677","Alpes Cottiae","r_0","1","1","1","3","3",0.0274976631342581
"678","Moesia Inferior","r_0","1","1","1","3","3",0.0316956889550956
"679","Etruria (Regio VII)","r_0","1","1","1","3","3",0.0523290452071599
"680","Liguria (Regio IX)","r_0","1","1","1","3","3",0.165602514051413
"681","Transpadana (Regio XI)","r_0","1","1","1","3","3",0.17164696529804
"682","Mauretania Caesariensis","r_0","1","1","1","3","3",0.17884904760416
