"","province","m","l_it","s_it","g_it","a_it","r_it","eci"
"15096","Alpes Cottiae","r_0","3","2","2","1","5",0.0898359690229852
"15097","Picenum (Regio V)","r_0","3","2","2","1","5",0.102106764952489
"15098","Mauretania Caesariensis","r_0","3","2","2","1","5",0.148985809387288
"15099","Liguria (Regio IX)","r_0","3","2","2","1","5",0.149049791008793
"15100","Britannia","r_0","3","2","2","1","5",0.168486799671644
"15101","Transpadana (Regio XI)","r_0","3","2","2","1","5",0.204952713259978
"15102","Belgica","r_0","3","2","2","1","5",0.266902306703425
"15103","Cyrene","r_0","3","2","2","1","5",0.315852885724719
"15104","Sardinia","r_0","3","2","2","1","5",0.320742920514929
"15105","Bruttium et Lucania (Regio III)","r_0","3","2","2","1","5",0.336857007567312
"15106","Germania Inferior","r_0","3","2","2","1","5",0.44573914110801
"15107","Noricum","r_0","3","2","2","1","5",0.456181764199495
"15108","Lugdunensis","r_0","3","2","2","1","5",0.54788797709029
"15109","Umbria (Regio VI)","r_0","3","2","2","1","5",0.69437555261623
"15110","Pannonia Superior","r_0","3","2","2","1","5",0.722328927773401
"15111","Lusitania","r_0","3","2","2","1","5",0.780650646756762
"15112","Aquitania","r_0","3","2","2","1","5",0.80046517889732
"15113","Samnium (Regio IV)","r_0","3","2","2","1","5",0.833172977162385
"15114","Germania Superior","r_0","3","2","2","1","5",0.922679873218371
"15115","Apulia et Calabria (Regio II)","r_0","3","2","2","1","5",0.923731269694571
"15116","Aemilia (Regio VIII)","r_0","3","2","2","1","5",1.09962805278514
"15117","Hispania Citerior","r_0","3","2","2","1","5",1.16984707164293
"15118","Venetia et Histria (Regio X)","r_0","3","2","2","1","5",1.29500780673511
"15119","Narbonensis","r_0","3","2","2","1","5",1.61528403054512
"15120","Latium et Campania (Regio I)","r_0","3","2","2","1","5",4.0631348885622
"15121","Achaia","r_0","3","2","2","2","1",-2.34948481090781
"15122","Bithynia et Pontus","r_0","3","2","2","2","1",-2.07098512984021
"15123","Creta","r_0","3","2","2","2","1",-1.70035960703586
"15124","Macedonia","r_0","3","2","2","2","1",-1.65970086562608
"15125","Aegyptus","r_0","3","2","2","2","1",-1.39531838172352
"15126","Sicilia","r_0","3","2","2","2","1",-1.31804265982335
"15127","Arabia","r_0","3","2","2","2","1",-0.985953811639882
"15128","Numidia","r_0","3","2","2","2","1",-0.838139197117599
"15129","Dacia","r_0","3","2","2","2","1",-0.814208489782798
"15130","Thracia","r_0","3","2","2","2","1",-0.809754777304899
"15131","Iudaea","r_0","3","2","2","2","1",-0.785188369778864
"15132","Baetica","r_0","3","2","2","2","1",-0.643978785484913
"15133","Mauretania Tingitana","r_0","3","2","2","2","1",-0.631220812916042
"15134","Cilicia","r_0","3","2","2","2","1",-0.616764378101783
"15135","Africa Proconsularis","r_0","3","2","2","2","1",-0.495979072887319
"15136","Epirus","r_0","3","2","2","2","1",-0.348128614285592
"15137","Alpes Graiae","r_0","3","2","2","2","1",-0.210538308468189
"15138","Syria","r_0","3","2","2","2","1",-0.191622191423232
"15139","Raetia","r_0","3","2","2","2","1",-0.165104778237666
"15140","Cappadocia","r_0","3","2","2","2","1",-0.133622880253676
"15141","Pannonia Inferior","r_0","3","2","2","2","1",-0.0966144765910902
"15142","Corsica","r_0","3","2","2","2","1",-0.0937508639518393
"15143","Moesia Superior","r_0","3","2","2","2","1",-0.0611840127007166
"15144","Asia","r_0","3","2","2","2","1",-0.0326755900339353
"15145","Alpes Maritimae","r_0","3","2","2","2","1",-0.0145297037420495
"15146","Etruria (Regio VII)","r_0","3","2","2","2","1",-0.0127483789163879
"15147","Galatia","r_0","3","2","2","2","1",0.0099605707766753
"15148","Dalmatia","r_0","3","2","2","2","1",0.010745149811127
"15149","Alpes Cottiae","r_0","3","2","2","2","1",0.0738272851825434
"15150","Liguria (Regio IX)","r_0","3","2","2","2","1",0.0971206130837979
"15151","Moesia Inferior","r_0","3","2","2","2","1",0.103909246953482
"15152","Mauretania Caesariensis","r_0","3","2","2","2","1",0.104550985957522
"15153","Transpadana (Regio XI)","r_0","3","2","2","2","1",0.166322607052197
"15154","Britannia","r_0","3","2","2","2","1",0.173376047934195
"15155","Sardinia","r_0","3","2","2","2","1",0.303057852426622
"15156","Cyrene","r_0","3","2","2","2","1",0.304247403522631
"15157","Belgica","r_0","3","2","2","2","1",0.308158251240173
"15158","Bruttium et Lucania (Regio III)","r_0","3","2","2","2","1",0.364905843392892
"15159","Germania Inferior","r_0","3","2","2","2","1",0.43150714836106
"15160","Noricum","r_0","3","2","2","2","1",0.448825482774853
"15161","Picenum (Regio V)","r_0","3","2","2","2","1",0.475746840142927
"15162","Lugdunensis","r_0","3","2","2","2","1",0.483536716461449
"15163","Umbria (Regio VI)","r_0","3","2","2","2","1",0.655959123133194
"15164","Lusitania","r_0","3","2","2","2","1",0.698054849967722
"15165","Pannonia Superior","r_0","3","2","2","2","1",0.737775798555011
"15166","Samnium (Regio IV)","r_0","3","2","2","2","1",0.74115313210596
"15167","Aquitania","r_0","3","2","2","2","1",0.786818724803036
"15168","Germania Superior","r_0","3","2","2","2","1",0.90324143859073
"15169","Apulia et Calabria (Regio II)","r_0","3","2","2","2","1",0.974368650160422
"15170","Aemilia (Regio VIII)","r_0","3","2","2","2","1",1.13631195186055
"15171","Hispania Citerior","r_0","3","2","2","2","1",1.16831120905645
"15172","Venetia et Histria (Regio X)","r_0","3","2","2","2","1",1.21745645363236
"15173","Narbonensis","r_0","3","2","2","2","1",1.57491532090053
"15174","Latium et Campania (Regio I)","r_0","3","2","2","2","1",4.02143425073518
"15175","Achaia","r_0","3","2","2","2","2",-2.32623304963925
"15176","Bithynia et Pontus","r_0","3","2","2","2","2",-2.07158017601016
"15177","Creta","r_0","3","2","2","2","2",-1.70242319609555
"15178","Macedonia","r_0","3","2","2","2","2",-1.66178051005032
"15179","Aegyptus","r_0","3","2","2","2","2",-1.39555357875504
"15180","Sicilia","r_0","3","2","2","2","2",-1.33388964694655
"15181","Arabia","r_0","3","2","2","2","2",-0.988446354244934
"15182","Numidia","r_0","3","2","2","2","2",-0.829986438696998
"15183","Thracia","r_0","3","2","2","2","2",-0.810816668058742
"15184","Dacia","r_0","3","2","2","2","2",-0.796827852028996
"15185","Iudaea","r_0","3","2","2","2","2",-0.787847299565338
"15186","Baetica","r_0","3","2","2","2","2",-0.641043808738461
"15187","Mauretania Tingitana","r_0","3","2","2","2","2",-0.633081124618283
"15188","Cilicia","r_0","3","2","2","2","2",-0.618021548625374
"15189","Africa Proconsularis","r_0","3","2","2","2","2",-0.519589017241945
"15190","Epirus","r_0","3","2","2","2","2",-0.344835547512234
"15191","Alpes Graiae","r_0","3","2","2","2","2",-0.212585193524431
"15192","Syria","r_0","3","2","2","2","2",-0.188582290572955
"15193","Raetia","r_0","3","2","2","2","2",-0.166068612551543
"15194","Cappadocia","r_0","3","2","2","2","2",-0.133344698175077
"15195","Corsica","r_0","3","2","2","2","2",-0.08731048775386
"15196","Pannonia Inferior","r_0","3","2","2","2","2",-0.0824748251802296
"15197","Moesia Superior","r_0","3","2","2","2","2",-0.0566372244973375
"15198","Asia","r_0","3","2","2","2","2",-0.0537912429523239
"15199","Etruria (Regio VII)","r_0","3","2","2","2","2",-0.0214591667157964
"15200","Alpes Maritimae","r_0","3","2","2","2","2",-0.00953556332598976
"15201","Dalmatia","r_0","3","2","2","2","2",-0.00606243295392224
"15202","Galatia","r_0","3","2","2","2","2",0.0100959437026116
"15203","Alpes Cottiae","r_0","3","2","2","2","2",0.0718333724901937
"15204","Mauretania Caesariensis","r_0","3","2","2","2","2",0.0985335972968914
"15205","Moesia Inferior","r_0","3","2","2","2","2",0.107965741190383
"15206","Liguria (Regio IX)","r_0","3","2","2","2","2",0.131429090080148
"15207","Britannia","r_0","3","2","2","2","2",0.141618274044797
"15208","Transpadana (Regio XI)","r_0","3","2","2","2","2",0.173919726391221
"15209","Belgica","r_0","3","2","2","2","2",0.227132528322254
"15210","Sardinia","r_0","3","2","2","2","2",0.295677341143321
"15211","Cyrene","r_0","3","2","2","2","2",0.302002417365426
"15212","Bruttium et Lucania (Regio III)","r_0","3","2","2","2","2",0.366602803202869
"15213","Germania Inferior","r_0","3","2","2","2","2",0.412662029909641
"15214","Noricum","r_0","3","2","2","2","2",0.433035226283102
"15215","Picenum (Regio V)","r_0","3","2","2","2","2",0.479594552116973
"15216","Lugdunensis","r_0","3","2","2","2","2",0.542070846357062
"15217","Umbria (Regio VI)","r_0","3","2","2","2","2",0.693783434670813
"15218","Pannonia Superior","r_0","3","2","2","2","2",0.71509630650021
"15219","Lusitania","r_0","3","2","2","2","2",0.728841729023799
"15220","Aquitania","r_0","3","2","2","2","2",0.750682985335969
"15221","Samnium (Regio IV)","r_0","3","2","2","2","2",0.755712310185755
"15222","Germania Superior","r_0","3","2","2","2","2",0.897692005113491
"15223","Apulia et Calabria (Regio II)","r_0","3","2","2","2","2",1.01707287966972
"15224","Aemilia (Regio VIII)","r_0","3","2","2","2","2",1.13360046439924
"15225","Hispania Citerior","r_0","3","2","2","2","2",1.16036851638016
"15226","Venetia et Histria (Regio X)","r_0","3","2","2","2","2",1.23584577069479
"15227","Narbonensis","r_0","3","2","2","2","2",1.5858551066194
"15228","Latium et Campania (Regio I)","r_0","3","2","2","2","2",4.01108255654141
"15229","Achaia","r_0","3","2","2","2","3",-2.27183312575928
"15230","Bithynia et Pontus","r_0","3","2","2","2","3",-2.06403550288064
"15231","Creta","r_0","3","2","2","2","3",-1.69811140041986
"15232","Macedonia","r_0","3","2","2","2","3",-1.60820805001287
"15233","Aegyptus","r_0","3","2","2","2","3",-1.37330710836118
"15234","Sicilia","r_0","3","2","2","2","3",-1.27974252243421
"15235","Arabia","r_0","3","2","2","2","3",-0.983305188863762
"15236","Numidia","r_0","3","2","2","2","3",-0.81927210109752
"15237","Thracia","r_0","3","2","2","2","3",-0.801590361626772
"15238","Dacia","r_0","3","2","2","2","3",-0.799968320322725
"15239","Iudaea","r_0","3","2","2","2","3",-0.784939117291831
"15240","Baetica","r_0","3","2","2","2","3",-0.660111587053266
"15241","Cilicia","r_0","3","2","2","2","3",-0.616117923948702
"15242","Mauretania Tingitana","r_0","3","2","2","2","3",-0.590414403440396
"15243","Africa Proconsularis","r_0","3","2","2","2","3",-0.519734802329896
"15244","Epirus","r_0","3","2","2","2","3",-0.330436881377505
"15245","Alpes Graiae","r_0","3","2","2","2","3",-0.213776986307481
"15246","Syria","r_0","3","2","2","2","3",-0.191889827986837
"15247","Raetia","r_0","3","2","2","2","3",-0.167995041117253
"15248","Cappadocia","r_0","3","2","2","2","3",-0.125857857827641
"15249","Corsica","r_0","3","2","2","2","3",-0.093248212227635
"15250","Pannonia Inferior","r_0","3","2","2","2","3",-0.0872493929061339
"15251","Moesia Superior","r_0","3","2","2","2","3",-0.0730554729771036
"15252","Asia","r_0","3","2","2","2","3",-0.0441845956298469
"15253","Dalmatia","r_0","3","2","2","2","3",-0.0234939925362626
"15254","Moesia Inferior","r_0","3","2","2","2","3",-0.0205649726273928
"15255","Alpes Maritimae","r_0","3","2","2","2","3",-0.0133344437232745
"15256","Galatia","r_0","3","2","2","2","3",0.00168009802142811
"15257","Etruria (Regio VII)","r_0","3","2","2","2","3",0.0115900736315979
"15258","Alpes Cottiae","r_0","3","2","2","2","3",0.066598390487002
"15259","Liguria (Regio IX)","r_0","3","2","2","2","3",0.125146568969241
"15260","Britannia","r_0","3","2","2","2","3",0.147014817189064
"15261","Mauretania Caesariensis","r_0","3","2","2","2","3",0.157812940370658
"15262","Transpadana (Regio XI)","r_0","3","2","2","2","3",0.167452413432602
"15263","Picenum (Regio V)","r_0","3","2","2","2","3",0.183671386541163
"15264","Belgica","r_0","3","2","2","2","3",0.223529583173685
"15265","Sardinia","r_0","3","2","2","2","3",0.295482630438797
"15266","Cyrene","r_0","3","2","2","2","3",0.300460031062701
"15267","Bruttium et Lucania (Regio III)","r_0","3","2","2","2","3",0.353423441864398
"15268","Noricum","r_0","3","2","2","2","3",0.404287993218145
"15269","Germania Inferior","r_0","3","2","2","2","3",0.415411240114175
"15270","Lugdunensis","r_0","3","2","2","2","3",0.51749147716234
"15271","Umbria (Regio VI)","r_0","3","2","2","2","3",0.677615075823325
"15272","Pannonia Superior","r_0","3","2","2","2","3",0.694258678842134
"15273","Lusitania","r_0","3","2","2","2","3",0.724336082785684
"15274","Aquitania","r_0","3","2","2","2","3",0.76113562331795
"15275","Samnium (Regio IV)","r_0","3","2","2","2","3",0.811747231707169
"15276","Germania Superior","r_0","3","2","2","2","3",0.897353400079543
"15277","Apulia et Calabria (Regio II)","r_0","3","2","2","2","3",1.07271873618256
"15278","Aemilia (Regio VIII)","r_0","3","2","2","2","3",1.10594833167852
"15279","Hispania Citerior","r_0","3","2","2","2","3",1.14509233046872
"15280","Venetia et Histria (Regio X)","r_0","3","2","2","2","3",1.30606979097948
"15281","Narbonensis","r_0","3","2","2","2","3",1.58142435539995
"15282","Latium et Campania (Regio I)","r_0","3","2","2","2","3",4.10702647014525
"15283","Achaia","r_0","3","2","2","2","4",-2.23021080347973
"15284","Bithynia et Pontus","r_0","3","2","2","2","4",-2.04081874624597
"15285","Creta","r_0","3","2","2","2","4",-1.68003867399594
"15286","Macedonia","r_0","3","2","2","2","4",-1.57419893013539
"15287","Aegyptus","r_0","3","2","2","2","4",-1.36502013381784
"15288","Sicilia","r_0","3","2","2","2","4",-1.23944349281289
"15289","Arabia","r_0","3","2","2","2","4",-0.973992399413004
"15290","Dacia","r_0","3","2","2","2","4",-0.898645645431879
"15291","Numidia","r_0","3","2","2","2","4",-0.797220417603641
"15292","Thracia","r_0","3","2","2","2","4",-0.793432387699254
"15293","Iudaea","r_0","3","2","2","2","4",-0.7753456047396
"15294","Baetica","r_0","3","2","2","2","4",-0.70723838921927
"15295","Cilicia","r_0","3","2","2","2","4",-0.608509795841297
"15296","Mauretania Tingitana","r_0","3","2","2","2","4",-0.585311615914368
"15297","Africa Proconsularis","r_0","3","2","2","2","4",-0.471594211083491
"15298","Epirus","r_0","3","2","2","2","4",-0.308407189572465
"15299","Alpes Graiae","r_0","3","2","2","2","4",-0.211689883792751
"15300","Syria","r_0","3","2","2","2","4",-0.186692077236688
"15301","Pannonia Inferior","r_0","3","2","2","2","4",-0.176958850917384
"15302","Raetia","r_0","3","2","2","2","4",-0.167117468385375
"15303","Cappadocia","r_0","3","2","2","2","4",-0.106964838702749
"15304","Corsica","r_0","3","2","2","2","4",-0.09489451283786
"15305","Asia","r_0","3","2","2","2","4",-0.0848191815280622
"15306","Moesia Superior","r_0","3","2","2","2","4",-0.0736319481411319
"15307","Etruria (Regio VII)","r_0","3","2","2","2","4",-0.0362227157297301
"15308","Dalmatia","r_0","3","2","2","2","4",-0.0220436562693478
"15309","Alpes Maritimae","r_0","3","2","2","2","4",-0.0138720744150821
"15310","Moesia Inferior","r_0","3","2","2","2","4",-0.0105000283508435
"15311","Galatia","r_0","3","2","2","2","4",-0.00195600232041946
"15312","Alpes Cottiae","r_0","3","2","2","2","4",0.0687845080872508
"15313","Liguria (Regio IX)","r_0","3","2","2","2","4",0.124558212390717
"15314","Britannia","r_0","3","2","2","2","4",0.153120704940621
"15315","Transpadana (Regio XI)","r_0","3","2","2","2","4",0.15928646168647
"15316","Mauretania Caesariensis","r_0","3","2","2","2","4",0.174390887012883
"15317","Picenum (Regio V)","r_0","3","2","2","2","4",0.186380285294446
"15318","Belgica","r_0","3","2","2","2","4",0.230908376959574
"15319","Cyrene","r_0","3","2","2","2","4",0.292455252827372
"15320","Sardinia","r_0","3","2","2","2","4",0.299316655234278
"15321","Bruttium et Lucania (Regio III)","r_0","3","2","2","2","4",0.346133082070919
"15322","Germania Inferior","r_0","3","2","2","2","4",0.408376083894569
"15323","Noricum","r_0","3","2","2","2","4",0.429648838518808
"15324","Lugdunensis","r_0","3","2","2","2","4",0.506098474808843
"15325","Umbria (Regio VI)","r_0","3","2","2","2","4",0.69078583533144
"15326","Pannonia Superior","r_0","3","2","2","2","4",0.692159147431373
"15327","Aquitania","r_0","3","2","2","2","4",0.757250583851138
"15328","Lusitania","r_0","3","2","2","2","4",0.760847989058483
"15329","Samnium (Regio IV)","r_0","3","2","2","2","4",0.834749963630389
"15330","Germania Superior","r_0","3","2","2","2","4",0.884017930533236
"15331","Apulia et Calabria (Regio II)","r_0","3","2","2","2","4",0.934108649936519
"15332","Aemilia (Regio VIII)","r_0","3","2","2","2","4",1.09654160076636
"15333","Hispania Citerior","r_0","3","2","2","2","4",1.15296090391629
"15334","Venetia et Histria (Regio X)","r_0","3","2","2","2","4",1.29821888196384
"15335","Narbonensis","r_0","3","2","2","2","4",1.55431812699983
"15336","Latium et Campania (Regio I)","r_0","3","2","2","2","4",4.2013742384878
"15337","Achaia","r_0","3","2","2","2","5",-2.19015131125464
"15338","Bithynia et Pontus","r_0","3","2","2","2","5",-2.02666260324984
"15339","Creta","r_0","3","2","2","2","5",-1.67243099008154
"15340","Macedonia","r_0","3","2","2","2","5",-1.52500212401959
"15341","Aegyptus","r_0","3","2","2","2","5",-1.33236937620599
"15342","Sicilia","r_0","3","2","2","2","5",-1.20241383615597
"15343","Arabia","r_0","3","2","2","2","5",-0.963859223749376
"15344","Dacia","r_0","3","2","2","2","5",-0.878922619953774
"15345","Numidia","r_0","3","2","2","2","5",-0.808739867022812
"15346","Thracia","r_0","3","2","2","2","5",-0.780376591562655
"15347","Iudaea","r_0","3","2","2","2","5",-0.771407236445146
"15348","Baetica","r_0","3","2","2","2","5",-0.705769669683329
"15349","Cilicia","r_0","3","2","2","2","5",-0.606479262731356
"15350","Mauretania Tingitana","r_0","3","2","2","2","5",-0.548052496856532
"15351","Africa Proconsularis","r_0","3","2","2","2","5",-0.535753321380032
"15352","Epirus","r_0","3","2","2","2","5",-0.300804890852944
"15353","Alpes Graiae","r_0","3","2","2","2","5",-0.212454693173788
"15354","Pannonia Inferior","r_0","3","2","2","2","5",-0.196219952892647
"15355","Syria","r_0","3","2","2","2","5",-0.175780882681084
"15356","Raetia","r_0","3","2","2","2","5",-0.168137625102677
"15357","Cappadocia","r_0","3","2","2","2","5",-0.109618888597284
"15358","Corsica","r_0","3","2","2","2","5",-0.100290600547302
"15359","Asia","r_0","3","2","2","2","5",-0.0765435679303931
"15360","Moesia Superior","r_0","3","2","2","2","5",-0.0710560885691404
"15361","Dalmatia","r_0","3","2","2","2","5",-0.0408748554320513
"15362","Galatia","r_0","3","2","2","2","5",-0.0341403515578412
"15363","Etruria (Regio VII)","r_0","3","2","2","2","5",-0.0164377213161006
"15364","Moesia Inferior","r_0","3","2","2","2","5",-0.0143846206731258
"15365","Alpes Maritimae","r_0","3","2","2","2","5",-0.0140621330816397
"15366","Alpes Cottiae","r_0","3","2","2","2","5",0.0651904708066051
"15367","Bruttium et Lucania (Regio III)","r_0","3","2","2","2","5",0.0878640105454142
"15368","Liguria (Regio IX)","r_0","3","2","2","2","5",0.131030398188955
"15369","Britannia","r_0","3","2","2","2","5",0.153675359738186
"15370","Transpadana (Regio XI)","r_0","3","2","2","2","5",0.161764828932872
"15371","Mauretania Caesariensis","r_0","3","2","2","2","5",0.182203893314638
"15372","Picenum (Regio V)","r_0","3","2","2","2","5",0.219755686220707
"15373","Belgica","r_0","3","2","2","2","5",0.228082897308263
"15374","Sardinia","r_0","3","2","2","2","5",0.285413688532404
"15375","Cyrene","r_0","3","2","2","2","5",0.297135188738073
"15376","Germania Inferior","r_0","3","2","2","2","5",0.40162346865023
"15377","Noricum","r_0","3","2","2","2","5",0.427807991735487
"15378","Lugdunensis","r_0","3","2","2","2","5",0.504545762890526
"15379","Umbria (Regio VI)","r_0","3","2","2","2","5",0.669993652823159
"15380","Pannonia Superior","r_0","3","2","2","2","5",0.697085459764311
"15381","Lusitania","r_0","3","2","2","2","5",0.744215080531623
"15382","Aquitania","r_0","3","2","2","2","5",0.761463706732616
"15383","Samnium (Regio IV)","r_0","3","2","2","2","5",0.829474553681521
"15384","Germania Superior","r_0","3","2","2","2","5",0.892079768594527
"15385","Apulia et Calabria (Regio II)","r_0","3","2","2","2","5",0.96495069457015
"15386","Aemilia (Regio VIII)","r_0","3","2","2","2","5",1.07943816690099
"15387","Hispania Citerior","r_0","3","2","2","2","5",1.15556813343166
"15388","Venetia et Histria (Regio X)","r_0","3","2","2","2","5",1.27622162256883
"15389","Narbonensis","r_0","3","2","2","2","5",1.5728997981899
"15390","Latium et Campania (Regio I)","r_0","3","2","2","2","5",4.28971311936895
"15391","Achaia","r_0","3","2","2","3","1",-2.34948481090781
"15392","Bithynia et Pontus","r_0","3","2","2","3","1",-2.07098512984021
"15393","Creta","r_0","3","2","2","3","1",-1.70035960703586
"15394","Macedonia","r_0","3","2","2","3","1",-1.65970086562608
"15395","Aegyptus","r_0","3","2","2","3","1",-1.39531838172352
"15396","Sicilia","r_0","3","2","2","3","1",-1.31804265982335
"15397","Arabia","r_0","3","2","2","3","1",-0.985953811639882
"15398","Numidia","r_0","3","2","2","3","1",-0.838139197117599
"15399","Dacia","r_0","3","2","2","3","1",-0.814208489782798
"15400","Thracia","r_0","3","2","2","3","1",-0.809754777304899
"15401","Iudaea","r_0","3","2","2","3","1",-0.785188369778864
"15402","Baetica","r_0","3","2","2","3","1",-0.643978785484913
"15403","Mauretania Tingitana","r_0","3","2","2","3","1",-0.631220812916042
"15404","Cilicia","r_0","3","2","2","3","1",-0.616764378101783
"15405","Africa Proconsularis","r_0","3","2","2","3","1",-0.495979072887319
"15406","Epirus","r_0","3","2","2","3","1",-0.348128614285592
"15407","Alpes Graiae","r_0","3","2","2","3","1",-0.210538308468189
"15408","Syria","r_0","3","2","2","3","1",-0.191622191423232
"15409","Raetia","r_0","3","2","2","3","1",-0.165104778237666
"15410","Cappadocia","r_0","3","2","2","3","1",-0.133622880253676
"15411","Pannonia Inferior","r_0","3","2","2","3","1",-0.0966144765910902
"15412","Corsica","r_0","3","2","2","3","1",-0.0937508639518393
"15413","Moesia Superior","r_0","3","2","2","3","1",-0.0611840127007166
"15414","Asia","r_0","3","2","2","3","1",-0.0326755900339353
"15415","Alpes Maritimae","r_0","3","2","2","3","1",-0.0145297037420495
"15416","Etruria (Regio VII)","r_0","3","2","2","3","1",-0.0127483789163879
"15417","Galatia","r_0","3","2","2","3","1",0.0099605707766753
"15418","Dalmatia","r_0","3","2","2","3","1",0.010745149811127
"15419","Alpes Cottiae","r_0","3","2","2","3","1",0.0738272851825434
"15420","Liguria (Regio IX)","r_0","3","2","2","3","1",0.0971206130837979
"15421","Moesia Inferior","r_0","3","2","2","3","1",0.103909246953482
"15422","Mauretania Caesariensis","r_0","3","2","2","3","1",0.104550985957522
"15423","Transpadana (Regio XI)","r_0","3","2","2","3","1",0.166322607052197
"15424","Britannia","r_0","3","2","2","3","1",0.173376047934195
"15425","Sardinia","r_0","3","2","2","3","1",0.303057852426622
"15426","Cyrene","r_0","3","2","2","3","1",0.304247403522631
"15427","Belgica","r_0","3","2","2","3","1",0.308158251240173
"15428","Bruttium et Lucania (Regio III)","r_0","3","2","2","3","1",0.364905843392892
"15429","Germania Inferior","r_0","3","2","2","3","1",0.43150714836106
"15430","Noricum","r_0","3","2","2","3","1",0.448825482774853
"15431","Picenum (Regio V)","r_0","3","2","2","3","1",0.475746840142927
"15432","Lugdunensis","r_0","3","2","2","3","1",0.483536716461449
"15433","Umbria (Regio VI)","r_0","3","2","2","3","1",0.655959123133194
"15434","Lusitania","r_0","3","2","2","3","1",0.698054849967722
"15435","Pannonia Superior","r_0","3","2","2","3","1",0.737775798555011
"15436","Samnium (Regio IV)","r_0","3","2","2","3","1",0.74115313210596
"15437","Aquitania","r_0","3","2","2","3","1",0.786818724803036
"15438","Germania Superior","r_0","3","2","2","3","1",0.90324143859073
"15439","Apulia et Calabria (Regio II)","r_0","3","2","2","3","1",0.974368650160422
"15440","Aemilia (Regio VIII)","r_0","3","2","2","3","1",1.13631195186055
"15441","Hispania Citerior","r_0","3","2","2","3","1",1.16831120905645
"15442","Venetia et Histria (Regio X)","r_0","3","2","2","3","1",1.21745645363236
"15443","Narbonensis","r_0","3","2","2","3","1",1.57491532090053
"15444","Latium et Campania (Regio I)","r_0","3","2","2","3","1",4.02143425073518
"15445","Achaia","r_0","3","2","2","3","2",-2.28693181776336
"15446","Bithynia et Pontus","r_0","3","2","2","3","2",-2.06997896977452
"15447","Creta","r_0","3","2","2","3","2",-1.69919359370317
"15448","Macedonia","r_0","3","2","2","3","2",-1.62689052172332
"15449","Aegyptus","r_0","3","2","2","3","2",-1.36438736616708
"15450","Sicilia","r_0","3","2","2","3","2",-1.28649300985471
"15451","Arabia","r_0","3","2","2","3","2",-0.983122483718056
"15452","Numidia","r_0","3","2","2","3","2",-0.829968218841452
"15453","Thracia","r_0","3","2","2","3","2",-0.80630287559418
"15454","Dacia","r_0","3","2","2","3","2",-0.800482507808753
"15455","Iudaea","r_0","3","2","2","3","2",-0.783653882849112
"15456","Baetica","r_0","3","2","2","3","2",-0.683033355986844
"15457","Cilicia","r_0","3","2","2","3","2",-0.615003131368309
"15458","Mauretania Tingitana","r_0","3","2","2","3","2",-0.591962891622296
"15459","Africa Proconsularis","r_0","3","2","2","3","2",-0.54392227871245
"15460","Epirus","r_0","3","2","2","3","2",-0.341442509328578
"15461","Alpes Graiae","r_0","3","2","2","3","2",-0.210307861321383
"15462","Syria","r_0","3","2","2","3","2",-0.19558324335359
"15463","Raetia","r_0","3","2","2","3","2",-0.165230971370947
"15464","Cappadocia","r_0","3","2","2","3","2",-0.134123155002772
"15465","Corsica","r_0","3","2","2","3","2",-0.095576635348427
"15466","Pannonia Inferior","r_0","3","2","2","3","2",-0.0747134987228087
"15467","Moesia Superior","r_0","3","2","2","3","2",-0.0639818425794276
"15468","Asia","r_0","3","2","2","3","2",-0.0460522310598362
"15469","Alpes Maritimae","r_0","3","2","2","3","2",-0.0189443021291614
"15470","Dalmatia","r_0","3","2","2","3","2",-0.00765061857063051
"15471","Etruria (Regio VII)","r_0","3","2","2","3","2",-0.000906622923657211
"15472","Galatia","r_0","3","2","2","3","2",0.00824866152613963
"15473","Alpes Cottiae","r_0","3","2","2","3","2",0.0682742736770185
"15474","Mauretania Caesariensis","r_0","3","2","2","3","2",0.094661365389774
"15475","Moesia Inferior","r_0","3","2","2","3","2",0.0991512796624018
"15476","Liguria (Regio IX)","r_0","3","2","2","3","2",0.110500017871126
"15477","Picenum (Regio V)","r_0","3","2","2","3","2",0.166428548965805
"15478","Transpadana (Regio XI)","r_0","3","2","2","3","2",0.16970792706228
"15479","Britannia","r_0","3","2","2","3","2",0.177090283892728
"15480","Sardinia","r_0","3","2","2","3","2",0.301310541075396
"15481","Cyrene","r_0","3","2","2","3","2",0.30246324795082
"15482","Belgica","r_0","3","2","2","3","2",0.305390788367334
"15483","Bruttium et Lucania (Regio III)","r_0","3","2","2","3","2",0.351102319646695
"15484","Noricum","r_0","3","2","2","3","2",0.419757110474788
"15485","Germania Inferior","r_0","3","2","2","3","2",0.443633544784214
"15486","Lugdunensis","r_0","3","2","2","3","2",0.464448455704521
"15487","Umbria (Regio VI)","r_0","3","2","2","3","2",0.664213482935139
"15488","Lusitania","r_0","3","2","2","3","2",0.718298659243371
"15489","Pannonia Superior","r_0","3","2","2","3","2",0.72187431576896
"15490","Samnium (Regio IV)","r_0","3","2","2","3","2",0.770627076303841
"15491","Aquitania","r_0","3","2","2","3","2",0.787679523369801
"15492","Germania Superior","r_0","3","2","2","3","2",0.913128356159442
"15493","Apulia et Calabria (Regio II)","r_0","3","2","2","3","2",1.06015972009872
"15494","Aemilia (Regio VIII)","r_0","3","2","2","3","2",1.11226788504779
"15495","Hispania Citerior","r_0","3","2","2","3","2",1.15364038685719
