"","iter","province","urb_pop_grand_total","rural_pop_min_grand_total","rural_pop_max_grand_total","tot_pop_min_grand_total","tot_pop_max_grand_total"
"11713",206,"Galatia",30666268.3080666,848978426.05655,958746667.740107,879644694.364616,989412936.048174
"11714",206,"Germania Inferior",32330898.8544653,234860613.202843,324628383.068395,267191512.057308,356959281.922861
"11715",206,"Germania Superior",49355500.374844,540405186.654916,746957352.930203,589760687.02976,796312853.305047
"11716",206,"Hispania Citerior",85188300.745675,2835319676.70345,3687522365.27365,2920507977.44913,3772710666.01933
"11717",206,"Iudaea",16775291.4060985,24421348.7268926,30319930.3018942,41196640.1329911,47095221.7079927
"11718",206,"Latium et Campania (Regio I)",1049637785.09487,428972075.323412,474574011.195626,1478609860.41829,1524211796.2905
"11719",206,"Liguria (Regio IX)",20536372.7181861,288355113.121606,319008743.354022,308891485.839792,339545116.072208
"11720",206,"Lugdunensis",192640835.919838,891638795.178116,1232438493.67681,1084279631.09795,1425079329.59665
"11721",206,"Lusitania",25809930.0835467,623572116.773628,810997132.301243,649382046.857175,836807062.38479
"11722",206,"Lycia et Pamphylia",50014825.6453274,173517109.759196,195951917.824638,223531935.404523,245966743.469965
"11723",206,"Macedonia",207855835.697674,212502938.139365,315923577.469308,420358773.837038,523779413.166982
"11724",206,"Mauretania Caesariensis",54030661.71334,565081538.694106,658998108.720015,619112200.407447,713028770.433355
"11725",206,"Mauretania Tingitana",7913019.36453009,142122715.17337,165743515.036516,150035734.5379,173656534.401046
"11726",206,"Moesia Inferior",17734276.8865453,334680521.696109,406991641.748868,352414798.582654,424725918.635413
"11727",206,"Moesia Superior",21499320.0463933,297093379.372527,361283416.228612,318592699.418921,382782736.275005
"11728",206,"Narbonensis",134718238.536549,597719958.46992,826178817.29796,732438197.006469,960897055.834509
"11729",206,"Noricum",16189188.8051557,314723961.044455,382723263.827991,330913149.849611,398912452.633147
"11730",206,"Numidia",74492839.5015383,307297825.447239,358370733.985573,381790664.948777,432863573.487111
"11731",206,"Pannonia Inferior",19096821.4290049,132849191.356624,161552606.112931,151946012.785628,180649427.541936
"11732",206,"Pannonia Superior",26691999.6666752,328083619.259389,398969411.654415,354775618.926064,425661411.32109
"11733",206,"Picenum (Regio V)",37497281.0478014,143312272.522783,158547103.499504,180809553.570585,196044384.547305
"11734",206,"Raetia",10963955.2270674,455631725.497669,629782015.408537,466595680.724737,640745970.635605
"11735",206,"Samnium (Regio IV)",39229119.3909764,302408131.562838,334555669.866741,341637250.953814,373784789.257718
"11736",206,"Sardinia",8252485.81604296,495682583.486884,548376189.167627,503935069.302927,556628674.98367
"11737",206,"Sicilia",212434912.054973,554787197.721071,613763927.60291,767222109.776044,826198839.657884
"11738",206,"Syria",115798630.774461,511425215.777835,634951700.269513,627223846.552296,750750331.043973
"11739",206,"Thracia",77706896.7490522,190317585.197022,282941087.296077,268024481.946074,360647984.045129
"11740",206,"Transpadana (Regio XI)",52065433.0650911,395168585.038074,437177036.194326,447234018.103165,489242469.259417
"11741",206,"Umbria (Regio VI)",64912323.0619941,282593787.37065,312634959.071271,347506110.432644,377547282.133265
"11742",206,"Venetia et Histria (Regio X)",97737536.7235532,1148977214.99931,1271119396.9526,1246714751.72286,1368856933.67615
"11743",207,"Achaia",520915690.332446,111910684.99282,166375224.124128,632826375.325266,687290914.456573
"11744",207,"Aegyptus",610228681.112276,2483590871.35585,3102354781.84948,3093819552.46813,3712583462.96175
"11745",207,"Aemilia (Regio VIII)",57050243.8777225,513708021.284814,568317823.626866,570758265.162536,625368067.504589
"11746",207,"Africa Proconsularis",354238286.669504,1049613706.69142,1224059538.72558,1403851993.36093,1578297825.39509
"11747",207,"Alpes Cottiae",553623.737023632,55429207.1412692,76615204.4127233,55982830.8782928,77168828.149747
"11748",207,"Alpes Graiae",0,22342138.5449257,30881688.5522869,22342138.5449257,30881688.5522869
"11749",207,"Alpes Maritimae",2541132.95293847,37463367.804209,51782511.9705075,40004500.7571475,54323644.923446
"11750",207,"Alpes Poeninae",1584581.52893874,23558991.1446327,32563643.165657,25143572.6735715,34148224.6945957
"11751",207,"Apulia et Calabria (Regio II)",90687589.2057439,595597570.480683,658912652.69024,686285159.686427,749600241.895983
"11752",207,"Aquitania",152394695.560035,1081075691.45593,1494281433.16982,1233470387.01597,1646676128.72986
"11753",207,"Arabia",56276593.4906121,784773106.107609,974322349.927449,841049699.598221,1030598943.41806
"11754",207,"Asia",602720644.671048,1174738794.95574,1326626060.87687,1777459439.62678,1929346705.54791
"11755",207,"Baetica",110673490.451335,625672913.875216,813729359.062358,736346404.326551,924402849.513694
"11756",207,"Belgica",90876739.3730339,570565747.604131,788645799.536289,661442486.977165,879522538.909323
"11757",207,"Bithynia et Pontus",33450366.8706283,319952679.42647,361320801.353572,353403046.297099,394771168.224201
"11758",207,"Britannia",81389951.7488097,578179182.564984,798035560.669581,659569134.313793,879425512.418391
"11759",207,"Bruttium et Lucania (Regio III)",47863334.1608701,597464994.024667,660978592.952672,645328328.185537,708841927.113542
"11760",207,"Cappadocia",9908605.39595639,1481699613.86228,1673275225.5917,1491608219.25823,1683183830.98766
"11761",207,"Cilicia",60191609.9324722,371978308.791142,420073058.489419,432169918.723614,480264668.421892
"11762",207,"Corsica",1354451.80739975,184301930.93618,203894173.226871,185656382.74358,205248625.034271
"11763",207,"Creta",33504525.9294225,11424534.5264399,16984611.3663965,44929060.4558624,50489137.2958191
"11764",207,"Cyprus",34497774.4521537,100515307.810377,124793153.775658,135013082.262531,159290928.227812
"11765",207,"Cyrene",38898574.3916086,728887226.149151,850028306.733422,767785800.54076,888926881.125031
"11766",207,"Dacia",13043611.5023564,188379278.450347,229080531.545213,201422889.952703,242124143.04757
"11767",207,"Dalmatia",63270214.3542726,543747749.720497,661229964.129612,607017964.07477,724500178.483885
"11768",207,"Epirus",89569777.0640939,69336819.4321504,103081567.893346,158906596.496244,192651344.95744
"11769",207,"Etruria (Regio VII)",122391108.105936,670601350.907611,741889720.382134,792992459.013547,864280828.48807
"11770",207,"Galatia",34905706.8180629,966344901.736718,1091287983.2897,1001250608.55478,1126193690.10777
"11771",207,"Germania Inferior",36960999.7923213,268494950.137021,371118342.647483,305455949.929342,408079342.439804
"11772",207,"Germania Superior",56423690.7645571,617796494.976293,853928951.706613,674220185.74085,910352642.47117
"11773",207,"Hispania Citerior",88323893.2573334,2939681508.88708,3823251889.32701,3028005402.14442,3911575782.58434
"11774",207,"Iudaea",14145526.3284222,20592955.6172272,25566850.7913639,34738481.9456494,39712377.1197861
"11775",207,"Latium et Campania (Regio I)",1044860997.124,427019869.830868,472414276.227851,1471880866.95487,1517275273.35186
"11776",207,"Liguria (Regio IX)",21599876.4203273,303287970.766159,335529040.498414,324887847.186487,357128916.918741
"11777",207,"Lugdunensis",219061206.040819,1013925572.38372,1401465382.49199,1232986778.42454,1620526588.53281
"11778",207,"Lusitania",27747947.0335597,670394922.10285,871893313.876475,698142869.13641,899641260.910035
"11779",207,"Lycia et Pamphylia",58875092.0625219,204256151.644703,230665348.782059,263131243.707225,289540440.84458
"11780",207,"Macedonia",223664103.210507,228664636.376484,339950828.902893,452328739.586991,563614932.1134
"11781",207,"Mauretania Caesariensis",63570142.0709418,664850522.968547,775348701.410964,728420665.039489,838918843.481906
"11782",207,"Mauretania Tingitana",9310116.68674593,167215445.981638,195006658.517514,176525562.668383,204316775.20426
"11783",207,"Moesia Inferior",20156802.7194657,380398326.530837,462587241.852944,400555129.250302,482744044.57241
"11784",207,"Moesia Superior",24436155.7874731,337676730.524872,410635211.873776,362112886.312345,435071367.66125
"11785",207,"Narbonensis",146646607.88325,650643931.556082,899331244.068122,797290539.439332,1045977851.95137
"11786",207,"Noricum",18507638.9851922,359795510.516592,437532978.545977,378303149.501784,456040617.531169
"11787",207,"Numidia",81665581.5082076,336886817.300584,392877417.24291,418552398.808791,474542998.751117
"11788",207,"Pannonia Inferior",20932501.0178941,145619303.381832,177081830.317906,166551804.399726,198014331.3358
"11789",207,"Pannonia Superior",29257764.820678,359620616.427339,437320296.815482,388878381.248017,466578061.63616
"11790",207,"Picenum (Regio V)",38354128.6396573,146587090.647276,162170051.618225,184941219.286934,200524180.257882
"11791",207,"Raetia",12540186.9249039,521135565.434586,720322550.72225,533675752.35949,732862737.647154
"11792",207,"Samnium (Regio IV)",39777856.7843709,306638220.140693,339235438.596657,346416076.925064,379013295.381028
"11793",207,"Sardinia",8382025.01009338,503463308.446737,556984045.171828,511845333.45683,565366070.181921
"11794",207,"Sicilia",219669490.311423,573680756.029183,634665968.243387,793350246.340606,854335458.554809
"11795",207,"Syria",102932993.271341,454604065.198191,564406320.30239,557537058.469532,667339313.573731
"11796",207,"Thracia",91612174.3760708,224374007.087278,333572042.018772,315986181.463349,425184216.394843
"11797",207,"Transpadana (Regio XI)",54761711.5938341,415632922.09141,459816837.432061,470394633.685244,514578549.025895
"11798",207,"Umbria (Regio VI)",65691684.3477934,285986712.582613,316388569.667751,351678396.930406,382080254.015544
"11799",207,"Venetia et Histria (Regio X)",102799006.612615,1208478546.54388,1336946025.78688,1311277553.15649,1439745032.3995
"11800",208,"Achaia",489895040.503049,105246377.820359,156467541.0506,595141418.323408,646362581.553649
"11801",208,"Aegyptus",542444463.763961,2207713534.48367,2757745134.1332,2750157998.24763,3300189597.89716
"11802",208,"Aemilia (Regio VIII)",54336852.9305221,489275335.29234,541287817.566473,543612188.222862,595624670.496995
"11803",208,"Africa Proconsularis",340685075.493232,1009455325.2978,1177226833.04418,1350140400.79103,1517911908.53741
"11804",208,"Alpes Cottiae",471967.056533824,47253681.5005671,65314852.1174531,47725648.5571009,65786819.173987
"11805",208,"Alpes Graiae",0,19739426.1178754,27284174.6257791,19739426.1178754,27284174.6257791
"11806",208,"Alpes Maritimae",2166328.78949025,31937711.9295046,44144855.2875266,34104040.7189948,46311184.0770169
"11807",208,"Alpes Poeninae",1399373.93471651,20805390.9085361,28757569.5117116,22204764.8432526,30156943.4464281
"11808",208,"Apulia et Calabria (Regio II)",86895768.0701408,570694499.665349,631362257.483252,657590267.73549,718258025.553393
"11809",208,"Aquitania",135290236.236769,959738035.168579,1326566435.62848,1095028271.40535,1461856671.86525
"11810",208,"Arabia",47009741.9583583,655547518.527969,813884412.921889,702557260.486327,860894154.880248
"11811",208,"Asia",558380314.960857,1088316824.9233,1229030205.38146,1646697139.88416,1787410520.34232
"11812",208,"Baetica",105289877.98019,595237617.326239,774146225.759882,700527495.306428,879436103.740071
"11813",208,"Belgica",80501316.3213029,505424094.733862,698605885.421724,585925411.055165,779107201.743027
"11814",208,"Bithynia et Pontus",34576136.8829769,330720666.912587,373481030.405015,365296803.795564,408057167.287992
"11815",208,"Britannia",73628609.9760352,523044044.315491,721934929.079332,596672654.291526,795563539.055368
"11816",208,"Bruttium et Lucania (Regio III)",46675445.2145162,582636899.102364,644574195.346228,629312344.31688,691249640.560744
"11817",208,"Cappadocia",8623023.80236482,1289458054.66259,1456177889.98569,1298081078.46495,1464800913.78806
"11818",208,"Cilicia",54267381.1541061,335367149.788405,378728277.964173,389634530.942511,432995659.118279
"11819",208,"Corsica",1331766.01045802,181215046.516709,200479137.13171,182546812.527167,201810903.142168
"11820",208,"Creta",34776891.9227766,11858392.007425,17629618.0129153,46635283.9302016,52406509.9356919
"11821",208,"Cyprus",31036575.0970006,90430497.2943013,112272520.481621,121467072.391302,143309095.578621
"11822",208,"Cyrene",40375784.4661548,756567406.477502,882308933.928513,796943190.943657,922684718.394667
"11823",208,"Dacia",12567856.8788,181508304.664538,220725014.207879,194076161.543338,233292871.086679
"11824",208,"Dalmatia",56290954.7343766,483767603.426315,588290499.087269,540058558.160691,644581453.821645
"11825",208,"Epirus",84235876.1254811,65207795.7997154,96943036.6860329,149443671.925197,181178912.811514
"11826",208,"Etruria (Regio VII)",119353562.832504,653958132.332914,723477242.152066,773311695.165418,842830804.98457
"11827",208,"Galatia",30960996.935309,857137822.679458,967961029.47521,888098819.614767,998922026.410519
"11828",208,"Germania Inferior",32655286.0271755,237217051.563583,327885492.740448,269872337.590758,360540778.767624
"11829",208,"Germania Superior",49850701.3061996,545827260.176782,754451836.301755,595677961.482982,804302537.607955
"11830",208,"Hispania Citerior",85246497.5204661,2837256638.22565,3690041512.93537,2922503135.74612,3775288010.45583
"11831",208,"Iudaea",16536401.1696589,24073574.0367063,29888156.2633211,40609975.2063651,46424557.4329799
"11832",208,"Latium et Campania (Regio I)",1045491911.76402,427277715.69572,472699532.433073,1472769627.45974,1518191444.19709
"11833",208,"Liguria (Regio IX)",20572555.4983487,288863162.415901,319570800.898903,309435717.914249,340143356.397252
"11834",208,"Lugdunensis",194474238.13973,900124703.88286,1244167862.78694,1094598942.02259,1438642100.92667
"11835",208,"Lusitania",25940695.3562487,626731427.071458,815106026.080598,652672122.427707,841046721.436846
"11836",208,"Lycia et Pamphylia",50657501.6385137,175746754.257811,198469843.095392,226404255.896325,249127344.733905
"11837",208,"Macedonia",208701026.375208,213367025.027573,317208196.982607,422068051.402781,525909223.357815
"11838",208,"Mauretania Caesariensis",54722324.2982279,572315315.689088,667434139.685762,627037639.987316,722156463.983989
"11839",208,"Mauretania Tingitana",8014316.28102866,143942070.358573,167865247.112403,151956386.639602,175879563.393431
"11840",208,"Moesia Inferior",17902227.9512542,337850087.070315,410846023.858532,355752315.021569,428748251.809786
"11841",208,"Moesia Superior",21702927.6541582,299906978.692239,364704922.208553,321609906.346398,386407849.862711
"11842",208,"Narbonensis",135421412.443647,600839811.305834,830491131.600996,736261223.749481,965912544.044643
"11843",208,"Noricum",16351620.5769606,317881696.199513,386563259.679713,334233316.776473,402914880.256674
"11844",208,"Numidia",74986945.4769438,309336111.177768,360747782.870507,384323056.654712,435734728.347451
"11845",208,"Pannonia Inferior",19222954.0424908,133726647.103256,162619645.070186,152949601.145747,181842599.112677
"11846",208,"Pannonia Superior",26868297.6799147,330250579.059109,401604565.089765,357118876.739024,428472862.769679
"11847",208,"Picenum (Regio V)",37455882.4310326,143154049.588142,158372060.653885,180609932.019175,195827943.084917
"11848",208,"Raetia",11074476.3830084,460224679.768501,636130475.876702,471299156.151509,647204952.25971
"11849",208,"Samnium (Regio IV)",39150278.7793249,301800367.676446,333883297.556242,340950646.45577,373033576.335567
"11850",208,"Sardinia",8241633.95571948,495030770.411323,547655085.012803,503272404.367042,555896718.968523
"11851",208,"Sicilia",212439547.020503,554799302.226459,613777318.87942,767238849.246962,826216865.899923
"11852",208,"Syria",114602103.171157,506140745.800848,628390852.088009,620742848.972005,742992955.259166
"11853",208,"Thracia",78716704.6133158,192790778.726551,286617931.270397,271507483.339867,365334635.883713
"11854",208,"Transpadana (Regio XI)",52157166.505291,395864827.662603,437947292.987473,448021994.167894,490104459.492764
"11855",208,"Umbria (Regio VI)",64768598.3616947,281968086.340701,311942742.806684,346736684.702395,376711341.168379
"11856",208,"Venetia et Histria (Regio X)",97909739.2762354,1151001583.69152,1273358966.43897,1248911322.96775,1371268705.71521
"11857",209,"Achaia",489966387.334438,105261705.584373,156490328.509844,595228092.918811,646456715.844282
"11858",209,"Aegyptus",542663916.580697,2208606693.1129,2758860815.05162,2751270609.6936,3301524731.63232
"11859",209,"Aemilia (Regio VIII)",54341517.0417335,489317333.208187,541334280.07658,543658850.249921,595675797.118314
"11860",209,"Africa Proconsularis",340709973.293499,1009529097.87804,1177312866.62964,1350239071.17154,1518022839.92314
"11861",209,"Alpes Cottiae",472245.641738406,47281573.6518218,65353405.1291252,47753819.2935602,65825650.7708636
"11862",209,"Alpes Graiae",0,19747953.5554228,27295961.3967706,19747953.5554228,27295961.3967706
"11863",209,"Alpes Maritimae",2167607.49557928,31956563.6139359,44170912.4103094,34124171.1095152,46338519.9058886
"11864",209,"Alpes Poeninae",1399981.21695711,20814419.7635791,28770049.3505981,22214400.9805362,30170030.5675552
"11865",209,"Apulia et Calabria (Regio II)",86900738.3406371,570727142.291073,631398370.187824,657627880.63171,718299108.528461
"11866",209,"Aquitania",135345762.979956,960131937.41081,1327110894.08935,1095477700.39077,1462456657.0693
"11867",209,"Arabia",47041655.7814055,655992554.52761,814436940.165239,703034210.309016,861478595.946645
"11868",209,"Asia",558500772.103842,1088551603.14145,1229295339.13209,1647052375.24529,1787796111.23593
"11869",209,"Baetica",105299483.842665,595291922.36298,774216853.0825,700591406.205646,879516336.925165
"11870",209,"Belgica",80535144.5007011,505636483.521154,698899452.860129,586171628.021855,779434597.36083
"11871",209,"Bithynia et Pontus",34570496.0572641,330666712.428082,373420099.902378,365237208.485346,407990595.959642
"11872",209,"Britannia",73655396.974781,523234334.206385,722197577.933441,596889731.181166,795852974.908222
"11873",209,"Bruttium et Lucania (Regio III)",46674169.283234,582620971.998888,644556575.109811,629295141.282122,691230744.393045
"11874",209,"Cappadocia",8627330.10912158,1290102005.33008,1456905099.9332,1298729335.43921,1465532430.04232
"11875",209,"Cilicia",54285865.1645204,335481379.179201,378857276.587014,389767244.343721,433143141.751535
"11876",209,"Corsica",1331706.10150454,181206894.631388,200470118.65909,182538600.732892,201801824.760595
"11877",209,"Creta",34770638.2533666,11856259.6011274,17626447.8100369,46626897.854494,52397086.0634035
"11878",209,"Cyprus",31047445.1853724,90462169.2005611,112311842.224292,121509614.385934,143359287.409664
"11879",209,"Cyrene",40368523.9896067,756431358.596715,882150274.885534,796799882.586322,922518798.875141
"11880",209,"Dacia",12569617.2607272,181533728.56475,220755931.199506,194103345.825477,233325548.460233
"11881",209,"Dalmatia",56313508.155441,483961428.784382,588526202.379151,540274936.939823,644839710.534591
"11882",209,"Epirus",84248143.9836017,65217292.4657919,96957155.1765685,149465436.449394,181205299.16017
"11883",209,"Etruria (Regio VII)",119350300.154585,653940255.574921,723457465.002839,773290555.729506,842807765.157424
"11884",209,"Galatia",30973825.3422735,857492969.926072,968362095.307743,888466795.268346,999335920.650016
"11885",209,"Germania Inferior",32669393.1197793,237319529.395527,328027139.364081,269988922.515306,360696532.48386
"11886",209,"Germania Superior",49872236.8229641,546063057.704281,754777759.703894,595935294.527245,804649996.526858
"11887",209,"Hispania Citerior",85249842.2457945,2837367960.61914,3690186295.1337,2922617802.86494,3775436137.37949
"11888",209,"Iudaea",16526271.8268069,24058827.8121446,29869848.3268542,40585099.6389515,46396120.1536611
"11889",209,"Latium et Campania (Regio I)",1045331286.78471,427212070.544886,472626908.865388,1472543357.32959,1517958195.6501
"11890",209,"Liguria (Regio IX)",20574321.384328,288887957.556615,319598231.890484,309462278.940943,340172553.274812
"11891",209,"Lugdunensis",194554055.585379,900494139.214331,1244678502.66252,1095048194.79971,1439232558.24789
"11892",209,"Lusitania",25946410.0526099,626869495.066805,815285592.718164,652815905.119415,841232002.770774
"11893",209,"Lycia et Pamphylia",50685345.1984451,175843352.29614,198578930.728853,226528697.494585,249264275.927298
"11894",209,"Macedonia",208739085.405613,213405934.956451,317266043.542461,422145020.362065,526005128.948074
"11895",209,"Mauretania Caesariensis",54752291.4587842,572628728.271139,667799641.449096,627381019.729923,722551932.90788
"11896",209,"Mauretania Tingitana",8018705.09867892,144020896.234275,167957173.851198,152039601.332954,175975878.949877
"11897",209,"Moesia Inferior",17909540.4958383,337988089.101748,411013842.628065,355897629.597586,428923383.123903
"11898",209,"Moesia Superior",21711792.6751214,300029482.056555,364853893.666796,321741274.731676,386565686.341918
"11899",209,"Narbonensis",135452647.380519,600978394.955477,830682684.307469,736431042.335996,966135331.687988
"11900",209,"Noricum",16358684.4815765,318019021.180271,386730255.114908,334377705.661847,403088939.596484
"11901",209,"Numidia",75008482.841759,309424957.104677,360851394.993344,384433439.946436,435859877.835103
"11902",209,"Pannonia Inferior",19228453.5429662,133764904.998359,162666168.971424,152993358.541325,181894622.51439
"11903",209,"Pannonia Superior",26875984.43896,330345060.54268,401719460.255813,357221044.98164,428595444.694773
"11904",209,"Picenum (Regio V)",37454598.1588443,143149141.179834,158366630.456551,180603739.338679,195821228.615396
"11905",209,"Raetia",11079282.3413477,460424402.135608,636406535.571056,471503684.476956,647485817.912403
"11906",209,"Samnium (Regio IV)",39147449.5791727,301778558.032356,333859169.434917,340926007.611529,373006619.01409
"11907",209,"Sardinia",8241263.20916087,495008501.653024,547630448.971071,503249764.862185,555871712.180232
"11908",209,"Sicilia",212442289.98513,554806465.651927,613785243.813824,767248755.637057,826227533.798955
"11909",209,"Syria",114551489.470498,505917210.145827,628113325.012988,620468699.616325,742664814.483487
"11910",209,"Thracia",78760448.4679177,192897914.967005,286777208.429843,271658363.434923,365537656.897761
"11911",209,"Transpadana (Regio XI)",52161643.5188082,395898807.502828,437984885.059318,448060451.021636,490146528.578126
"11912",209,"Umbria (Regio VI)",64763362.7037843,281945293.066196,311917526.489977,346708655.769981,376680889.193761
"11913",209,"Venetia et Histria (Regio X)",97918143.5523028,1151100382.18832,1273468267.72366,1249018525.74063,1371386411.27597
"11914",210,"Achaia",558496335.523134,119984305.779857,178378103.634898,678480641.302991,736874439.158032
"11915",210,"Aegyptus",673625364.455151,2741611231.42416,3424658550.60003,3415236595.87931,4098283915.05518
"11916",210,"Aemilia (Regio VIII)",60788523.6176478,547369302.248348,605557471.724714,608157825.865996,666345995.342362
"11917",210,"Africa Proconsularis",372369321.753526,1103336253.51044,1286710774.56524,1475705575.26397,1659080096.31876
"11918",210,"Alpes Cottiae",625519.154240249,62627428.0752781,86564709.3165457,63252947.2295184,87190228.4707859
"11919",210,"Alpes Graiae",0,24745169.2543432,34203198.9708437,24745169.2543432,34203198.9708437
"11920",210,"Alpes Maritimae",2871132.91796274,42328485.1727372,58507160.9580294,45199618.0906999,61378293.8759921
"11921",210,"Alpes Poeninae",1755432.75141982,26099145.982975,36074688.9160239,27854578.7343948,37830121.6674437
"11922",210,"Apulia et Calabria (Regio II)",96350982.9663898,632792335.432076,700061412.280601,729143318.398466,796412395.24699
"11923",210,"Aquitania",168345635.153344,1194230371.72113,1650685780.37038,1362576006.87448,1819031415.52372
"11924",210,"Arabia",64337195.4876888,897177629.444621,1113876366.83737,961514824.93231,1178213562.32506
"11925",210,"Asia",651080526.874179,1268995114.6053,1433069204.31129,1920075641.47948,2084149731.18547
"11926",210,"Baetica",117990381.097719,667037655.084334,867526964.177464,785028036.182054,985517345.275184
"11927",210,"Belgica",100507371.12091,631031259.912745,872222271.659329,731538631.033654,972729642.780239
"11928",210,"Bithynia et Pontus",33001957.3761511,315663643.680073,356477216.871954,348665601.056224,389479174.248105
"11929",210,"Britannia",88054562.3184785,625523344.939935,863382647.359406,713577907.258413,951437209.677885
"11930",210,"Bruttium et Lucania (Regio III)",50434205.2656757,629556479.421575,696481568.148795,679990684.687251,746915773.41447
"11931",210,"Cappadocia",11066049.9156366,1654779984.84739,1868733936.72054,1665846034.76303,1879799986.63617
"11932",210,"Cilicia",65944287.9201997,407529300.553874,460220597.980729,473473588.474074,526164885.900929
"11933",210,"Corsica",1413622.88048752,192353411.960504,212801568.056472,193767034.840992,214215190.936959
"11934",210,"Creta",32962009.8625401,11239544.7865372,16709591.0728566,44201554.6490773,49671600.9353967
"11935",210,"Cyprus",37837305.7974572,110245617.270808,136873662.020939,148082923.068265,174710967.818396
"11936",210,"Cyrene",38268716.1560161,717084849.599658,836264374.819292,755353565.755674,874533090.975308
"11937",210,"Dacia",13409948.2046319,193670009.750652,235514378.985903,207079957.955284,248924327.190535
"11938",210,"Dalmatia",69810653.1275395,599956645.192785,729583361.373115,669767298.320324,799394014.500654
"11939",210,"Epirus",96031648.1002812,74339015.4843897,110518225.879646,170370663.584671,206549873.979927
"11940",210,"Etruria (Regio VII)",128965070.593738,706621190.856443,781738654.40483,835586261.450181,910703724.998568
"11941",210,"Galatia",38577429.5067171,1067994483.54481,1206080297.02183,1106571913.05153,1244657726.52854
"11942",210,"Germania Inferior",40936376.5170302,297373188.860919,411034341.396517,338309565.377949,451970717.913547
"11943",210,"Germania Superior",62492396.3798796,684244205.279999,945774120.891533,746736601.659878,1008266517.27141
"11944",210,"Hispania Citerior",93108960.4446106,3098942757.57591,4030381766.52811,3192051718.02052,4123490726.97272
"11945",210,"Iudaea",12677654.4344285,18456038.258129,22913795.6258473,31133692.6925575,35591450.0602759
"11946",210,"Latium et Campania (Regio I)",1088326189.96346,444783477.659627,492066246.846788,1533109667.62309,1580392436.81025
"11947",210,"Liguria (Regio IX)",23015231.9897104,323161247.362632,357514948.515568,346176479.352342,380530180.505278
"11948",210,"Lugdunensis",241990036.023736,1120051743.62459,1548154803.51214,1362041779.64833,1790144839.53587
"11949",210,"Lusitania",29458301.6144814,711717367.495244,925635910.460651,741175669.109725,955094212.075133
"11950",210,"Lycia et Pamphylia",66172500.9615655,229573150.845546,259255696.753246,295745651.807112,325428197.714811
"11951",210,"Macedonia",240738181.990623,246120446.046774,365902008.152211,486858628.037397,606640190.142835
"11952",210,"Mauretania Caesariensis",71430997.0396684,747063545.728594,871225531.215441,818494542.768263,942656528.25511
"11953",210,"Mauretania Tingitana",10461372.2075336,187892706.194863,219120480.04762,198354078.402397,229581852.255153
"11954",210,"Moesia Inferior",22261347.4685581,420115205.829897,510885355.615727,442376553.298455,533146703.084285
"11955",210,"Moesia Superior",26987502.0533601,372933105.258871,453509083.834968,399920607.312232,480496585.888329
"11956",210,"Narbonensis",158672589.479826,704000992.177949,973082291.886425,862673581.657775,1131754881.36625
"11957",210,"Noricum",20498246.3189888,398493670.907252,484592268.851365,418991917.226241,505090515.170353
"11958",210,"Numidia",87884940.3067074,362542913.205153,422797557.117454,450427853.51186,510682497.424161
"11959",210,"Pannonia Inferior",22528842.50593,156724432.924097,190586335.693166,179253275.430027,213115178.199096
"11960",210,"Pannonia Superior",31489002.4444344,387045782.176298,470670947.689447,418534784.620732,502159950.133882
"11961",210,"Picenum (Regio V)",40387548.9783876,154358696.523606,170767819.133466,194746245.501994,211155368.111854
"11962",210,"Raetia",13892282.8739814,577324942.129202,797988474.579139,591217225.003184,811880757.453121
"11963",210,"Samnium (Regio IV)",41737949.7627141,321748119.737535,355951598.162592,363486069.50025,397689547.925306
"11964",210,"Sardinia",8748205.195897,525457789.208884,581316652.257237,534205994.404781,590064857.453134
"11965",210,"Sicilia",232368282.160005,606844453.445807,671355137.106464,839212735.605812,903723419.266469
"11966",210,"Syria",96051627.587785,424212480.202566,526674139.777212,520264107.790351,622725767.364997
"11967",210,"Thracia",103047461.591453,252380996.684279,375209435.012498,355428458.275732,478256896.603951
"11968",210,"Transpadana (Regio XI)",58350032.7483174,442867724.719607,489946839.525182,501217757.467925,548296872.273499
"11969",210,"Umbria (Regio VI)",68874161.8145455,299841529.636261,331716224.966931,368715691.450806,400590386.781477
"11970",210,"Venetia et Histria (Regio X)",109535024.157572,1287665427.43368,1424550879.01564,1397200451.59125,1534085903.17322
"11971",211,"Achaia",483963257.772725,103972025.98013,154572989.399481,587935283.752855,638536247.172206
"11972",211,"Aegyptus",516588900.464879,2102483080.76865,2626297477.01536,2619071981.23353,3142886377.48024
"11973",211,"Aemilia (Regio VIII)",54141451.096624,487515842.560594,539341281.71622,541657293.657218,593482732.812844
"11974",211,"Africa Proconsularis",339384974.753656,1005603106.02142,1172734374.79935,1344988080.77508,1512119349.55301
"11975",211,"Alpes Cottiae",438003.281250315,43853203.8664067,60614653.3868796,44291207.147657,61052656.6681299
"11976",211,"Alpes Graiae",0,18726488.0048195,25884074.1265708,18726488.0048195,25884074.1265708
"11977",211,"Alpes Maritimae",2010435.06093895,29639404.7573695,40968095.545184,31649839.8183085,42978530.606123
"11978",211,"Alpes Poeninae",1327199.34988962,19732325.0083276,27274359.3499054,21059524.3582173,28601558.699795
"11979",211,"Apulia et Calabria (Regio II)",86941181.2795537,570992754.337581,631692218.159719,657933935.617135,718633399.439273
"11980",211,"Aquitania",128735838.651441,913241666.803555,1262298354.76533,1041977505.455,1391034193.41677
